Cluster,Lesson,Progress,Score,Phase,Engagement,Action_ID,Action_Name,Q_Value
0,0,0.75,0.75,0,1,14,post_forum (future),97.21920154118419
0,0,0.75,0.75,0,1,3,review_quiz (past),100.4804656007394
0,0,0.75,0.75,0,1,2,attempt_quiz (past),112.95819712789933
0,0,0.75,0.75,0,1,7,submit_assignment (current),123.91538866522939
0,0,0.75,0.75,0,1,0,view_assignment (past),86.0467050827547
0,0,0.75,0.75,0,1,12,view_content (future),101.37916813608942
0,0,0.75,0.75,0,1,6,view_content (current),100.35848340682952
0,0,0.75,0.75,0,1,13,attempt_quiz (future),113.6128835346723
0,0,0.75,0.75,0,1,9,submit_quiz (current),117.47424431806313
0,0,0.75,0.75,0,1,5,view_assignment (current),94.82969787943264
0,0,0.75,0.75,0,1,10,review_quiz (current),97.35446742194475
0,0,0.75,0.75,0,1,4,post_forum (past),94.6733218125401
0,0,0.75,0.75,0,1,11,post_forum (current),101.10945690975447
0,0,0.75,0.75,2,1,9,submit_quiz (current),53.19793313670896
0,0,0.75,0.75,2,1,12,view_content (future),36.39173331051851
0,0,0.75,0.75,2,1,14,post_forum (future),46.10590640631789
0,0,0.75,0.75,2,1,1,view_content (past),49.29183475250251
0,0,0.75,0.75,2,1,0,view_assignment (past),32.313278065351554
0,0,0.75,0.75,2,1,7,submit_assignment (current),40.02929492882353
0,0,0.75,0.75,2,1,4,post_forum (past),24.24670153290242
0,0,0.75,0.75,2,1,13,attempt_quiz (future),39.03580532235714
0,0,0.75,0.75,2,1,11,post_forum (current),19.615550967934258
0,0,0.75,0.75,2,1,6,view_content (current),27.007865001892213
0,0,0.75,0.75,2,1,8,attempt_quiz (current),59.32710597676116
0,0,0.75,0.75,2,1,3,review_quiz (past),31.175851709911946
0,0,0.75,0.75,2,1,10,review_quiz (current),39.736121590046885
0,0,0.75,0.75,2,1,5,view_assignment (current),31.92802322971668
0,0,0.75,0.75,2,1,2,attempt_quiz (past),86.20643581999227
0,0,0.75,0.5,0,2,14,post_forum (future),115.81379030024804
0,0,0.75,0.5,0,2,5,view_assignment (current),112.33700330244464
0,0,0.75,0.5,0,2,10,review_quiz (current),116.42022698006497
0,0,0.75,0.5,0,2,6,view_content (current),115.14656820564998
0,0,0.75,0.5,0,2,13,attempt_quiz (future),116.3817838640815
0,0,0.75,0.5,0,2,8,attempt_quiz (current),117.27746494059278
0,0,0.75,0.5,0,2,4,post_forum (past),116.74807711770427
0,0,0.75,0.5,0,2,2,attempt_quiz (past),117.82746531863701
0,0,0.75,0.5,0,2,7,submit_assignment (current),128.50382817379838
0,0,0.75,0.5,0,2,9,submit_quiz (current),123.42971074477992
0,0,0.75,0.5,0,2,11,post_forum (current),116.54725420648582
0,0,0.75,0.5,0,2,1,view_content (past),116.72640327476618
0,0,0.75,0.5,0,2,12,view_content (future),115.26605733543335
0,0,0.75,0.5,0,2,3,review_quiz (past),114.11360457154875
0,0,0.75,0.5,0,2,0,view_assignment (past),114.72498520096859
0,0,1.0,0.5,0,2,5,view_assignment (current),105.58839896585627
0,0,1.0,0.5,0,2,2,attempt_quiz (past),104.86518578236739
0,0,1.0,0.5,0,2,3,review_quiz (past),109.35335711001903
0,0,1.0,0.5,0,2,11,post_forum (current),110.43963800276092
0,0,1.0,0.5,0,2,0,view_assignment (past),108.83496543741227
0,0,1.0,0.5,0,2,14,post_forum (future),98.29336940461513
0,0,1.0,0.5,0,2,8,attempt_quiz (current),107.09722681455443
0,0,1.0,0.5,0,2,9,submit_quiz (current),113.0378501690536
0,0,1.0,0.5,0,2,7,submit_assignment (current),123.22079734307431
0,0,1.0,0.5,0,2,1,view_content (past),108.99812547772297
0,0,1.0,0.5,0,2,10,review_quiz (current),108.32012396097092
0,0,1.0,0.5,0,2,12,view_content (future),103.0215356588792
0,0,1.0,0.5,0,2,13,attempt_quiz (future),112.56928686461956
0,0,1.0,0.5,0,2,4,post_forum (past),112.49765013947192
0,0,1.0,0.5,0,2,6,view_content (current),107.95986756339134
0,1,0.25,0.75,0,2,4,post_forum (past),104.10251007586172
0,1,0.25,0.75,0,2,12,view_content (future),105.29079129637938
0,1,0.25,0.75,0,2,8,attempt_quiz (current),108.21617884386758
0,1,0.25,0.75,0,2,2,attempt_quiz (past),107.34043708890465
0,1,0.25,0.75,0,2,5,view_assignment (current),103.74604402046535
0,1,0.25,0.75,0,2,9,submit_quiz (current),109.11895496510941
0,1,0.25,0.75,0,2,14,post_forum (future),106.2620224651441
0,1,0.25,0.75,0,2,1,view_content (past),104.08393635875406
0,1,0.25,0.75,0,2,6,view_content (current),104.49132766262598
0,1,0.25,0.75,0,2,0,view_assignment (past),104.58127927788458
0,1,0.25,0.75,0,2,3,review_quiz (past),105.43993959038457
0,1,0.25,0.75,0,2,10,review_quiz (current),106.12967434601852
0,1,0.25,0.75,0,2,11,post_forum (current),105.48693881787312
0,1,0.25,0.75,0,2,13,attempt_quiz (future),107.02537672992582
0,1,0.25,0.75,0,2,7,submit_assignment (current),116.91842945156948
0,1,0.5,0.75,1,2,5,view_assignment (current),98.81407900288073
0,1,0.5,0.75,1,2,11,post_forum (current),100.8210263797567
0,1,0.5,0.75,1,2,4,post_forum (past),101.32615402444567
0,1,0.5,0.75,1,2,1,view_content (past),98.70986815551848
0,1,0.5,0.75,1,2,10,review_quiz (current),100.01462541292824
0,1,0.5,0.75,1,2,0,view_assignment (past),99.15554906176304
0,1,0.5,0.75,1,2,2,attempt_quiz (past),100.79232964995508
0,1,0.5,0.75,1,2,8,attempt_quiz (current),97.57255776212287
0,1,0.5,0.75,1,2,12,view_content (future),100.11812148903485
0,1,0.5,0.75,1,2,7,submit_assignment (current),103.15511985727537
0,1,0.5,0.75,1,2,3,review_quiz (past),102.0263143203328
0,1,0.5,0.75,1,2,14,post_forum (future),101.04366441407545
0,1,0.5,0.75,1,2,6,view_content (current),99.12288334631089
0,1,0.5,0.75,1,2,9,submit_quiz (current),110.65502438747727
0,1,0.5,0.75,1,2,13,attempt_quiz (future),98.71206669244795
0,1,0.5,0.75,0,2,10,review_quiz (current),97.97651851021313
0,1,0.5,0.75,0,2,7,submit_assignment (current),109.07612701559964
0,1,0.5,0.75,0,2,1,view_content (past),94.44707752053432
0,1,0.5,0.75,0,2,3,review_quiz (past),98.21989528970306
0,1,0.5,0.75,0,2,8,attempt_quiz (current),92.05043718785987
0,1,0.5,0.75,0,2,11,post_forum (current),98.65671388744393
0,1,0.5,0.75,0,2,5,view_assignment (current),97.2639359101654
0,1,0.5,0.75,0,2,9,submit_quiz (current),101.05745788265837
0,1,0.5,0.75,0,2,2,attempt_quiz (past),95.37158142531514
0,1,0.5,0.75,0,2,13,attempt_quiz (future),97.76177272778033
0,1,0.5,0.75,0,2,0,view_assignment (past),96.1662036975209
0,1,0.5,0.75,0,2,14,post_forum (future),96.80553927670763
0,1,0.5,0.75,0,2,12,view_content (future),93.10617164939875
0,1,0.5,0.75,0,2,4,post_forum (past),97.45688948437056
0,1,0.5,0.75,0,2,6,view_content (current),96.24337574897815
0,1,0.75,0.75,0,2,8,attempt_quiz (current),90.64537460120752
0,1,0.75,0.75,0,2,11,post_forum (current),84.8912448148681
0,1,0.75,0.75,0,2,2,attempt_quiz (past),87.40868282599504
0,1,0.75,0.75,0,2,13,attempt_quiz (future),86.12242407494992
0,1,0.75,0.75,0,2,10,review_quiz (current),88.04469174255681
0,1,0.75,0.75,0,2,14,post_forum (future),84.82392299728446
0,1,0.75,0.75,0,2,5,view_assignment (current),88.98561471095917
0,1,0.75,0.75,0,2,0,view_assignment (past),85.92639540433552
0,1,0.75,0.75,0,2,3,review_quiz (past),90.75936968728628
0,1,0.75,0.75,0,2,12,view_content (future),89.05646621846478
0,1,0.75,0.75,0,2,9,submit_quiz (current),97.2589598803232
0,1,0.75,0.75,0,2,7,submit_assignment (current),99.71328596013169
0,1,0.75,0.75,0,2,4,post_forum (past),86.82462367471615
0,1,0.75,0.75,0,2,1,view_content (past),86.46866846561142
0,1,0.75,0.75,0,2,6,view_content (current),90.69174896493584
0,1,0.75,0.75,1,2,11,post_forum (current),89.10201328292668
0,1,0.75,0.75,1,2,13,attempt_quiz (future),93.6136427179791
0,1,0.75,0.75,1,2,8,attempt_quiz (current),90.0963107426551
0,1,0.75,0.75,1,2,9,submit_quiz (current),96.818046791881
0,1,0.75,0.75,1,2,4,post_forum (past),90.83980823450302
0,1,0.75,0.75,1,2,3,review_quiz (past),91.54583238370869
0,1,0.75,0.75,1,2,10,review_quiz (current),91.34968019025654
0,1,0.75,0.75,1,2,6,view_content (current),89.67982242435012
0,1,0.75,0.75,1,2,5,view_assignment (current),87.78435520511165
0,1,0.75,0.75,1,2,2,attempt_quiz (past),91.40046128877002
0,1,0.75,0.75,1,2,1,view_content (past),88.54666561177343
0,1,0.75,0.75,1,2,7,submit_assignment (current),99.35284446739642
0,1,0.75,0.75,1,2,14,post_forum (future),90.63293515797332
0,1,0.75,0.75,1,2,0,view_assignment (past),88.69616342637991
0,1,0.75,0.75,1,2,12,view_content (future),91.33401485598503
0,1,0.75,0.75,2,2,10,review_quiz (current),74.91130361508903
0,1,0.75,0.75,2,2,7,submit_assignment (current),95.49291076945065
0,1,0.75,0.75,2,2,8,attempt_quiz (current),77.88841462108664
0,1,0.75,0.75,2,2,12,view_content (future),68.98934964002383
0,1,0.75,0.75,2,2,2,attempt_quiz (past),77.06684430520879
0,1,0.75,0.75,2,2,1,view_content (past),63.45401288074848
0,1,0.75,0.75,2,2,5,view_assignment (current),70.86058959428983
0,1,0.75,0.75,2,2,3,review_quiz (past),65.79563247862042
0,1,0.75,0.75,2,2,0,view_assignment (past),69.26019137184328
0,1,0.75,0.75,2,2,9,submit_quiz (current),73.97553010279185
0,1,0.75,0.75,2,2,13,attempt_quiz (future),79.20734795555754
0,1,0.75,0.75,2,2,11,post_forum (current),51.3133251648273
0,1,0.75,0.75,2,2,14,post_forum (future),60.08589248284363
0,1,0.75,0.75,2,2,6,view_content (current),74.92115194447949
0,1,0.75,0.75,2,2,4,post_forum (past),72.7722977992148
0,1,1.0,0.75,2,2,3,review_quiz (past),71.74142566865227
0,1,1.0,0.75,2,2,13,attempt_quiz (future),74.11437999881461
0,1,1.0,0.75,2,2,12,view_content (future),69.88881980102478
0,1,1.0,0.75,2,2,9,submit_quiz (current),80.04927049468527
0,1,1.0,0.75,2,2,2,attempt_quiz (past),70.90745408612635
0,1,1.0,0.75,2,2,10,review_quiz (current),71.4689328699881
0,1,1.0,0.75,2,2,8,attempt_quiz (current),70.72736306158087
0,1,1.0,0.75,2,2,6,view_content (current),71.73432071838883
0,1,1.0,0.75,2,2,7,submit_assignment (current),87.14446698512762
0,1,1.0,0.75,2,2,14,post_forum (future),74.85157403451598
0,1,1.0,0.75,2,2,4,post_forum (past),77.96631287906958
0,1,1.0,0.75,2,2,0,view_assignment (past),73.1167419865471
0,1,1.0,0.75,2,2,5,view_assignment (current),70.99183216415126
0,1,1.0,0.75,2,2,1,view_content (past),68.76971022102728
0,1,1.0,0.75,2,2,11,post_forum (current),75.14259159640916
0,1,1.0,0.5,1,2,6,view_content (current),81.85966845795524
0,1,1.0,0.5,1,2,10,review_quiz (current),84.11816387030483
0,1,1.0,0.5,1,2,0,view_assignment (past),82.9632830299573
0,1,1.0,0.5,1,2,2,attempt_quiz (past),87.9517480574616
0,1,1.0,0.5,1,2,3,review_quiz (past),85.52190328227995
0,1,1.0,0.5,1,2,9,submit_quiz (current),97.81035083418031
0,1,1.0,0.5,1,2,7,submit_assignment (current),86.55803203597456
0,1,1.0,0.5,1,2,5,view_assignment (current),83.87294588040211
0,1,1.0,0.5,1,2,1,view_content (past),80.17180745320955
0,1,1.0,0.5,1,2,12,view_content (future),81.51611399194071
0,1,1.0,0.5,1,2,13,attempt_quiz (future),86.9575204814977
0,1,1.0,0.5,1,2,11,post_forum (current),87.66061100052602
0,1,1.0,0.5,1,2,8,attempt_quiz (current),83.64662191710875
0,1,1.0,0.5,1,2,14,post_forum (future),84.12436731104265
0,1,1.0,0.5,1,2,4,post_forum (past),88.61139976629957
0,1,1.0,0.5,2,2,6,view_content (current),80.79971970751389
0,1,1.0,0.5,2,2,0,view_assignment (past),78.71476108646637
0,1,1.0,0.5,2,2,1,view_content (past),77.10307534936837
0,1,1.0,0.5,2,2,12,view_content (future),77.01763572113083
0,1,1.0,0.5,2,2,4,post_forum (past),75.74128425912753
0,1,1.0,0.5,2,2,13,attempt_quiz (future),82.80007659714094
0,1,1.0,0.5,2,2,7,submit_assignment (current),83.35483868500282
0,1,1.0,0.5,2,2,14,post_forum (future),75.29650291646516
0,1,1.0,0.5,2,2,8,attempt_quiz (current),83.03787778572284
0,1,1.0,0.5,2,2,3,review_quiz (past),79.60896073407643
0,1,1.0,0.5,2,2,9,submit_quiz (current),94.29835894791066
0,1,1.0,0.5,2,2,2,attempt_quiz (past),79.30679185509938
0,1,1.0,0.5,2,2,5,view_assignment (current),78.15925220027952
0,1,1.0,0.5,2,2,10,review_quiz (current),82.02602966176856
0,1,1.0,0.5,2,2,11,post_forum (current),77.2802117136067
0,2,0.25,0.5,0,2,6,view_content (current),71.61419444526535
0,2,0.25,0.5,0,2,2,attempt_quiz (past),71.1385709059688
0,2,0.25,0.5,0,2,13,attempt_quiz (future),71.45842001387885
0,2,0.25,0.5,0,2,0,view_assignment (past),72.54938195043418
0,2,0.25,0.5,0,2,4,post_forum (past),72.79660692852046
0,2,0.25,0.5,0,2,7,submit_assignment (current),77.20939377391106
0,2,0.25,0.5,0,2,12,view_content (future),71.4024769239193
0,2,0.25,0.5,0,2,9,submit_quiz (current),75.1286997537886
0,2,0.25,0.5,0,2,5,view_assignment (current),71.45546119839565
0,2,0.25,0.5,0,2,14,post_forum (future),70.40302264194763
0,2,0.25,0.5,0,2,3,review_quiz (past),71.89060818754102
0,2,0.25,0.5,0,2,11,post_forum (current),73.0262933432005
0,2,0.25,0.5,0,2,8,attempt_quiz (current),73.98833183050371
0,2,0.25,0.5,0,2,1,view_content (past),70.09178246702483
0,2,0.25,0.5,0,2,10,review_quiz (current),71.24742388898446
0,2,0.25,0.75,1,2,0,view_assignment (past),71.14999334505524
0,2,0.25,0.75,1,2,2,attempt_quiz (past),70.73019694886834
0,2,0.25,0.75,1,2,14,post_forum (future),71.67919703389771
0,2,0.25,0.75,1,2,5,view_assignment (current),68.91480046280937
0,2,0.25,0.75,1,2,6,view_content (current),70.48321619735916
0,2,0.25,0.75,1,2,13,attempt_quiz (future),72.58171462529442
0,2,0.25,0.75,1,2,4,post_forum (past),71.50356769406756
0,2,0.25,0.75,1,2,1,view_content (past),71.74697024395417
0,2,0.25,0.75,1,2,3,review_quiz (past),73.53094058148984
0,2,0.25,0.75,1,2,11,post_forum (current),74.57545220202677
0,2,0.25,0.75,1,2,7,submit_assignment (current),76.38308942844799
0,2,0.25,0.75,1,2,10,review_quiz (current),74.9391992267718
0,2,0.25,0.75,1,2,8,attempt_quiz (current),74.75080211680968
0,2,0.25,0.75,1,2,9,submit_quiz (current),82.57790803017767
0,2,0.25,0.75,1,2,12,view_content (future),71.64614740864661
0,2,0.5,0.75,0,2,3,review_quiz (past),48.31511537528044
0,2,0.5,0.75,0,2,11,post_forum (current),58.40090665673843
0,2,0.5,0.75,0,2,10,review_quiz (current),54.65570118473083
0,2,0.5,0.75,0,2,1,view_content (past),51.57282416563137
0,2,0.5,0.75,0,2,0,view_assignment (past),54.040520109144175
0,2,0.5,0.75,0,2,9,submit_quiz (current),67.65686239013667
0,2,0.5,0.75,0,2,12,view_content (future),53.844811418157036
0,2,0.5,0.75,0,2,5,view_assignment (current),54.679228767415935
0,2,0.5,0.75,0,2,4,post_forum (past),54.21501749536843
0,2,0.5,0.75,0,2,14,post_forum (future),54.865000845029975
0,2,0.5,0.75,0,2,7,submit_assignment (current),60.06477807790823
0,2,0.5,0.75,0,2,8,attempt_quiz (current),56.60490499391464
0,2,0.5,0.75,0,2,13,attempt_quiz (future),53.38860925742623
0,2,0.5,0.75,0,2,6,view_content (current),52.4807699289136
0,2,0.5,0.75,0,2,2,attempt_quiz (past),52.568305817266086
0,0,0.5,0.75,0,1,4,post_forum (past),111.83728351403653
0,0,0.5,0.75,0,1,9,submit_quiz (current),121.52559312810541
0,0,0.5,0.75,0,1,6,view_content (current),114.89600628992937
0,0,0.5,0.75,0,1,2,attempt_quiz (past),116.7912545092485
0,0,0.5,0.75,0,1,7,submit_assignment (current),120.48326402684359
0,0,0.5,0.75,0,1,0,view_assignment (past),114.82217264294093
0,0,0.5,0.75,0,1,10,review_quiz (current),113.49679184271214
0,0,0.5,0.75,0,1,12,view_content (future),114.58869715962291
0,0,0.5,0.75,0,1,1,view_content (past),114.3523297108354
0,0,0.5,0.75,0,1,13,attempt_quiz (future),117.35589638578494
0,0,0.5,0.75,0,1,11,post_forum (current),110.09274910362089
0,0,0.5,0.75,0,1,14,post_forum (future),110.03469086517545
0,0,0.5,0.75,0,1,8,attempt_quiz (current),116.30623692282299
0,0,0.5,0.75,0,1,5,view_assignment (current),115.32393704664777
0,0,0.5,0.75,0,1,3,review_quiz (past),113.00714735822883
0,0,0.75,0.75,1,2,0,view_assignment (past),114.82360284976747
0,0,0.75,0.75,1,2,2,attempt_quiz (past),117.06429381531167
0,0,0.75,0.75,1,2,12,view_content (future),112.57127929679037
0,0,0.75,0.75,1,2,7,submit_assignment (current),126.56109812308819
0,0,0.75,0.75,1,2,4,post_forum (past),116.47998759307227
0,0,0.75,0.75,1,2,9,submit_quiz (current),124.01362145967455
0,0,0.75,0.75,1,2,3,review_quiz (past),118.23182689867265
0,0,0.75,0.75,1,2,11,post_forum (current),112.47592809847224
0,0,0.75,0.75,1,2,10,review_quiz (current),118.27651355918579
0,0,0.75,0.75,1,2,1,view_content (past),115.52235996920172
0,0,0.75,0.75,1,2,8,attempt_quiz (current),116.36956959160209
0,0,0.75,0.75,1,2,6,view_content (current),114.7822585349688
0,0,0.75,0.75,1,2,14,post_forum (future),113.92676302958968
0,0,0.75,0.75,1,2,5,view_assignment (current),113.93303231506724
0,0,0.75,0.75,1,2,13,attempt_quiz (future),115.24142685591991
0,0,1.0,0.75,1,2,14,post_forum (future),113.41546040550813
0,0,1.0,0.75,1,2,10,review_quiz (current),113.26937865235783
0,0,1.0,0.75,1,2,11,post_forum (current),113.35266476498504
0,0,1.0,0.75,1,2,1,view_content (past),110.91781074494018
0,0,1.0,0.75,1,2,4,post_forum (past),112.9759798433395
0,0,1.0,0.75,1,2,12,view_content (future),110.58064413192619
0,0,1.0,0.75,1,2,8,attempt_quiz (current),113.60026683798516
0,0,1.0,0.75,1,2,5,view_assignment (current),112.70305756037942
0,0,1.0,0.75,1,2,6,view_content (current),113.97290280640273
0,0,1.0,0.75,1,2,2,attempt_quiz (past),114.50306989928566
0,0,1.0,0.75,1,2,13,attempt_quiz (future),115.24549600425874
0,0,1.0,0.75,1,2,0,view_assignment (past),111.90823729674192
0,0,1.0,0.75,1,2,7,submit_assignment (current),120.91768964252421
0,0,1.0,0.75,1,2,9,submit_quiz (current),123.1874987823901
0,0,1.0,0.75,1,2,3,review_quiz (past),113.59437089137421
0,0,1.0,0.75,2,2,0,view_assignment (past),104.69616759435587
0,0,1.0,0.75,2,2,9,submit_quiz (current),113.22825356409982
0,0,1.0,0.75,2,2,2,attempt_quiz (past),102.58392103680364
0,0,1.0,0.75,2,2,8,attempt_quiz (current),103.75871083636693
0,0,1.0,0.75,2,2,14,post_forum (future),97.14591082946181
0,0,1.0,0.75,2,2,12,view_content (future),96.84522362407691
0,0,1.0,0.75,2,2,10,review_quiz (current),102.12264415941569
0,0,1.0,0.75,2,2,11,post_forum (current),102.75881224372701
0,0,1.0,0.75,2,2,3,review_quiz (past),106.28113549627723
0,0,1.0,0.75,2,2,1,view_content (past),75.49620865679738
0,0,1.0,0.75,2,2,7,submit_assignment (current),121.79124679657706
0,0,1.0,0.75,2,2,5,view_assignment (current),101.41008676176313
0,0,1.0,0.75,2,2,4,post_forum (past),104.81036011472753
0,0,1.0,0.75,2,2,13,attempt_quiz (future),95.36336963401718
0,0,1.0,0.75,2,2,6,view_content (current),109.43775705071376
0,0,1.0,0.75,0,2,10,review_quiz (current),105.28114074494216
0,0,1.0,0.75,0,2,12,view_content (future),98.37979271122133
0,0,1.0,0.75,0,2,4,post_forum (past),101.8251664843213
0,0,1.0,0.75,0,2,3,review_quiz (past),104.04067923641108
0,0,1.0,0.75,0,2,8,attempt_quiz (current),103.78264060800439
0,0,1.0,0.75,0,2,11,post_forum (current),98.07546863982958
0,0,1.0,0.75,0,2,2,attempt_quiz (past),99.8455913691039
0,0,1.0,0.75,0,2,1,view_content (past),91.68582309218375
0,0,1.0,0.75,0,2,14,post_forum (future),88.14189216729291
0,0,1.0,0.75,0,2,13,attempt_quiz (future),113.14030534609277
0,0,1.0,0.75,0,2,7,submit_assignment (current),109.46502216806269
0,0,1.0,0.75,0,2,6,view_content (current),98.42248680501417
0,0,1.0,0.75,0,2,5,view_assignment (current),100.6433875063383
0,0,1.0,0.75,0,2,0,view_assignment (past),99.22507045580697
0,0,1.0,0.75,0,2,9,submit_quiz (current),93.27812274219728
0,1,0.75,0.5,1,2,11,post_forum (current),91.92630969584032
0,1,0.75,0.5,1,2,4,post_forum (past),93.43422895701714
0,1,0.75,0.5,1,2,9,submit_quiz (current),97.64821023798052
0,1,0.75,0.5,1,2,6,view_content (current),92.47602695512633
0,1,0.75,0.5,1,2,10,review_quiz (current),93.5959064739905
0,1,0.75,0.5,1,2,3,review_quiz (past),94.54246389574833
0,1,0.75,0.5,1,2,14,post_forum (future),94.12907190429702
0,1,0.75,0.5,1,2,2,attempt_quiz (past),93.55314946694843
0,1,0.75,0.5,1,2,7,submit_assignment (current),103.18017389841525
0,1,0.75,0.5,1,2,13,attempt_quiz (future),91.86921945009787
0,1,0.75,0.5,1,2,0,view_assignment (past),93.37108807022729
0,1,0.75,0.5,1,2,5,view_assignment (current),91.27991693616526
0,1,0.75,0.5,1,2,12,view_content (future),90.78581712639412
0,1,0.75,0.5,1,2,1,view_content (past),92.55015397152809
0,1,0.75,0.5,1,2,8,attempt_quiz (current),94.176402375679
0,2,0.5,0.5,0,2,2,attempt_quiz (past),60.723881661729365
0,2,0.5,0.5,0,2,12,view_content (future),54.31699577583536
0,2,0.5,0.5,0,2,3,review_quiz (past),59.65721401078494
0,2,0.5,0.5,0,2,5,view_assignment (current),62.418983020057354
0,2,0.5,0.5,0,2,13,attempt_quiz (future),57.07020316743362
0,2,0.5,0.5,0,2,9,submit_quiz (current),66.41874849364281
0,2,0.5,0.5,0,2,6,view_content (current),59.54232235702008
0,2,0.5,0.5,0,2,8,attempt_quiz (current),58.37335160297857
0,2,0.5,0.5,0,2,7,submit_assignment (current),68.86700259655024
0,2,0.5,0.5,0,2,10,review_quiz (current),57.77521381884607
0,2,0.5,0.5,0,2,14,post_forum (future),59.692906294349186
0,2,0.5,0.5,0,2,4,post_forum (past),61.32766675628376
0,2,0.5,0.5,0,2,0,view_assignment (past),57.63186062431056
0,2,0.5,0.5,0,2,1,view_content (past),56.637532081890775
0,2,0.5,0.5,0,2,11,post_forum (current),58.983634598480826
0,2,0.5,0.5,1,2,13,attempt_quiz (future),59.630896828687234
0,2,0.5,0.5,1,2,9,submit_quiz (current),60.384742078610756
0,2,0.5,0.5,1,2,5,view_assignment (current),60.078663355888956
0,2,0.5,0.5,1,2,0,view_assignment (past),57.513903716243256
0,2,0.5,0.5,1,2,3,review_quiz (past),61.791243988471734
0,2,0.5,0.5,1,2,11,post_forum (current),60.408470112519
0,2,0.5,0.5,1,2,7,submit_assignment (current),65.23207187345122
0,2,0.5,0.5,1,2,1,view_content (past),57.12847226503883
0,2,0.5,0.5,1,2,14,post_forum (future),59.20627207408353
0,2,0.5,0.5,1,2,2,attempt_quiz (past),57.92605125970442
0,2,0.5,0.5,1,2,10,review_quiz (current),60.216896909667284
0,2,0.5,0.5,1,2,8,attempt_quiz (current),58.06830458450176
0,2,0.5,0.5,1,2,6,view_content (current),56.894391540594725
0,2,0.5,0.5,1,2,12,view_content (future),57.37627909567322
0,2,0.5,0.5,1,2,4,post_forum (past),61.41827102289171
0,2,0.75,0.75,1,2,12,view_content (future),42.7572270199391
0,2,0.75,0.75,1,2,3,review_quiz (past),41.903804753611304
0,2,0.75,0.75,1,2,13,attempt_quiz (future),44.285063276443
0,2,0.75,0.75,1,2,4,post_forum (past),40.34054747376069
0,2,0.75,0.75,1,2,7,submit_assignment (current),50.57418378234532
0,2,0.75,0.75,1,2,6,view_content (current),39.92848088063083
0,2,0.75,0.75,1,2,1,view_content (past),38.841520948742954
0,2,0.75,0.75,1,2,8,attempt_quiz (current),42.2795887543009
0,2,0.75,0.75,1,2,9,submit_quiz (current),46.522762469968065
0,2,0.75,0.75,1,2,10,review_quiz (current),42.32532987406758
0,2,0.75,0.75,1,2,14,post_forum (future),37.11435587470213
0,2,0.75,0.75,1,2,5,view_assignment (current),38.41170295827569
0,2,0.75,0.75,1,2,11,post_forum (current),40.701235308683955
0,2,0.75,0.75,1,2,0,view_assignment (past),38.20447014257933
0,2,0.75,0.75,1,2,2,attempt_quiz (past),43.566665164974054
0,0,0.5,0.5,0,1,4,post_forum (past),113.67387869264954
0,0,0.5,0.5,0,1,1,view_content (past),116.58773132193488
0,0,0.5,0.5,0,1,9,submit_quiz (current),127.10760445867975
0,0,0.5,0.5,0,1,3,review_quiz (past),116.72151069441817
0,0,0.5,0.5,0,1,13,attempt_quiz (future),116.8798071960484
