id,eventname,component,action,target,objecttable,objectid,crud,edulevel,contextid,contextlevel,contextinstanceid,userid,courseid,relateduserid,anonymous,other,timecreated,origin,ip,realuserid
27229,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,374,u,2,288,70,56,93,2,93,0,"{""quizid"":""27"",""page"":""1""}",1761709446,web,115.73.178.255,
27230,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,374,r,2,288,70,56,93,2,93,0,"{""quizid"":""27"",""page"":""1""}",1761709446,web,115.73.178.255,
27225,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,375,u,2,288,70,56,101,2,101,0,"{""quizid"":""27"",""page"":""0""}",1761709443,web,115.73.178.255,
27226,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,373,u,2,288,70,56,91,2,91,0,"{""quizid"":""27"",""page"":""1""}",1761709443,web,115.73.178.255,
27227,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,375,r,2,288,70,56,101,2,101,0,"{""quizid"":""27"",""page"":""0""}",1761709443,web,115.73.178.255,
27228,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,373,r,2,288,70,56,91,2,91,0,"{""quizid"":""27"",""page"":""1""}",1761709443,web,115.73.178.255,
27224,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,94,2,94,0,null,1761709438,web,115.73.178.255,
27220,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,97,2,97,0,null,1761709437,web,115.73.178.255,
27222,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,372,u,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""2""}",1761709437,web,115.73.178.255,
27223,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,372,r,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""2""}",1761709437,web,115.73.178.255,
27216,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,374,u,2,288,70,56,93,2,93,0,"{""quizid"":""27"",""page"":""0""}",1761709433,web,115.73.178.255,
27217,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,373,u,2,288,70,56,91,2,91,0,"{""quizid"":""27"",""page"":""0""}",1761709433,web,115.73.178.255,
27218,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,374,r,2,288,70,56,93,2,93,0,"{""quizid"":""27"",""page"":""0""}",1761709433,web,115.73.178.255,
27219,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,373,r,2,288,70,56,91,2,91,0,"{""quizid"":""27"",""page"":""0""}",1761709433,web,115.73.178.255,
27215,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,375,r,2,288,70,56,101,2,101,0,"{""quizid"":""27"",""page"":""0""}",1761709432,web,115.73.178.255,
27214,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,89,2,89,0,null,1761709430,web,115.73.178.255,
27213,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,371,r,2,294,70,62,97,2,97,0,"{""quizid"":""30""}",1761709428,web,115.73.178.255,
27210,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,370,r,2,294,70,62,94,2,94,0,"{""quizid"":""30""}",1761709426,web,115.73.178.255,
27211,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,372,u,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""1""}",1761709426,web,115.73.178.255,
27212,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,372,r,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""1""}",1761709426,web,115.73.178.255,
27209,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,374,r,2,288,70,56,93,2,93,0,"{""quizid"":""27"",""page"":""0""}",1761709422,web,115.73.178.255,
27205,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,103,2,103,0,null,1761709421,web,115.73.178.255,
27206,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,375,c,1,288,70,56,101,2,101,0,"{""quizid"":""27""}",1761709421,web,115.73.178.255,
27207,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,375,r,2,288,70,56,101,2,101,0,"{""quizid"":""27"",""page"":""0""}",1761709421,web,115.73.178.255,
27208,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,373,r,2,288,70,56,91,2,91,0,"{""quizid"":""27"",""page"":""0""}",1761709421,web,115.73.178.255,
27204,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,369,r,2,294,70,62,89,2,89,0,"{""quizid"":""30""}",1761709417,web,115.73.178.255,
27202,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,371,u,2,294,70,62,97,2,97,0,"{""quizid"":""30"",""page"":""1""}",1761709416,web,115.73.178.255,
27203,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,371,r,2,294,70,62,97,2,97,0,"{""quizid"":""30"",""page"":""1""}",1761709416,web,115.73.178.255,
27200,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,372,u,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""0""}",1761709415,web,115.73.178.255,
27201,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,372,r,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""0""}",1761709415,web,115.73.178.255,
27198,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,370,u,2,294,70,62,94,2,94,0,"{""quizid"":""30"",""page"":""1""}",1761709413,web,115.73.178.255,
27199,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,370,r,2,294,70,62,94,2,94,0,"{""quizid"":""30"",""page"":""1""}",1761709413,web,115.73.178.255,
27196,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,374,c,1,288,70,56,93,2,93,0,"{""quizid"":""27""}",1761709411,web,115.73.178.255,
27197,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,374,r,2,288,70,56,93,2,93,0,"{""quizid"":""27"",""page"":""0""}",1761709411,web,115.73.178.255,
27194,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,373,c,1,288,70,56,91,2,91,0,"{""quizid"":""27""}",1761709409,web,115.73.178.255,
27195,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,373,r,2,288,70,56,91,2,91,0,"{""quizid"":""27"",""page"":""0""}",1761709409,web,115.73.178.255,
27193,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,368,r,2,288,70,56,103,2,103,0,"{""quizid"":""27""}",1761709408,web,115.73.178.255,
27191,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,372,r,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""0""}",1761709403,web,115.73.178.255,
27189,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,369,u,2,294,70,62,89,2,89,0,"{""quizid"":""30"",""page"":""1""}",1761709402,web,115.73.178.255,
27190,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,369,r,2,294,70,62,89,2,89,0,"{""quizid"":""30"",""page"":""1""}",1761709402,web,115.73.178.255,
27187,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,371,u,2,294,70,62,97,2,97,0,"{""quizid"":""30"",""page"":""1""}",1761709401,web,115.73.178.255,
27188,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,371,r,2,294,70,62,97,2,97,0,"{""quizid"":""30"",""page"":""1""}",1761709401,web,115.73.178.255,
27185,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,370,u,2,294,70,62,94,2,94,0,"{""quizid"":""30"",""page"":""1""}",1761709400,web,115.73.178.255,
27186,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,370,r,2,294,70,62,94,2,94,0,"{""quizid"":""30"",""page"":""1""}",1761709400,web,115.73.178.255,
27183,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,368,u,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""2""}",1761709396,web,115.73.178.255,
27184,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,368,r,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""2""}",1761709396,web,115.73.178.255,
27182,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,102,2,102,0,null,1761709393,web,115.73.178.255,
27181,\core\event\section_viewed,core,viewed,section,course_sections,14,r,2,14,50,2,101,2,,0,null,1761709392,web,115.73.178.255,
27179,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,369,u,2,294,70,62,89,2,89,0,"{""quizid"":""30"",""page"":""1""}",1761709389,web,115.73.178.255,
27180,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,369,r,2,294,70,62,89,2,89,0,"{""quizid"":""30"",""page"":""1""}",1761709389,web,115.73.178.255,
27177,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,372,c,1,288,70,56,85,2,85,0,"{""quizid"":""27""}",1761709387,web,115.73.178.255,
27178,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,372,r,2,288,70,56,85,2,85,0,"{""quizid"":""27"",""page"":""0""}",1761709387,web,115.73.178.255,
27176,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,95,2,95,0,null,1761709385,web,115.73.178.255,
27174,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,371,u,2,294,70,62,97,2,97,0,"{""quizid"":""30"",""page"":""0""}",1761709384,web,115.73.178.255,
27175,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,371,r,2,294,70,62,97,2,97,0,"{""quizid"":""30"",""page"":""0""}",1761709384,web,115.73.178.255,
27172,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,370,u,2,294,70,62,94,2,94,0,"{""quizid"":""30"",""page"":""0""}",1761709383,web,115.73.178.255,
27173,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,370,r,2,294,70,62,94,2,94,0,"{""quizid"":""30"",""page"":""0""}",1761709383,web,115.73.178.255,
27171,\core\event\section_viewed,core,viewed,section,course_sections,14,r,2,14,50,2,93,2,,0,null,1761709381,web,115.73.178.255,
27168,\core\event\section_viewed,core,viewed,section,course_sections,14,r,2,14,50,2,91,2,,0,null,1761709378,web,115.73.178.255,
27169,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,368,u,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""1""}",1761709378,web,115.73.178.255,
27170,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,368,r,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""1""}",1761709378,web,115.73.178.255,
27166,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,367,r,2,294,70,62,102,2,102,0,"{""quizid"":""30""}",1761709376,web,115.73.178.255,
27164,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,90,2,90,0,null,1761709375,web,115.73.178.255,
27165,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,101,2,,0,null,1761709375,web,115.73.178.255,
27162,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,369,u,2,294,70,62,89,2,89,0,"{""quizid"":""30"",""page"":""0""}",1761709372,web,115.73.178.255,
27163,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,369,r,2,294,70,62,89,2,89,0,"{""quizid"":""30"",""page"":""0""}",1761709372,web,115.73.178.255,
27160,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,371,c,1,294,70,62,97,2,97,0,"{""quizid"":""30""}",1761709370,web,115.73.178.255,
27161,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,371,r,2,294,70,62,97,2,97,0,"{""quizid"":""30"",""page"":""0""}",1761709370,web,115.73.178.255,
27159,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,366,r,2,294,70,62,95,2,95,0,"{""quizid"":""30""}",1761709368,web,115.73.178.255,
27157,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,370,c,1,294,70,62,94,2,94,0,"{""quizid"":""30""}",1761709366,web,115.73.178.255,
27158,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,370,r,2,294,70,62,94,2,94,0,"{""quizid"":""30"",""page"":""0""}",1761709366,web,115.73.178.255,
27156,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,93,2,,0,null,1761709365,web,115.73.178.255,
27154,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,368,u,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""0""}",1761709362,web,115.73.178.255,
27155,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,368,r,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""0""}",1761709362,web,115.73.178.255,
27152,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,101,2,,0,null,1761709361,web,115.73.178.255,
27153,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,91,2,,0,null,1761709361,web,115.73.178.255,
27150,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,367,u,2,294,70,62,102,2,102,0,"{""quizid"":""30"",""page"":""1""}",1761709360,web,115.73.178.255,
27151,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,367,r,2,294,70,62,102,2,102,0,"{""quizid"":""30"",""page"":""1""}",1761709360,web,115.73.178.255,
27149,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,365,r,2,294,70,62,90,2,90,0,"{""quizid"":""30""}",1761709359,web,115.73.178.255,
27147,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,369,c,1,294,70,62,89,2,89,0,"{""quizid"":""30""}",1761709355,web,115.73.178.255,
27148,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,369,r,2,294,70,62,89,2,89,0,"{""quizid"":""30"",""page"":""0""}",1761709355,web,115.73.178.255,
27146,\core\event\section_viewed,core,viewed,section,course_sections,14,r,2,14,50,2,85,2,,0,null,1761709353,web,115.73.178.255,
27144,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,366,u,2,294,70,62,95,2,95,0,"{""quizid"":""30"",""page"":""1""}",1761709349,web,115.73.178.255,
27145,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,366,r,2,294,70,62,95,2,95,0,"{""quizid"":""30"",""page"":""1""}",1761709349,web,115.73.178.255,
27142,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,368,r,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""0""}",1761709346,web,115.73.178.255,
27143,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,93,2,,0,null,1761709346,web,115.73.178.255,
27140,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,91,2,,0,null,1761709345,web,115.73.178.255,
27137,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,365,r,2,294,70,62,90,2,90,0,"{""quizid"":""30"",""page"":""1""}",1761709343,web,115.73.178.255,
27138,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,367,u,2,294,70,62,102,2,102,0,"{""quizid"":""30"",""page"":""1""}",1761709343,web,115.73.178.255,
27139,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,367,r,2,294,70,62,102,2,102,0,"{""quizid"":""30"",""page"":""1""}",1761709343,web,115.73.178.255,
27135,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,101,2,,0,null,1761709342,web,115.73.178.255,
27136,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,365,u,2,294,70,62,90,2,90,0,"{""quizid"":""30"",""page"":""1""}",1761709342,web,115.73.178.255,
27134,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,85,2,,0,null,1761709335,web,115.73.178.255,
27132,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,366,u,2,294,70,62,95,2,95,0,"{""quizid"":""30"",""page"":""1""}",1761709333,web,115.73.178.255,
27133,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,366,r,2,294,70,62,95,2,95,0,"{""quizid"":""30"",""page"":""1""}",1761709333,web,115.73.178.255,
27131,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,93,2,,0,null,1761709331,web,115.73.178.255,
27129,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,368,c,1,288,70,56,103,2,103,0,"{""quizid"":""27""}",1761709328,web,115.73.178.255,
27130,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,368,r,2,288,70,56,103,2,103,0,"{""quizid"":""27"",""page"":""0""}",1761709328,web,115.73.178.255,
27128,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,91,2,,0,null,1761709327,web,115.73.178.255,
27127,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,101,2,,0,"{""coursesectionnumber"":1}",1761709325,web,115.73.178.255,
27123,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,367,u,2,294,70,62,102,2,102,0,"{""quizid"":""30"",""page"":""0""}",1761709324,web,115.73.178.255,
27124,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,367,r,2,294,70,62,102,2,102,0,"{""quizid"":""30"",""page"":""0""}",1761709324,web,115.73.178.255,
27125,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,365,u,2,294,70,62,90,2,90,0,"{""quizid"":""30"",""page"":""1""}",1761709324,web,115.73.178.255,
27126,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,365,r,2,294,70,62,90,2,90,0,"{""quizid"":""30"",""page"":""1""}",1761709324,web,115.73.178.255,
27122,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,100,2,100,0,null,1761709323,web,115.73.178.255,
27121,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,85,2,,0,null,1761709318,web,115.73.178.255,
27120,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,97,2,,0,null,1761709316,web,115.73.178.255,
27116,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,366,u,2,294,70,62,95,2,95,0,"{""quizid"":""30"",""page"":""0""}",1761709313,web,115.73.178.255,
27117,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,366,r,2,294,70,62,95,2,95,0,"{""quizid"":""30"",""page"":""0""}",1761709313,web,115.73.178.255,
27118,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,94,2,,0,null,1761709313,web,115.73.178.255,
27114,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,92,2,92,0,null,1761709310,web,115.73.178.255,
27115,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,93,2,,0,"{""coursesectionnumber"":1}",1761709310,web,115.73.178.255,
27113,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,91,2,,0,"{""coursesectionnumber"":1}",1761709308,web,115.73.178.255,
27111,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,367,c,1,294,70,62,102,2,102,0,"{""quizid"":""30""}",1761709306,web,115.73.178.255,
27112,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,367,r,2,294,70,62,102,2,102,0,"{""quizid"":""30"",""page"":""0""}",1761709306,web,115.73.178.255,
27109,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,365,u,2,294,70,62,90,2,90,0,"{""quizid"":""30"",""page"":""0""}",1761709305,web,115.73.178.255,
27110,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,365,r,2,294,70,62,90,2,90,0,"{""quizid"":""30"",""page"":""0""}",1761709305,web,115.73.178.255,
27108,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,364,r,2,288,70,56,100,2,100,0,"{""quizid"":""27""}",1761709301,web,115.73.178.255,
27107,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,89,2,,0,null,1761709297,web,115.73.178.255,
27106,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,85,2,,0,null,1761709294,web,115.73.178.255,
27105,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,97,2,,0,"{""coursesectionnumber"":1}",1761709293,web,115.73.178.255,
27103,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,366,c,1,294,70,62,95,2,95,0,"{""quizid"":""30""}",1761709292,web,115.73.178.255,
27104,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,366,r,2,294,70,62,95,2,95,0,"{""quizid"":""30"",""page"":""0""}",1761709292,web,115.73.178.255,
27102,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,94,2,,0,"{""coursesectionnumber"":1}",1761709289,web,115.73.178.255,
27101,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,363,r,2,288,70,56,92,2,92,0,"{""quizid"":""27""}",1761709286,web,115.73.178.255,
27098,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,86,2,86,0,null,1761709284,web,115.73.178.255,
27099,\core\event\section_viewed,core,viewed,section,course_sections,14,r,2,14,50,2,103,2,,0,null,1761709284,web,115.73.178.255,
27097,\gradereport_singleview\event\grade_report_viewed,gradereport_singleview,viewed,grade_report,,,r,1,14,50,2,84,2,84,0,null,1761709283,web,115.73.178.255,
27094,\core\event\section_viewed,core,viewed,section,course_sections,14,r,2,14,50,2,101,2,,0,null,1761709281,web,115.73.178.255,
27095,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,365,c,1,294,70,62,90,2,90,0,"{""quizid"":""30""}",1761709281,web,115.73.178.255,
27096,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,365,r,2,294,70,62,90,2,90,0,"{""quizid"":""30"",""page"":""0""}",1761709281,web,115.73.178.255,
