user_id,timestamp,object_id,chapter,unit,dok_level,activity_type,time_spent,score,attempts,has_assessment,completed
8,2025-07-14 05:01:47.258324,1.2.2,1,1.2,2,practice,55,54.21050351698101,2,True,False
8,2025-07-05 21:17:47.258324,1.2.2,1,1.2,2,practice,36,53.62504673979062,3,True,False
8,2025-06-29 01:28:47.258324,1.2.2,1,1.2,2,practice,29,62.29912076336838,1,True,True
8,2025-07-14 02:54:47.258324,1.2.2,1,1.2,2,practice,30,48.30767766325594,2,True,False
8,2025-07-16 14:20:47.258324,1.2.2,1,1.2,2,practice,34,64.9915397540073,1,True,True
8,2025-06-30 22:27:47.258324,2.1.1,2,2.1,1,video,28,,0,False,True
8,2025-07-09 07:26:47.258324,3.1.1,3,3.1,1,video,35,,0,False,True
8,2025-06-24 22:18:47.258324,4.1.1,4,4.1,1,video,20,,0,False,True
8,2025-07-21 22:58:47.258324,5.1.1,5,5.1,1,video,53,,0,False,True
8,2025-07-04 12:46:47.258324,5.1.2,5,5.1,2,practice,63,41.620961082971256,3,True,False
8,2025-07-10 06:47:47.258324,5.1.2,5,5.1,2,practice,92,56.75487989272412,1,True,False
8,2025-07-11 16:56:47.258324,5.1.2,5,5.1,2,practice,77,53.528122800857886,2,True,False
8,2025-07-19 16:09:47.258324,5.1.2,5,5.1,2,practice,44,41.81959798537149,3,True,False
8,2025-06-25 04:22:47.258324,5.1.2,5,5.1,2,practice,37,42.44831281820479,3,True,False
8,2025-07-08 23:52:47.258324,5.1.2,5,5.1,2,practice,23,60.693822927738324,2,True,True
9,2025-07-01 11:49:47.258324,1.1.1,1,1.1,1,video,15,,0,False,True
9,2025-06-30 14:16:47.258324,1.1.2,1,1.1,2,practice,23,73.23571157099265,1,True,True
9,2025-07-11 05:43:47.258324,1.2.1,1,1.2,2,practice,12,80.37337012694498,3,True,True
9,2025-07-16 19:34:47.258324,2.1.1,2,2.1,1,video,13,,0,False,True
9,2025-07-07 14:23:47.258324,3.1.1,3,3.1,1,video,14,,0,False,True
9,2025-07-05 18:34:47.258324,4.1.1,4,4.1,1,video,18,,0,False,True
9,2025-07-02 08:24:47.258324,5.1.1,5,5.1,1,video,12,,0,False,True
9,2025-07-07 07:24:47.258324,1.1.3,1,1.1,3,quiz,24,46.3955256191708,3,True,False
9,2025-06-30 07:49:47.258324,1.1.3,1,1.1,3,quiz,24,71.24192923131591,2,True,True
9,2025-06-22 19:37:47.258324,1.2.2,1,1.2,2,practice,33,56.92073427106139,2,True,False
9,2025-07-11 13:22:47.258324,1.2.2,1,1.2,2,practice,29,61.40135886026775,1,True,True
9,2025-07-06 20:13:47.258324,1.2.3,1,1.2,3,project,21,63.56076172221849,3,True,True
9,2025-06-27 07:17:47.258324,2.1.2,2,2.1,2,practice,13,58.09088774820521,2,True,False
10,2025-07-05 08:41:47.258324,1.1.1,1,1.1,1,video,17,,0,False,True
10,2025-07-18 16:19:47.258324,1.1.2,1,1.1,2,practice,31,86.9974439819496,2,True,True
10,2025-07-02 15:30:47.258324,1.2.1,1,1.2,2,practice,21,89.02519381240015,2,True,True
10,2025-06-29 16:06:47.258324,1.2.2,1,1.2,2,practice,18,62.34904511386138,2,True,True
10,2025-07-17 10:06:47.258324,2.1.1,2,2.1,1,video,25,,0,False,True
10,2025-06-26 12:44:47.258324,3.1.1,3,3.1,1,video,7,,0,False,True
10,2025-07-02 01:37:47.258324,3.1.1,3,3.1,1,video,18,,0,False,True
10,2025-06-22 20:51:47.258324,3.1.2,3,3.1,2,practice,29,90.1383299621755,3,True,True
10,2025-06-30 08:21:47.258324,4.1.1,4,4.1,1,video,19,,0,False,True
10,2025-07-19 19:36:47.258324,5.1.1,5,5.1,1,video,20,,0,False,True
10,2025-07-12 20:38:47.258324,5.1.1,5,5.1,1,video,26,,0,False,True
10,2025-06-29 18:25:47.258324,5.1.2,5,5.1,2,practice,50,83.44261714308013,1,True,True
10,2025-07-06 03:26:47.258324,5.1.3,5,5.1,3,quiz,15,52.419355201258696,1,True,False
10,2025-07-01 09:05:47.258324,5.1.3,5,5.1,3,quiz,18,66.97461568540513,1,True,True
11,2025-07-12 11:26:47.258324,1.1.1,1,1.1,1,video,10,,0,False,True
11,2025-07-19 12:48:47.258324,1.1.2,1,1.1,2,practice,15,60.66193463070982,3,True,True
11,2025-06-22 19:07:47.258324,1.2.1,1,1.2,2,practice,15,75.84518183431042,3,True,True
11,2025-07-21 17:29:47.258324,2.1.1,2,2.1,1,video,17,,0,False,True
11,2025-07-01 05:20:47.258324,2.1.1,2,2.1,1,video,23,,0,False,True
11,2025-07-13 21:31:47.258324,2.1.2,2,2.1,2,practice,34,68.74060301399939,1,True,True
11,2025-07-11 23:01:47.258324,2.1.2,2,2.1,2,practice,39,67.28037406444453,1,True,True
11,2025-07-02 21:08:47.258324,2.1.3,2,2.1,3,quiz,13,63.4885442343076,1,True,True
12,2025-06-24 09:42:47.258324,1.1.1,1,1.1,1,video,16,,0,False,True
12,2025-07-15 18:58:47.258324,1.1.2,1,1.1,2,practice,37,63.16808147429482,3,True,True
12,2025-07-11 15:02:47.258324,1.1.3,1,1.1,3,quiz,33,44.38889614009144,1,True,False
12,2025-07-06 20:01:47.258324,1.1.3,1,1.1,3,quiz,26,29.152635096124826,1,True,False
12,2025-07-01 12:49:47.258324,1.1.3,1,1.1,3,quiz,11,29.029246182098287,3,True,False
12,2025-07-13 21:26:47.258324,1.1.3,1,1.1,3,quiz,34,42.579535087366416,2,True,False
12,2025-07-20 11:23:47.258324,1.1.3,1,1.1,3,quiz,11,43.42889114244288,2,True,False
12,2025-06-29 23:26:47.258324,1.1.3,1,1.1,3,quiz,18,38.3002005142807,2,True,False
12,2025-07-03 01:25:47.258324,1.1.3,1,1.1,3,quiz,18,35.71953995727773,3,True,False
12,2025-06-28 01:36:47.258324,1.1.3,1,1.1,3,quiz,31,44.84238686276753,1,True,False
12,2025-07-10 21:45:47.258324,1.1.3,1,1.1,3,quiz,30,54.62395183915085,1,True,False
13,2025-07-10 07:43:47.258324,1.1.1,1,1.1,1,video,17,,0,False,True
13,2025-07-08 01:29:47.258324,1.2.1,1,1.2,2,practice,20,56.332305431335406,2,True,False
13,2025-06-25 12:14:47.258324,1.2.1,1,1.2,2,practice,28,34.292745358884474,3,True,False
13,2025-07-19 19:15:47.258324,1.2.1,1,1.2,2,practice,32,61.912579745570184,3,True,True
13,2025-07-04 11:25:47.258324,2.1.1,2,2.1,1,video,17,,0,False,True
13,2025-07-20 00:02:47.258324,3.1.1,3,3.1,1,video,31,,0,False,True
13,2025-07-04 17:15:47.258324,3.1.2,3,3.1,2,practice,53,51.15459799796871,3,True,False
13,2025-07-14 01:36:47.258324,3.1.2,3,3.1,2,practice,83,54.6169917516373,3,True,False
13,2025-07-06 05:08:47.258324,3.1.2,3,3.1,2,practice,56,44.95369977961792,2,True,False
13,2025-07-02 11:02:47.258324,3.1.2,3,3.1,2,practice,84,61.59956978048307,2,True,True
13,2025-07-06 23:47:47.258324,3.1.2,3,3.1,2,practice,98,45.94808980846153,1,True,False
13,2025-07-03 02:17:47.258324,3.1.2,3,3.1,2,practice,33,49.84229569900117,3,True,False
13,2025-07-05 09:37:47.258324,3.1.2,3,3.1,2,practice,84,59.03455871798127,2,True,False
13,2025-07-22 07:20:47.258324,3.1.2,3,3.1,2,practice,54,50.32934980360497,1,True,False
13,2025-07-13 12:56:47.258324,3.1.2,3,3.1,2,practice,99,58.35299680994968,2,True,False
13,2025-07-16 06:18:47.258324,3.1.2,3,3.1,2,practice,47,58.346449091760064,2,True,False
13,2025-07-18 17:21:47.258324,3.1.2,3,3.1,2,practice,85,33.77940919551683,3,True,False
13,2025-07-18 19:59:47.258324,3.1.2,3,3.1,2,practice,30,54.07275743787747,2,True,False
14,2025-07-10 23:25:47.259324,1.1.1,1,1.1,1,video,11,,0,False,True
14,2025-07-11 12:08:47.259324,1.2.1,1,1.2,2,practice,25,28.17583763465756,3,True,False
14,2025-07-01 19:25:47.259324,1.2.1,1,1.2,2,practice,38,44.775289153441996,3,True,False
15,2025-06-22 12:40:47.259324,1.1.1,1,1.1,1,video,10,,0,False,True
15,2025-07-04 20:22:47.259324,1.1.2,1,1.1,2,practice,29,50.306724845242556,1,True,False
15,2025-06-27 17:11:47.259324,1.1.2,1,1.1,2,practice,45,40.79965207223046,2,True,False
15,2025-06-29 11:19:47.259324,1.1.2,1,1.1,2,practice,28,50.02875653907391,1,True,False
16,2025-07-07 12:30:47.259324,1.1.1,1,1.1,1,video,25,,0,False,True
16,2025-07-20 16:23:47.259324,1.1.2,1,1.1,2,practice,40,40.32763323045191,3,True,False
16,2025-07-02 02:10:47.259324,1.1.2,1,1.1,2,practice,16,49.57293958191397,2,True,False
16,2025-07-09 23:04:47.259324,1.1.2,1,1.1,2,practice,35,44.483660574544714,2,True,False
16,2025-07-03 06:46:47.259324,1.1.2,1,1.1,2,practice,40,49.0816376336183,1,True,False
16,2025-07-06 16:17:47.259324,1.1.2,1,1.1,2,practice,53,57.50768894785517,3,True,False
16,2025-07-17 16:23:47.259324,1.1.2,1,1.1,2,practice,21,44.90025681944317,3,True,False
16,2025-06-23 11:48:47.259324,1.1.2,1,1.1,2,practice,47,60.10295341395301,2,True,True
16,2025-06-23 05:27:47.259324,1.2.1,1,1.2,2,practice,32,46.35344257625633,2,True,False
16,2025-07-03 09:40:47.259324,1.2.1,1,1.2,2,practice,25,53.86532963836315,2,True,False
16,2025-06-23 18:23:47.259324,1.2.1,1,1.2,2,practice,27,33.46656440660392,2,True,False
16,2025-07-01 06:28:47.259324,1.2.1,1,1.2,2,practice,49,56.82977584296726,3,True,False
17,2025-07-02 22:05:47.259324,1.1.1,1,1.1,1,video,13,,0,False,True
17,2025-07-02 12:54:47.259324,1.1.1,1,1.1,1,video,11,,0,False,True
17,2025-07-08 15:35:47.259324,1.1.2,1,1.1,2,practice,34,40.232371835979116,3,True,False
17,2025-07-16 16:50:47.259324,1.1.2,1,1.1,2,practice,29,43.967363427905795,1,True,False
17,2025-07-16 17:33:47.259324,1.1.2,1,1.1,2,practice,39,52.23014921940268,3,True,False
17,2025-07-13 20:57:47.259324,1.1.2,1,1.1,2,practice,41,47.64778504215303,3,True,False
18,2025-07-19 09:17:47.259324,1.1.1,1,1.1,1,video,30,,0,False,True
18,2025-06-25 06:47:47.259324,1.1.2,1,1.1,2,practice,40,53.089247494417144,2,True,False
18,2025-07-18 10:47:47.259324,1.1.2,1,1.1,2,practice,46,64.11076855886739,1,True,True
18,2025-07-20 22:08:47.259324,1.1.2,1,1.1,2,practice,14,50.82851551357297,3,True,False
18,2025-06-24 08:56:47.259324,1.1.2,1,1.1,2,practice,13,64.78495951155054,1,True,True
18,2025-06-25 23:00:47.259324,1.2.1,1,1.2,2,practice,45,60.49183054048188,2,True,True
18,2025-07-06 16:42:47.259324,1.2.2,1,1.2,2,practice,60,47.28738873631371,1,True,False
18,2025-07-09 21:20:47.259324,1.2.2,1,1.2,2,practice,42,62.894849862264266,1,True,True
18,2025-07-05 18:32:47.259324,1.2.3,1,1.2,3,project,58,32.93540774190282,1,True,False
18,2025-07-11 14:43:47.259324,1.2.3,1,1.2,3,project,58,36.86781491583217,3,True,False
18,2025-07-04 22:21:47.259324,1.2.3,1,1.2,3,project,41,42.106698739458565,3,True,False
18,2025-06-24 14:05:47.259324,1.2.3,1,1.2,3,project,24,45.93212968104337,3,True,False
19,2025-07-13 12:26:47.259324,1.1.1,1,1.1,1,video,18,,0,False,True
19,2025-06-23 06:54:47.259324,1.1.2,1,1.1,2,practice,12,59.81323593436771,1,True,False
19,2025-07-01 14:07:47.259324,1.1.2,1,1.1,2,practice,45,47.44151739612986,3,True,False
19,2025-07-12 04:00:47.259324,1.1.2,1,1.1,2,practice,23,59.21347267816628,1,True,False
19,2025-06-25 09:09:47.259324,1.1.2,1,1.1,2,practice,41,46.431623377060426,3,True,False
19,2025-07-02 03:13:47.259324,1.1.2,1,1.1,2,practice,35,60.96883836463347,2,True,True
19,2025-07-15 10:47:47.259324,1.1.3,1,1.1,3,quiz,17,39.603756286163666,1,True,False
19,2025-06-24 08:24:47.259324,1.1.3,1,1.1,3,quiz,14,41.31817319774255,2,True,False
20,2025-06-24 05:31:47.259324,1.1.1,1,1.1,1,video,18,,0,False,True
20,2025-06-23 16:51:47.259324,1.1.2,1,1.1,2,practice,29,59.2867226758452,2,True,False
20,2025-07-10 02:15:47.259324,1.1.2,1,1.1,2,practice,20,67.61314342290564,2,True,True
21,2025-07-03 19:46:47.259324,1.1.1,1,1.1,1,video,20,,0,False,True
21,2025-07-14 20:41:47.259324,1.1.2,1,1.1,2,practice,35,63.229818408623686,1,True,True
21,2025-07-17 01:57:47.259324,1.1.3,1,1.1,3,quiz,25,40.24582262660507,1,True,False
21,2025-07-06 14:50:47.259324,1.1.3,1,1.1,3,quiz,21,31.39137005129459,1,True,False
21,2025-07-14 21:12:47.259324,1.1.3,1,1.1,3,quiz,19,54.119108878525324,2,True,False
21,2025-07-02 17:46:47.259324,1.1.3,1,1.1,3,quiz,18,44.93972724786941,3,True,False
21,2025-07-18 15:22:47.259324,1.1.3,1,1.1,3,quiz,21,42.397475487732855,1,True,False
22,2025-06-26 03:24:47.259324,1.1.1,1,1.1,1,video,42,,0,False,True
22,2025-07-02 15:44:47.259324,1.1.1,1,1.1,1,video,51,,0,False,True
22,2025-07-12 04:31:47.259324,1.1.2,1,1.1,2,practice,60,32.119865588639406,3,True,False
22,2025-07-12 15:00:47.259324,1.1.2,1,1.1,2,practice,64,27.438474367635877,2,True,False
22,2025-07-13 10:01:47.259324,1.1.2,1,1.1,2,practice,52,14.747520810413361,3,True,False
22,2025-07-07 11:55:47.259324,1.1.2,1,1.1,2,practice,44,22.327604799781284,1,True,False
22,2025-07-15 09:07:47.259324,1.1.2,1,1.1,2,practice,30,28.399533844839954,2,True,False
22,2025-06-29 11:49:47.259324,1.1.2,1,1.1,2,practice,39,17.176458872618795,1,True,False
22,2025-07-22 10:37:47.259324,1.1.2,1,1.1,2,practice,63,41.830705389553394,1,True,False
22,2025-07-18 08:41:47.259324,1.1.2,1,1.1,2,practice,60,18.645152859074084,2,True,False
22,2025-07-08 12:13:47.259324,1.1.2,1,1.1,2,practice,80,13.645418768863824,2,True,False
23,2025-07-09 06:46:47.260326,1.1.1,1,1.1,1,video,16,,0,False,True
23,2025-07-18 17:25:47.260326,1.1.2,1,1.1,2,practice,32,79.41962250052286,1,True,True
23,2025-07-02 15:05:47.260326,1.1.3,1,1.1,3,quiz,24,58.241026572965744,1,True,False
23,2025-06-22 22:44:47.260326,1.1.3,1,1.1,3,quiz,10,64.2861136939357,2,True,True
23,2025-06-26 17:39:47.260326,1.2.1,1,1.2,2,practice,29,78.10820010400904,2,True,True
23,2025-07-11 21:35:47.260326,1.2.2,1,1.2,2,practice,29,65.38658762414823,2,True,True
23,2025-07-10 07:12:47.260326,1.2.3,1,1.2,3,project,65,50.10432584547702,2,True,False
23,2025-07-05 16:01:47.260326,1.2.3,1,1.2,3,project,64,66.3301114617193,3,True,True
24,2025-07-05 19:55:47.260326,1.1.1,1,1.1,1,video,15,,0,False,True
24,2025-07-19 21:28:47.260326,1.2.1,1,1.2,2,practice,12,57.58861539425287,1,True,False
24,2025-07-13 13:15:47.260326,1.2.1,1,1.2,2,practice,22,55.818025008037075,1,True,False
24,2025-07-09 09:25:47.260326,1.2.1,1,1.2,2,practice,34,62.45049573452373,3,True,True
24,2025-06-28 04:59:47.260326,1.2.2,1,1.2,2,practice,37,70.27268543727332,1,True,True
24,2025-07-16 07:27:47.260326,1.2.2,1,1.2,2,practice,22,56.69821143279535,3,True,False
24,2025-07-09 20:59:47.260326,1.2.2,1,1.2,2,practice,25,62.32678642092585,3,True,True
25,2025-07-08 05:22:47.260326,1.1.1,1,1.1,1,video,9,,0,False,True
25,2025-07-07 01:25:47.260326,1.2.1,1,1.2,2,practice,28,94.2190181042055,1,True,True
25,2025-06-27 11:23:47.260326,1.2.1,1,1.2,2,practice,32,79.60691070067074,2,True,True
25,2025-07-02 07:23:47.260326,1.2.2,1,1.2,2,practice,13,84.85241700001623,1,True,True
25,2025-07-18 23:40:47.260326,1.2.3,1,1.2,3,project,53,81.75080428238883,2,True,True
25,2025-07-20 23:35:47.260326,2.1.1,2,2.1,1,video,15,,0,False,True
25,2025-07-22 07:38:47.260326,3.1.1,3,3.1,1,video,6,,0,False,True
25,2025-07-21 08:00:47.260326,3.1.2,3,3.1,2,practice,33,81.58246959415308,3,True,True
25,2025-07-19 14:11:47.260326,3.1.3,3,3.1,3,quiz,15,65.20397799239741,1,True,True
25,2025-07-12 06:27:47.260326,4.1.1,4,4.1,1,video,10,,0,False,True
25,2025-07-10 19:30:47.260326,4.1.2,4,4.1,2,practice,18,90.96785021564757,3,True,True
25,2025-07-08 07:47:47.260326,4.1.3,4,4.1,3,quiz,18,60.82689111886404,1,True,True
25,2025-07-02 04:42:47.260326,5.1.1,5,5.1,1,video,15,,0,False,True
25,2025-07-22 08:01:47.260326,5.1.2,5,5.1,2,practice,39,65.62652711326888,3,True,True
25,2025-06-23 18:49:47.260326,1.1.2,1,1.1,2,practice,20,77.44595347649576,1,True,True
25,2025-07-14 07:26:47.260326,1.1.3,1,1.1,3,quiz,7,66.30977218050894,2,True,True
25,2025-07-22 02:12:47.260326,2.1.2,2,2.1,2,practice,16,94.94859394430311,3,True,True
26,2025-07-06 01:25:47.260326,1.1.1,1,1.1,1,video,8,,0,False,True
26,2025-07-16 23:11:47.260326,1.1.2,1,1.1,2,practice,11,80.06331121670624,2,True,True
26,2025-07-17 07:28:47.260326,1.1.3,1,1.1,3,quiz,5,80.85295372334387,2,True,True
27,2025-06-29 03:46:47.260326,1.1.1,1,1.1,1,video,6,,0,False,True
27,2025-07-13 22:57:47.260326,1.2.1,1,1.2,2,practice,24,84.15316782895115,2,True,True
27,2025-07-15 22:50:47.260326,2.1.1,2,2.1,1,video,15,,0,False,True
27,2025-07-15 16:02:47.260326,2.1.2,2,2.1,2,practice,27,95.53575815703192,3,True,True
27,2025-07-13 13:56:47.260326,3.1.1,3,3.1,1,video,11,,0,False,True
27,2025-07-10 21:40:47.260326,3.1.2,3,3.1,2,practice,19,83.80030095316364,3,True,True
27,2025-07-22 18:24:47.260326,3.1.3,3,3.1,3,quiz,16,70.5463172038167,3,True,True
27,2025-06-26 07:06:47.260326,4.1.1,4,4.1,1,video,9,,0,False,True
27,2025-07-01 19:51:47.260326,4.1.2,4,4.1,2,practice,34,87.85586197193462,1,True,True
27,2025-07-09 13:50:47.260326,4.1.2,4,4.1,2,practice,21,77.08438547612897,2,True,True
27,2025-07-19 08:47:47.260326,4.1.3,4,4.1,3,quiz,19,62.53038235774775,1,True,True
27,2025-07-11 16:44:47.260326,5.1.1,5,5.1,1,video,27,,0,False,True
27,2025-07-15 19:17:47.260326,5.1.2,5,5.1,2,practice,20,97.06849903006348,1,True,True
27,2025-06-22 04:41:47.260326,5.1.3,5,5.1,3,quiz,11,64.50376946762736,3,True,True
27,2025-07-07 05:26:47.260326,5.1.3,5,5.1,3,quiz,21,72.88324527761439,1,True,True
27,2025-07-02 07:06:47.260326,1.1.2,1,1.1,2,practice,18,81.7620701508746,3,True,True
27,2025-07-07 11:48:47.260326,1.1.3,1,1.1,3,quiz,17,75.06899614500409,3,True,True
27,2025-07-21 04:05:47.260326,1.2.2,1,1.2,2,practice,19,87.86002530825797,1,True,True
