id,timemodified,userid,courseid,finalgrade,itemtype
352334,2023-01-08,10084,670,8.640839663144064,course
359618,2023-01-11,10085,670,8.308540052433578,course
311713,2023-01-29,10086,670,8.10567785151297,course
353001,2023-01-19,10087,670,8.406418306250671,course
324795,2023-01-27,10088,670,7.8882098550477,course
313814,2023-01-11,10089,670,8.66444985930032,course
396399,2023-01-20,10090,670,9.053110499439008,course
362865,2023-01-10,10091,670,8.323151129543863,course
377272,2023-01-29,10092,670,8.771603712400712,course
358307,2023-01-03,10093,670,8.855315141998801,course
365958,2023-01-04,10094,670,8.023468813792663,course
391750,2023-01-27,10095,670,8.341191737264367,course
393351,2023-01-30,10096,670,8.296729291287463,course
376572,2023-01-14,10097,670,9.102592636905547,course
389338,2023-01-11,10098,670,7.96743720461812,course
308910,2023-01-14,10099,670,8.207096663348246,course
345687,2023-01-09,10100,670,8.724233151037112,course
313922,2023-01-14,10101,670,9.243676184467937,course
308389,2023-01-12,10102,670,7.928109632908229,course
375390,2023-01-04,10103,670,8.456589347246698,course
301965,2023-01-11,10104,670,8.803878440459117,course
362212,2023-01-08,10105,670,8.109483419975648,course
345728,2023-01-11,10106,670,8.594708858479581,course
336295,2023-01-22,10107,670,8.432867689471182,course
309868,2023-01-05,10108,670,7.9200015201602945,course
384789,2023-01-06,10109,670,7.95854742322246,course
374474,2023-01-06,10110,670,8.151784870959412,course
396507,2023-01-30,10111,670,8.926907727991326,course
390924,2023-01-03,10112,670,8.518221736723879,course
368758,2023-01-26,10113,670,8.418754308425665,course
356149,2023-01-07,10114,670,8.141936297766586,course
303027,2023-01-12,10115,670,7.684667567792894,course
375792,2023-01-23,10116,670,8.785138581790502,course
314454,2023-01-30,10117,670,8.512757815501418,course
345283,2023-01-21,10118,670,8.602453335545222,course
337255,2023-01-20,10119,670,7.887568763127022,course
339197,2023-01-07,10120,670,7.697304454441057,course
360207,2023-01-29,10121,670,9.337878120432697,course
374803,2023-01-15,10122,670,8.313824684080803,course
328647,2023-01-19,10123,670,4.225146701722662,course
307358,2023-01-12,10124,670,5.93980482399507,course
399144,2023-01-17,10125,670,6.188909563777114,course
345566,2023-01-22,10126,670,6.35654967350912,course
351559,2023-01-28,10127,670,4.457148439291279,course
305470,2023-01-24,10128,670,6.340483000368856,course
315901,2023-01-22,10129,670,4.644721121853943,course
371227,2023-01-23,10130,670,5.181846368815342,course
307338,2023-01-10,10131,670,4.483354491629923,course
379874,2023-01-12,10132,670,5.955886378459708,course
356281,2023-01-10,10133,670,4.929250823024333,course
353560,2023-01-23,10134,670,6.618169071824321,course
306395,2023-01-19,10135,670,5.741413576269206,course
319299,2023-01-14,10136,670,5.2486356319526895,course
332595,2023-01-08,10137,670,5.262085362048244,course
362871,2023-01-14,10138,670,6.0347006389429145,course
373580,2023-01-21,10139,670,6.496093115886993,course
336623,2023-01-12,10140,670,5.2276805698162425,course
306374,2023-01-10,10141,670,5.1271115505583,course
300682,2023-01-29,10142,670,5.345619574678358,course
314320,2023-01-22,10143,670,4.899140008150528,course
340981,2023-01-03,10144,670,5.010613089325972,course
379165,2023-01-22,10145,670,6.051712896438151,course
386684,2023-01-07,10146,670,5.544917450264707,course
389695,2023-01-14,10147,670,5.752989281280851,course
338377,2023-01-21,10148,670,4.7613489545881285,course
362931,2023-01-03,10149,670,4.525010330102462,course
348338,2023-01-23,10150,670,5.925948036280036,course
339845,2023-01-18,10151,670,4.8939093948167285,course
376402,2023-01-16,10152,670,5.375771440782372,course
350786,2023-01-22,10153,670,5.766116294661356,course
370428,2023-01-07,10154,670,5.793350352548685,course
308763,2023-01-09,10155,670,5.727404040351461,course
375702,2023-01-30,10156,670,4.844791532468766,course
339288,2023-01-19,10157,670,5.789256844436454,course
380878,2023-01-08,10158,670,4.991181610632568,course
357463,2023-01-14,10159,670,4.4484741071823946,course
344506,2023-01-12,10160,670,5.584139555023246,course
381350,2023-01-27,10161,670,5.221741799291856,course
330742,2023-01-05,10162,670,6.335603421260948,course
301897,2023-01-26,10163,670,5.699316004341471,course
362097,2023-01-16,10164,670,6.004971855712201,course
317672,2023-01-25,10165,670,5.34173121542705,course
336334,2023-01-18,10166,670,5.714327319325262,course
397220,2023-01-18,10167,670,4.883214381453509,course
381261,2023-01-23,10168,670,6.045152136882971,course
323292,2023-01-07,10169,670,1.7239349283458019,course
304872,2023-01-03,10170,670,0.0,course
365561,2023-01-02,10171,670,0.3023662612820317,course
346810,2023-01-07,10172,670,0.0,course
394874,2023-01-06,10173,670,0.0,course
399569,2023-01-12,10174,670,0.94442974259601,course
314401,2023-01-26,10175,670,0.031239159615239487,course
315942,2023-01-14,10176,670,0.0,course
342748,2023-01-28,10177,670,0.0,course
389568,2023-01-13,10178,670,0.0,course
368531,2023-01-21,10179,670,0.24494852702283598,course
318981,2023-01-09,10180,670,0.0,course
320998,2023-01-15,10181,670,0.0,course
329227,2023-01-27,10182,670,1.1026838036763396,course
339874,2023-01-21,10183,670,0.0,course
335986,2023-01-14,10184,670,0.0,course
358268,2023-01-26,10185,670,1.4949141206386516,course
392597,2023-01-03,10186,670,0.0,course
300752,2023-01-27,10187,670,0.0,course
301305,2023-01-21,10188,670,0.0,course
328558,2023-01-14,10189,670,0.0,course
340237,2023-01-06,10190,670,0.0,course
374974,2023-01-13,10191,670,0.0,course
362138,2023-01-10,10192,670,0.0,course
344331,2023-01-19,10193,670,1.8835696280294707,course
312299,2023-01-17,10194,670,0.0,course
350759,2023-01-27,10195,670,0.0,course
384034,2023-01-06,10196,670,0.0,course
305430,2023-01-24,10197,670,0.0,course
317721,2023-01-06,10198,670,1.0005118860329247,course
381415,2023-01-03,10199,670,0.0,course
