event_id,userid,timestamp,timecreated,eventname,archetype,knowledge_level,motivation
56,10000,2024-01-02 09:36:00,1704188160,resource_view,Struggling but Trying,0.7075686194983338,1.0
57,10000,2024-01-02 10:12:00,1704190320,resource_view,Struggling but Trying,0.7198851149168946,1.0
58,10000,2024-01-02 10:48:00,1704192480,quiz_attempt,Struggling but Trying,0.707444353538642,1.0
59,10000,2024-01-02 11:24:00,1704194640,resource_view,Struggling but Trying,0.7197133718225305,1.0
60,10000,2024-01-02 12:00:00,1704196800,reading_complete,Struggling but Trying,0.7227997533025871,1.0
61,10000,2024-01-02 12:36:00,1704198960,quiz_attempt,Struggling but Trying,0.7306340234940402,1.0
62,10000,2024-01-02 13:12:00,1704201120,resource_view,Struggling but Trying,0.7463841508975332,1.0
63,10000,2024-01-02 13:48:00,1704203280,forum_post,Struggling but Trying,0.7440102552286236,1.0
64,10000,2024-01-02 14:24:00,1704205440,resource_view,Struggling but Trying,0.7257014883173953,1.0
65,10000,2024-01-02 15:00:00,1704207600,quiz_attempt,Struggling but Trying,0.718001492586351,1.0
66,10000,2024-01-02 15:36:00,1704209760,resource_view,Struggling but Trying,0.7271850398220333,1.0
67,10000,2024-01-02 16:12:00,1704211920,quiz_attempt,Struggling but Trying,0.7405261242319473,1.0
68,10000,2024-01-02 16:48:00,1704214080,quiz_attempt,Struggling but Trying,0.7346700586442906,1.0
69,10000,2024-01-02 17:24:00,1704216240,quiz_attempt,Struggling but Trying,0.7361639558537356,1.0
70,10000,2024-01-02 18:00:00,1704218400,video_view,Struggling but Trying,0.7474856775986912,1.0
71,10000,2024-01-02 18:36:00,1704220560,reading_complete,Struggling but Trying,0.7630399115725728,1.0
72,10000,2024-01-02 19:12:00,1704222720,video_view,Struggling but Trying,0.7572427947803547,1.0
73,10000,2024-01-02 19:48:00,1704224880,reading_complete,Struggling but Trying,0.7746233276678518,1.0
74,10000,2024-01-02 20:24:00,1704227040,quiz_attempt,Struggling but Trying,0.7711744350412587,1.0
75,10000,2024-01-02 21:00:00,1704229200,resource_view,Struggling but Trying,0.7667060722565955,1.0
76,10000,2024-01-02 21:36:00,1704231360,quiz_attempt,Struggling but Trying,0.7648875702171325,1.0
77,10000,2024-01-02 22:12:00,1704233520,resource_view,Struggling but Trying,0.7740139856467086,1.0
78,10000,2024-01-02 22:48:00,1704235680,video_view,Struggling but Trying,0.7895107710831998,1.0
79,10001,2024-01-01 00:00:00,1704067200,quiz_attempt,Efficient Learner,0.578428537562627,1.0
80,10001,2024-01-01 00:20:00,1704068400,quiz_attempt,Efficient Learner,0.5970467665526211,1.0
81,10001,2024-01-01 00:40:00,1704069600,forum_post,Efficient Learner,0.6179618460262757,1.0
82,10001,2024-01-01 01:00:00,1704070800,forum_post,Efficient Learner,0.6237301046096653,1.0
83,10001,2024-01-01 01:20:00,1704072000,quiz_attempt,Efficient Learner,0.6175196687635233,1.0
84,10001,2024-01-01 01:40:00,1704073200,quiz_attempt,Efficient Learner,0.6254331080483658,1.0
85,10001,2024-01-01 02:00:00,1704074400,resource_view,Efficient Learner,0.636054955677654,1.0
86,10001,2024-01-01 02:20:00,1704075600,forum_post,Efficient Learner,0.6298704720271497,1.0
87,10001,2024-01-01 02:40:00,1704076800,resource_view,Efficient Learner,0.6064966272707025,1.0
88,10001,2024-01-01 03:00:00,1704078000,forum_post,Efficient Learner,0.6084473469472669,1.0
89,10001,2024-01-01 03:20:00,1704079200,quiz_attempt,Efficient Learner,0.6011609361815948,1.0
90,10001,2024-01-01 03:40:00,1704080400,reading_complete,Efficient Learner,0.5880556645129413,1.0
91,10001,2024-01-01 04:00:00,1704081600,resource_view,Efficient Learner,0.6096466313642237,1.0
92,10001,2024-01-01 04:20:00,1704082800,forum_post,Efficient Learner,0.5969622066356214,1.0
93,10001,2024-01-01 04:40:00,1704084000,forum_post,Efficient Learner,0.6060393577988705,1.0
94,10001,2024-01-01 05:00:00,1704085200,video_view,Efficient Learner,0.6124136156604887,1.0
95,10001,2024-01-01 05:20:00,1704086400,forum_post,Efficient Learner,0.6151373744091855,1.0
96,10001,2024-01-01 05:40:00,1704087600,quiz_attempt,Efficient Learner,0.6053779777804472,1.0
97,10001,2024-01-01 06:00:00,1704088800,assignment_submit,Efficient Learner,0.6131496735668798,1.0
98,10001,2024-01-01 06:20:00,1704090000,forum_post,Efficient Learner,0.626867204128442,1.0
99,10001,2024-01-01 06:40:00,1704091200,quiz_attempt,Efficient Learner,0.634309860584454,1.0
100,10001,2024-01-01 07:00:00,1704092400,resource_view,Efficient Learner,0.6323213417718195,1.0
101,10001,2024-01-01 07:20:00,1704093600,quiz_attempt,Efficient Learner,0.6540691149057574,1.0
102,10001,2024-01-01 07:40:00,1704094800,assignment_submit,Efficient Learner,0.6597104862094554,1.0
103,10001,2024-01-01 08:00:00,1704096000,assignment_submit,Efficient Learner,0.6615571053597272,1.0
104,10001,2024-01-01 08:20:00,1704097200,reading_complete,Efficient Learner,0.673334048093307,1.0
105,10001,2024-01-01 08:40:00,1704098400,quiz_attempt,Efficient Learner,0.6813476350320216,1.0
106,10001,2024-01-01 09:00:00,1704099600,assignment_submit,Efficient Learner,0.6838516847371778,1.0
107,10001,2024-01-01 09:20:00,1704100800,resource_view,Efficient Learner,0.698744225886834,1.0
108,10001,2024-01-01 09:40:00,1704102000,video_view,Efficient Learner,0.6917204160443889,1.0
109,10001,2024-01-01 10:00:00,1704103200,video_view,Efficient Learner,0.6873013439193754,1.0
110,10001,2024-01-01 10:20:00,1704104400,reading_complete,Efficient Learner,0.6956723175691498,1.0
111,10001,2024-01-01 10:40:00,1704105600,assignment_submit,Efficient Learner,0.7167816963475789,1.0
112,10001,2024-01-01 11:00:00,1704106800,quiz_attempt,Efficient Learner,0.7245058439363451,1.0
113,10001,2024-01-01 11:20:00,1704108000,forum_post,Efficient Learner,0.7095851937029356,1.0
114,10001,2024-01-01 11:40:00,1704109200,forum_post,Efficient Learner,0.7172358945521331,1.0
115,10001,2024-01-01 12:00:00,1704110400,resource_view,Efficient Learner,0.7064718982253297,1.0
116,10001,2024-01-01 12:20:00,1704111600,quiz_attempt,Efficient Learner,0.6978584385997499,1.0
117,10001,2024-01-01 12:40:00,1704112800,assignment_submit,Efficient Learner,0.7013611122724105,1.0
118,10001,2024-01-01 13:00:00,1704114000,assignment_submit,Efficient Learner,0.7052863387762058,1.0
119,10001,2024-01-01 13:20:00,1704115200,forum_post,Efficient Learner,0.6995483170452519,1.0
120,10001,2024-01-01 13:40:00,1704116400,resource_view,Efficient Learner,0.6998365725862091,1.0
121,10001,2024-01-01 14:00:00,1704117600,quiz_attempt,Efficient Learner,0.7142534776027564,1.0
122,10001,2024-01-01 14:20:00,1704118800,assignment_submit,Efficient Learner,0.7049879132820662,1.0
123,10001,2024-01-01 14:40:00,1704120000,quiz_attempt,Efficient Learner,0.6915786751107391,1.0
124,10001,2024-01-01 15:00:00,1704121200,reading_complete,Efficient Learner,0.7012062911957597,1.0
125,10001,2024-01-01 15:20:00,1704122400,assignment_submit,Efficient Learner,0.6988790387451682,1.0
126,10001,2024-01-01 15:40:00,1704123600,assignment_submit,Efficient Learner,0.7071208353983415,1.0
127,10001,2024-01-01 16:00:00,1704124800,video_view,Efficient Learner,0.7055573859400326,1.0
128,10001,2024-01-01 16:20:00,1704126000,quiz_attempt,Efficient Learner,0.7100877413806354,1.0
129,10001,2024-01-01 16:40:00,1704127200,resource_view,Efficient Learner,0.7254916926657847,1.0
130,10001,2024-01-01 17:00:00,1704128400,video_view,Efficient Learner,0.7166442207935779,1.0
131,10001,2024-01-01 17:20:00,1704129600,quiz_attempt,Efficient Learner,0.7211685931057871,1.0
132,10001,2024-01-01 17:40:00,1704130800,assignment_submit,Efficient Learner,0.7252476549323048,1.0
133,10001,2024-01-01 18:00:00,1704132000,resource_view,Efficient Learner,0.7284514400700628,1.0
134,10001,2024-01-01 18:20:00,1704133200,resource_view,Efficient Learner,0.7136250427528213,1.0
135,10001,2024-01-01 18:40:00,1704134400,reading_complete,Efficient Learner,0.7047122270092514,1.0
136,10001,2024-01-01 19:00:00,1704135600,reading_complete,Efficient Learner,0.6973222191225319,1.0
137,10001,2024-01-01 19:20:00,1704136800,video_view,Efficient Learner,0.6948266952807065,1.0
138,10001,2024-01-01 19:40:00,1704138000,resource_view,Efficient Learner,0.6850724229587292,1.0
139,10001,2024-01-01 20:00:00,1704139200,video_view,Efficient Learner,0.695204847665252,1.0
140,10001,2024-01-01 20:20:00,1704140400,forum_post,Efficient Learner,0.6915339379141124,1.0
141,10001,2024-01-01 20:40:00,1704141600,forum_post,Efficient Learner,0.683040738160156,1.0
142,10001,2024-01-01 21:00:00,1704142800,quiz_attempt,Efficient Learner,0.6736318967803487,1.0
143,10001,2024-01-01 21:20:00,1704144000,quiz_attempt,Efficient Learner,0.6700715215208207,1.0
144,10001,2024-01-01 21:40:00,1704145200,forum_post,Efficient Learner,0.6782982798762217,1.0
145,10001,2024-01-01 22:00:00,1704146400,quiz_attempt,Efficient Learner,0.6655432216692133,1.0
146,10001,2024-01-01 22:20:00,1704147600,resource_view,Efficient Learner,0.6568012535546812,1.0
147,10001,2024-01-01 22:40:00,1704148800,resource_view,Efficient Learner,0.6676717705456209,1.0
148,10001,2024-01-01 23:00:00,1704150000,assignment_submit,Efficient Learner,0.6820426285950169,1.0
149,10001,2024-01-01 23:20:00,1704151200,video_view,Efficient Learner,0.6680493691670604,1.0
150,10001,2024-01-01 23:40:00,1704152400,video_view,Efficient Learner,0.6714886082396749,1.0
151,10001,2024-01-02 00:00:00,1704153600,resource_view,Efficient Learner,0.6598571453060852,1.0
152,10001,2024-01-02 00:20:00,1704154800,resource_view,Efficient Learner,0.6646772637928003,1.0
153,10001,2024-01-02 00:40:00,1704156000,forum_post,Efficient Learner,0.6644454346938158,1.0
154,10001,2024-01-02 01:00:00,1704157200,quiz_attempt,Efficient Learner,0.6696414801137693,1.0
155,10001,2024-01-02 01:20:00,1704158400,video_view,Efficient Learner,0.6749407685811187,1.0
156,10001,2024-01-02 01:40:00,1704159600,assignment_submit,Efficient Learner,0.6983982674761444,1.0
157,10001,2024-01-02 02:00:00,1704160800,quiz_attempt,Efficient Learner,0.7100263622904002,1.0
158,10001,2024-01-02 02:20:00,1704162000,quiz_attempt,Efficient Learner,0.6957610476482251,1.0
159,10001,2024-01-02 02:40:00,1704163200,resource_view,Efficient Learner,0.7034555025851749,1.0
160,10001,2024-01-02 03:00:00,1704164400,quiz_attempt,Efficient Learner,0.6996236604240941,1.0
161,10001,2024-01-02 03:20:00,1704165600,resource_view,Efficient Learner,0.7005741367919306,1.0
162,10001,2024-01-02 03:40:00,1704166800,quiz_attempt,Efficient Learner,0.695330445192387,1.0
163,10001,2024-01-02 04:00:00,1704168000,resource_view,Efficient Learner,0.6971164385561046,1.0
164,10001,2024-01-02 04:20:00,1704169200,forum_post,Efficient Learner,0.6922943081352517,1.0
165,10001,2024-01-02 04:40:00,1704170400,resource_view,Efficient Learner,0.7012410331197308,1.0
166,10001,2024-01-02 05:00:00,1704171600,video_view,Efficient Learner,0.6820618890431294,1.0
167,10001,2024-01-02 05:20:00,1704172800,video_view,Efficient Learner,0.6676141627183456,1.0
168,10001,2024-01-02 05:40:00,1704174000,assignment_submit,Efficient Learner,0.6706656803518223,1.0
169,10001,2024-01-02 06:00:00,1704175200,video_view,Efficient Learner,0.6818305076129109,1.0
170,10001,2024-01-02 06:20:00,1704176400,assignment_submit,Efficient Learner,0.654897290861262,1.0
171,10001,2024-01-02 06:40:00,1704177600,resource_view,Efficient Learner,0.655685553228192,1.0
172,10001,2024-01-02 07:00:00,1704178800,quiz_attempt,Efficient Learner,0.6642947441519402,1.0
173,10001,2024-01-02 07:20:00,1704180000,reading_complete,Efficient Learner,0.6780620866659729,1.0
174,10001,2024-01-02 07:40:00,1704181200,assignment_submit,Efficient Learner,0.6806544216197333,1.0
175,10001,2024-01-02 08:00:00,1704182400,quiz_attempt,Efficient Learner,0.6829346903793118,1.0
176,10001,2024-01-02 08:20:00,1704183600,resource_view,Efficient Learner,0.6792820810940765,1.0
177,10001,2024-01-02 08:40:00,1704184800,video_view,Efficient Learner,0.6815693068973402,1.0
178,10001,2024-01-02 09:00:00,1704186000,video_view,Efficient Learner,0.6748812769743481,1.0
179,10001,2024-01-02 09:20:00,1704187200,quiz_attempt,Efficient Learner,0.6545668637844826,1.0
180,10001,2024-01-02 09:40:00,1704188400,resource_view,Efficient Learner,0.6591564143428654,1.0
181,10001,2024-01-02 10:00:00,1704189600,resource_view,Efficient Learner,0.6651604714557463,1.0
182,10001,2024-01-02 10:20:00,1704190800,resource_view,Efficient Learner,0.6734215529657281,1.0
183,10001,2024-01-02 10:40:00,1704192000,quiz_attempt,Efficient Learner,0.6572765235860368,1.0
184,10001,2024-01-02 11:00:00,1704193200,assignment_submit,Efficient Learner,0.663919727681333,1.0
185,10001,2024-01-02 11:20:00,1704194400,resource_view,Efficient Learner,0.664554239289274,1.0
186,10001,2024-01-02 11:40:00,1704195600,quiz_attempt,Efficient Learner,0.6521091009426269,1.0
187,10001,2024-01-02 12:00:00,1704196800,quiz_attempt,Efficient Learner,0.6474292809108542,1.0
188,10001,2024-01-02 12:20:00,1704198000,quiz_attempt,Efficient Learner,0.65318519799226,1.0
189,10001,2024-01-02 12:40:00,1704199200,video_view,Efficient Learner,0.664438992827382,1.0
190,10001,2024-01-02 13:00:00,1704200400,assignment_submit,Efficient Learner,0.6651635535799703,1.0
191,10001,2024-01-02 13:20:00,1704201600,quiz_attempt,Efficient Learner,0.6777905284844498,1.0
192,10001,2024-01-02 13:40:00,1704202800,quiz_attempt,Efficient Learner,0.6847243857858399,1.0
193,10001,2024-01-02 14:00:00,1704204000,quiz_attempt,Efficient Learner,0.6780877912138716,1.0
194,10001,2024-01-02 14:20:00,1704205200,assignment_submit,Efficient Learner,0.6679258735383578,1.0
195,10001,2024-01-02 14:40:00,1704206400,resource_view,Efficient Learner,0.6602804019563728,1.0
196,10001,2024-01-02 15:00:00,1704207600,assignment_submit,Efficient Learner,0.6735780260552138,1.0
197,10001,2024-01-02 15:20:00,1704208800,quiz_attempt,Efficient Learner,0.6851640046187208,1.0
198,10001,2024-01-02 15:40:00,1704210000,quiz_attempt,Efficient Learner,0.6918757812695262,1.0
199,10001,2024-01-02 16:00:00,1704211200,quiz_attempt,Efficient Learner,0.6895684730384789,1.0
200,10001,2024-01-02 16:20:00,1704212400,quiz_attempt,Efficient Learner,0.6886170734873558,1.0
201,10001,2024-01-02 16:40:00,1704213600,resource_view,Efficient Learner,0.6885167518641498,1.0
202,10001,2024-01-02 17:00:00,1704214800,video_view,Efficient Learner,0.6806070463433538,1.0
203,10001,2024-01-02 17:20:00,1704216000,resource_view,Efficient Learner,0.6756066217386535,1.0
204,10001,2024-01-02 17:40:00,1704217200,resource_view,Efficient Learner,0.6847326355876534,1.0
205,10001,2024-01-02 18:00:00,1704218400,resource_view,Efficient Learner,0.6779621545526986,1.0
206,10001,2024-01-02 18:20:00,1704219600,quiz_attempt,Efficient Learner,0.6678909806717487,1.0
207,10001,2024-01-02 18:40:00,1704220800,video_view,Efficient Learner,0.6791184639192492,1.0
208,10002,2024-01-01 00:00:00,1704067200,assignment_submit,Efficient Learner,0.686451299794601,1.0
209,10002,2024-01-01 00:46:00,1704069960,video_view,Efficient Learner,0.6875069370634163,1.0
210,10002,2024-01-01 01:32:00,1704072720,video_view,Efficient Learner,0.693902063166624,1.0
211,10002,2024-01-01 02:18:00,1704075480,video_view,Efficient Learner,0.6857709939612127,1.0
212,10002,2024-01-01 03:04:00,1704078240,resource_view,Efficient Learner,0.6766550122009984,1.0
213,10002,2024-01-01 03:50:00,1704081000,forum_post,Efficient Learner,0.679223996979769,1.0
214,10002,2024-01-01 04:36:00,1704083760,quiz_attempt,Efficient Learner,0.6685187719950176,1.0
215,10002,2024-01-01 05:22:00,1704086520,reading_complete,Efficient Learner,0.661364903648765,1.0
216,10002,2024-01-01 06:08:00,1704089280,quiz_attempt,Efficient Learner,0.646641000595307,1.0
217,10002,2024-01-01 06:54:00,1704092040,resource_view,Efficient Learner,0.6438231917556119,1.0
218,10002,2024-01-01 07:40:00,1704094800,forum_post,Efficient Learner,0.6359988119622412,1.0
219,10002,2024-01-01 08:26:00,1704097560,assignment_submit,Efficient Learner,0.6298310748969104,1.0
220,10002,2024-01-01 09:12:00,1704100320,resource_view,Efficient Learner,0.6451602233479001,1.0
221,10002,2024-01-01 09:58:00,1704103080,video_view,Efficient Learner,0.6544879325419225,1.0
222,10002,2024-01-01 10:44:00,1704105840,video_view,Efficient Learner,0.6487947958607408,1.0
223,10002,2024-01-01 11:30:00,1704108600,quiz_attempt,Efficient Learner,0.6379831882403687,1.0
224,10002,2024-01-01 12:16:00,1704111360,video_view,Efficient Learner,0.6456927569762355,1.0
225,10002,2024-01-01 13:02:00,1704114120,quiz_attempt,Efficient Learner,0.6286168886953483,1.0
226,10002,2024-01-01 13:48:00,1704116880,video_view,Efficient Learner,0.6272047756343654,1.0
227,10002,2024-01-01 14:34:00,1704119640,resource_view,Efficient Learner,0.6165125696599983,1.0
228,10002,2024-01-01 15:20:00,1704122400,video_view,Efficient Learner,0.6156293150386937,1.0
229,10002,2024-01-01 16:06:00,1704125160,resource_view,Efficient Learner,0.6174367860011215,1.0
230,10002,2024-01-01 16:52:00,1704127920,video_view,Efficient Learner,0.6146484006825738,1.0
231,10002,2024-01-01 17:38:00,1704130680,quiz_attempt,Efficient Learner,0.6073746730013906,1.0
232,10002,2024-01-01 18:24:00,1704133440,video_view,Efficient Learner,0.6028480906554735,1.0
233,10002,2024-01-01 19:10:00,1704136200,resource_view,Efficient Learner,0.5877214878614826,1.0
234,10002,2024-01-01 19:56:00,1704138960,quiz_attempt,Efficient Learner,0.5755697886294298,1.0
235,10002,2024-01-01 20:42:00,1704141720,assignment_submit,Efficient Learner,0.5767002117415447,1.0
236,10002,2024-01-01 21:28:00,1704144480,forum_post,Efficient Learner,0.5758817757659045,1.0
237,10002,2024-01-01 22:14:00,1704147240,resource_view,Efficient Learner,0.5528633440864106,1.0
238,10002,2024-01-01 23:00:00,1704150000,video_view,Efficient Learner,0.5442145152705092,1.0
239,10002,2024-01-01 23:46:00,1704152760,video_view,Efficient Learner,0.5557299811539911,1.0
240,10002,2024-01-02 00:32:00,1704155520,resource_view,Efficient Learner,0.5461842674087317,1.0
241,10002,2024-01-02 01:18:00,1704158280,assignment_submit,Efficient Learner,0.5360484731362202,1.0
242,10002,2024-01-02 02:04:00,1704161040,resource_view,Efficient Learner,0.5453059637355088,1.0
243,10002,2024-01-02 02:50:00,1704163800,resource_view,Efficient Learner,0.5303598224163069,1.0
244,10002,2024-01-02 03:36:00,1704166560,quiz_attempt,Efficient Learner,0.5089385210877968,1.0
245,10002,2024-01-02 04:22:00,1704169320,resource_view,Efficient Learner,0.4856439244820387,1.0
246,10002,2024-01-02 05:08:00,1704172080,quiz_attempt,Efficient Learner,0.4778598948121311,1.0
247,10002,2024-01-02 05:54:00,1704174840,quiz_attempt,Efficient Learner,0.4853031339395844,1.0
248,10002,2024-01-02 06:40:00,1704177600,resource_view,Efficient Learner,0.4875766190107484,1.0
249,10002,2024-01-02 07:26:00,1704180360,quiz_attempt,Efficient Learner,0.4849322189094797,1.0
250,10002,2024-01-02 08:12:00,1704183120,video_view,Efficient Learner,0.4911499198295488,1.0
251,10002,2024-01-02 08:58:00,1704185880,quiz_attempt,Efficient Learner,0.47815848683162643,1.0
252,10002,2024-01-02 09:44:00,1704188640,quiz_attempt,Efficient Learner,0.4794867601886734,1.0
253,10002,2024-01-02 10:30:00,1704191400,quiz_attempt,Efficient Learner,0.49569731508841797,1.0
254,10002,2024-01-02 11:16:00,1704194160,assignment_submit,Efficient Learner,0.4816772832204706,1.0
255,10002,2024-01-02 12:02:00,1704196920,resource_view,Efficient Learner,0.48853956233785173,1.0
256,10002,2024-01-02 12:48:00,1704199680,forum_post,Efficient Learner,0.4701986578589974,1.0
257,10002,2024-01-02 13:34:00,1704202440,resource_view,Efficient Learner,0.4649891819700118,1.0
258,10002,2024-01-02 14:20:00,1704205200,quiz_attempt,Efficient Learner,0.4651514224866815,1.0
259,10002,2024-01-02 15:06:00,1704207960,assignment_submit,Efficient Learner,0.4666289993889691,1.0
260,10002,2024-01-02 15:52:00,1704210720,quiz_attempt,Efficient Learner,0.4646627219532659,1.0
261,10002,2024-01-02 16:38:00,1704213480,video_view,Efficient Learner,0.4668006175780606,1.0
262,10002,2024-01-02 17:24:00,1704216240,video_view,Efficient Learner,0.47912036822482634,1.0
263,10002,2024-01-02 18:10:00,1704219000,forum_post,Efficient Learner,0.474646890477336,1.0
264,10002,2024-01-02 18:56:00,1704221760,forum_post,Efficient Learner,0.48228360977037166,1.0
265,10002,2024-01-02 19:42:00,1704224520,reading_complete,Efficient Learner,0.46727675907544214,1.0
266,10002,2024-01-02 20:28:00,1704227280,video_view,Efficient Learner,0.46875151169277696,1.0
267,10002,2024-01-02 21:14:00,1704230040,resource_view,Efficient Learner,0.4807140326994254,1.0
268,10002,2024-01-02 22:00:00,1704232800,quiz_attempt,Efficient Learner,0.47356456152965737,1.0
269,10002,2024-01-02 22:46:00,1704235560,assignment_submit,Efficient Learner,0.4872367514828145,1.0
270,10002,2024-01-02 23:32:00,1704238320,quiz_attempt,Efficient Learner,0.4852672932865335,1.0
271,10002,2024-01-03 00:18:00,1704241080,reading_complete,Efficient Learner,0.5052448612891519,1.0
272,10002,2024-01-03 01:04:00,1704243840,resource_view,Efficient Learner,0.5133860971643709,1.0
273,10002,2024-01-03 01:50:00,1704246600,assignment_submit,Efficient Learner,0.5162012716225105,1.0
274,10002,2024-01-03 02:36:00,1704249360,reading_complete,Efficient Learner,0.5249272430321944,1.0
275,10002,2024-01-03 03:22:00,1704252120,reading_complete,Efficient Learner,0.5210085487409831,1.0
