state,action,q_value
1_3_True_0.63_1_0.32_2_0.38,Stay,0.0
1_3_True_0.63_1_0.32_2_0.38,Go_to_high_level,0.0
1_3_True_0.63_1_0.32_2_0.38,Go_to_low_level,0.0
1_3_True_0.57_3_1.00_6_0.50,Next,2.04
1_3_True_0.57_3_1.00_6_0.50,Previous,0.0
1_3_True_0.57_3_1.00_6_0.50,Stay,0.0
1_3_True_0.57_3_1.00_6_0.50,Go_to_high_level,0.0
1_3_True_0.57_3_1.00_6_0.50,Go_to_low_level,0.0
1_2_True_0.65_1_0.85_5_0.62,Next,1.0
1_2_True_0.65_1_0.85_5_0.62,Previous,0.0
1_2_True_0.65_1_0.85_5_0.62,Stay,0.0
1_2_True_0.65_1_0.85_5_0.62,Go_to_high_level,0.0
1_2_True_0.65_1_0.85_5_0.62,Go_to_low_level,0.0
1_4_True_0.46_3_0.90_7_0.62,Next,0.0
1_4_True_0.46_3_0.90_7_0.62,Previous,0.0
1_4_True_0.46_3_0.90_7_0.62,Stay,2.0
1_4_True_0.46_3_0.90_7_0.62,Go_to_high_level,0.0
1_4_True_0.46_3_0.90_7_0.62,Go_to_low_level,0.0
1_1_False_nan_0_0.28_0_0.75,Next,1.0
1_1_False_nan_0_0.28_0_0.75,Previous,0.0
1_1_False_nan_0_0.28_0_0.75,Stay,0.0
1_1_False_nan_0_0.28_0_0.75,Go_to_high_level,0.0
1_1_False_nan_0_0.28_0_0.75,Go_to_low_level,0.0
1_4_True_0.46_3_1.00_7_0.75,Next,0.0
1_4_True_0.46_3_1.00_7_0.75,Previous,0.0
1_4_True_0.46_3_1.00_7_0.75,Stay,2.0
1_4_True_0.46_3_1.00_7_0.75,Go_to_high_level,0.0
1_4_True_0.46_3_1.00_7_0.75,Go_to_low_level,0.0
1_1_False_nan_0_0.60_4_0.88,Next,7.0
1_1_False_nan_0_0.60_4_0.88,Previous,0.0
1_1_False_nan_0_0.60_4_0.88,Stay,0.0
1_1_False_nan_0_0.60_4_0.88,Go_to_high_level,0.0
1_1_False_nan_0_0.60_4_0.88,Go_to_low_level,0.0
1_2_True_0.66_2_0.32_1_1.00,Next,36.75477066
1_2_True_0.66_2_0.32_1_1.00,Previous,0.0
1_2_True_0.66_2_0.32_1_1.00,Stay,0.0
1_2_True_0.66_2_0.32_1_1.00,Go_to_high_level,0.0
1_2_True_0.66_2_0.32_1_1.00,Go_to_low_level,0.0
0_4_True_0.66_3_1.00_3_0.12,Next,3.0
0_4_True_0.66_3_1.00_3_0.12,Previous,0.0
0_4_True_0.66_3_1.00_3_0.12,Stay,0.0
0_4_True_0.66_3_1.00_3_0.12,Go_to_high_level,0.0
0_4_True_0.66_3_1.00_3_0.12,Go_to_low_level,0.0
0_1_False_nan_0_0.28_4_0.25,Next,2.0
0_1_False_nan_0_0.28_4_0.25,Previous,0.0
0_1_False_nan_0_0.28_4_0.25,Stay,0.0
0_1_False_nan_0_0.28_4_0.25,Go_to_high_level,0.0
0_1_False_nan_0_0.28_4_0.25,Go_to_low_level,0.0
0_3_True_0.62_2_0.40_2_0.38,Next,1.0
0_3_True_0.62_2_0.40_2_0.38,Previous,0.0
0_3_True_0.62_2_0.40_2_0.38,Stay,0.0
0_3_True_0.62_2_0.40_2_0.38,Go_to_high_level,0.0
0_3_True_0.62_2_0.40_2_0.38,Go_to_low_level,0.0
0_1_False_nan_0_0.23_4_0.38,Next,3.0
0_1_False_nan_0_0.23_4_0.38,Previous,0.0
0_1_False_nan_0_0.23_4_0.38,Stay,0.0
0_1_False_nan_0_0.23_4_0.38,Go_to_high_level,0.0
0_1_False_nan_0_0.23_4_0.38,Go_to_low_level,0.0
0_3_True_0.72_2_0.43_6_0.50,Next,1.5
0_3_True_0.72_2_0.43_6_0.50,Previous,0.0
0_3_True_0.72_2_0.43_6_0.50,Stay,0.0
0_3_True_0.72_2_0.43_6_0.50,Go_to_high_level,0.0
0_3_True_0.72_2_0.43_6_0.50,Go_to_low_level,0.0
0_1_False_nan_0_0.25_0_0.62,Next,3.0
0_1_False_nan_0_0.25_0_0.62,Previous,0.0
0_1_False_nan_0_0.25_0_0.62,Stay,0.0
0_1_False_nan_0_0.25_0_0.62,Go_to_high_level,0.0
0_1_False_nan_0_0.25_0_0.62,Go_to_low_level,0.0
0_2_True_0.83_1_0.27_5_0.75,Next,0.0
0_2_True_0.83_1_0.27_5_0.75,Previous,0.0
0_2_True_0.83_1_0.27_5_0.75,Stay,0.0
0_2_True_0.83_1_0.27_5_0.75,Go_to_high_level,0.0
0_2_True_0.83_1_0.27_5_0.75,Go_to_low_level,0.0
0_2_True_0.80_2_0.48_5_0.75,Next,1.515
0_2_True_0.80_2_0.48_5_0.75,Previous,0.0
0_2_True_0.80_2_0.48_5_0.75,Stay,0.0
0_2_True_0.80_2_0.48_5_0.75,Go_to_high_level,0.0
0_2_True_0.80_2_0.48_5_0.75,Go_to_low_level,0.0
1_4_True_0.63_2_1.00_3_0.12,Next,2.0
1_4_True_0.63_2_1.00_3_0.12,Previous,0.0
1_4_True_0.63_2_1.00_3_0.12,Stay,0.0
1_4_True_0.63_2_1.00_3_0.12,Go_to_high_level,0.0
1_4_True_0.63_2_1.00_3_0.12,Go_to_low_level,0.0
1_1_False_nan_0_0.20_0_0.25,Next,3.0
1_1_False_nan_0_0.20_0_0.25,Previous,0.0
1_1_False_nan_0_0.20_0_0.25,Stay,0.0
1_1_False_nan_0_0.20_0_0.25,Go_to_high_level,0.0
1_1_False_nan_0_0.20_0_0.25,Go_to_low_level,0.0
1_1_False_nan_0_0.57_4_0.38,Next,3.0
1_1_False_nan_0_0.57_4_0.38,Previous,0.0
1_1_False_nan_0_0.57_4_0.38,Stay,0.0
1_1_False_nan_0_0.57_4_0.38,Go_to_high_level,0.0
1_1_False_nan_0_0.57_4_0.38,Go_to_low_level,0.0
1_2_True_0.56_2_1.00_5_0.50,Next,2.065
1_2_True_0.56_2_1.00_5_0.50,Previous,0.0
1_2_True_0.56_2_1.00_5_0.50,Stay,0.0
1_2_True_0.56_2_1.00_5_0.50,Go_to_high_level,0.0
1_2_True_0.56_2_1.00_5_0.50,Go_to_low_level,0.0
1_2_True_0.69_3_0.72_1_0.62,Next,1.0
1_2_True_0.69_3_0.72_1_0.62,Previous,0.0
1_2_True_0.69_3_0.72_1_0.62,Stay,0.0
1_2_True_0.69_3_0.72_1_0.62,Go_to_high_level,0.0
1_2_True_0.69_3_0.72_1_0.62,Go_to_low_level,0.0
1_1_False_nan_0_0.18_4_0.62,Next,2.0
1_1_False_nan_0_0.18_4_0.62,Previous,0.0
1_1_False_nan_0_0.18_4_0.62,Stay,0.0
1_1_False_nan_0_0.18_4_0.62,Go_to_high_level,0.0
1_1_False_nan_0_0.18_4_0.62,Go_to_low_level,0.0
1_3_True_0.68_2_0.93_2_0.75,Next,3.0
1_3_True_0.68_2_0.93_2_0.75,Previous,0.0
1_3_True_0.68_2_0.93_2_0.75,Stay,0.0
1_3_True_0.68_2_0.93_2_0.75,Go_to_high_level,0.0
1_3_True_0.68_2_0.93_2_0.75,Go_to_low_level,0.0
1_3_True_0.60_1_0.52_6_0.88,Next,0.0
1_3_True_0.60_1_0.52_6_0.88,Previous,0.0
1_3_True_0.60_1_0.52_6_0.88,Stay,0.0
1_3_True_0.60_1_0.52_6_0.88,Go_to_high_level,0.0
1_3_True_0.60_1_0.52_6_0.88,Go_to_low_level,0.0
1_3_True_0.56_3_0.65_2_0.88,Next,1.005
1_3_True_0.56_3_0.65_2_0.88,Previous,0.0
1_3_True_0.56_3_0.65_2_0.88,Stay,0.0
1_3_True_0.56_3_0.65_2_0.88,Go_to_high_level,0.0
1_3_True_0.56_3_0.65_2_0.88,Go_to_low_level,0.0
1_4_True_0.57_2_1.00_3_0.88,Next,8.005
1_4_True_0.57_2_1.00_3_0.88,Previous,0.0
1_4_True_0.57_2_1.00_3_0.88,Stay,0.0
1_4_True_0.57_2_1.00_3_0.88,Go_to_high_level,0.0
1_4_True_0.57_2_1.00_3_0.88,Go_to_low_level,0.0
1_4_True_0.58_2_1.00_7_1.00,Next,0.0
1_4_True_0.58_2_1.00_7_1.00,Previous,0.0
1_4_True_0.58_2_1.00_7_1.00,Stay,36.66352536668315
1_4_True_0.58_2_1.00_7_1.00,Go_to_high_level,0.0
1_4_True_0.58_2_1.00_7_1.00,Go_to_low_level,0.0
1_4_True_0.50_1_1.00_3_0.12,Next,2.27
1_4_True_0.50_1_1.00_3_0.12,Previous,0.0
1_4_True_0.50_1_1.00_3_0.12,Stay,0.0
1_4_True_0.50_1_1.00_3_0.12,Go_to_high_level,0.0
1_4_True_0.50_1_1.00_3_0.12,Go_to_low_level,0.0
1_4_True_0.34_1_1.00_3_0.25,Next,2.075
1_4_True_0.34_1_1.00_3_0.25,Previous,0.0
1_4_True_0.34_1_1.00_3_0.25,Stay,0.0
1_4_True_0.34_1_1.00_3_0.25,Go_to_high_level,0.0
1_4_True_0.34_1_1.00_3_0.25,Go_to_low_level,0.0
1_3_True_0.49_2_1.00_2_0.38,Next,1.0
1_3_True_0.49_2_1.00_2_0.38,Previous,0.0
1_3_True_0.49_2_1.00_2_0.38,Stay,0.0
1_3_True_0.49_2_1.00_2_0.38,Go_to_high_level,0.0
1_3_True_0.49_2_1.00_2_0.38,Go_to_low_level,0.0
1_4_True_0.41_1_1.00_3_0.38,Next,2.02
1_4_True_0.41_1_1.00_3_0.38,Previous,0.0
1_4_True_0.41_1_1.00_3_0.38,Stay,0.0
1_4_True_0.41_1_1.00_3_0.38,Go_to_high_level,0.0
1_4_True_0.41_1_1.00_3_0.38,Go_to_low_level,0.0
1_2_True_0.45_3_0.72_1_0.50,Next,6.12579511
1_2_True_0.45_3_0.72_1_0.50,Previous,0.0
1_2_True_0.45_3_0.72_1_0.50,Stay,0.0
1_2_True_0.45_3_0.72_1_0.50,Go_to_high_level,0.0
1_2_True_0.45_3_0.72_1_0.50,Go_to_low_level,0.0
0_1_False_nan_0_0.28_0_0.12,Next,5.7
0_1_False_nan_0_0.28_0_0.12,Previous,0.0
0_1_False_nan_0_0.28_0_0.12,Stay,0.0
0_1_False_nan_0_0.28_0_0.12,Go_to_high_level,0.0
0_1_False_nan_0_0.28_0_0.12,Go_to_low_level,0.0
0_1_False_nan_0_0.42_0_0.12,Next,3.0
0_1_False_nan_0_0.42_0_0.12,Previous,0.0
0_1_False_nan_0_0.42_0_0.12,Stay,0.0
0_1_False_nan_0_0.42_0_0.12,Go_to_high_level,0.0
0_1_False_nan_0_0.42_0_0.12,Go_to_low_level,0.0
0_1_False_nan_0_0.37_4_0.12,Next,0.0
0_1_False_nan_0_0.37_4_0.12,Previous,2.0
0_1_False_nan_0_0.37_4_0.12,Stay,0.0
0_1_False_nan_0_0.37_4_0.12,Go_to_high_level,0.0
0_1_False_nan_0_0.37_4_0.12,Go_to_low_level,0.0
0_4_True_0.78_3_0.73_3_0.25,Next,1.5
0_4_True_0.78_3_0.73_3_0.25,Previous,0.0
0_4_True_0.78_3_0.73_3_0.25,Stay,0.0
0_4_True_0.78_3_0.73_3_0.25,Go_to_high_level,0.0
0_4_True_0.78_3_0.73_3_0.25,Go_to_low_level,0.0
0_1_False_nan_0_0.37_0_0.38,Next,3.0
0_1_False_nan_0_0.37_0_0.38,Previous,0.0
0_1_False_nan_0_0.37_0_0.38,Stay,0.0
0_1_False_nan_0_0.37_0_0.38,Go_to_high_level,0.0
0_1_False_nan_0_0.37_0_0.38,Go_to_low_level,0.0
0_3_True_0.84_3_0.58_2_0.50,Next,3.0
0_3_True_0.84_3_0.58_2_0.50,Previous,0.0
0_3_True_0.84_3_0.58_2_0.50,Stay,0.0
0_3_True_0.84_3_0.58_2_0.50,Go_to_high_level,0.0
0_3_True_0.84_3_0.58_2_0.50,Go_to_low_level,0.0
0_4_True_0.68_3_0.63_7_0.62,Next,0.0
0_4_True_0.68_3_0.63_7_0.62,Previous,0.0
0_4_True_0.68_3_0.63_7_0.62,Stay,2.08
0_4_True_0.68_3_0.63_7_0.62,Go_to_high_level,0.0
0_4_True_0.68_3_0.63_7_0.62,Go_to_low_level,0.0
0_2_True_0.84_3_0.25_5_0.75,Next,3.0
0_2_True_0.84_3_0.25_5_0.75,Previous,0.0
0_2_True_0.84_3_0.25_5_0.75,Stay,0.0
0_2_True_0.84_3_0.25_5_0.75,Go_to_high_level,0.0
0_2_True_0.84_3_0.25_5_0.75,Go_to_low_level,0.0
0_3_True_0.78_3_0.38_6_0.88,Next,6.5
0_3_True_0.78_3_0.38_6_0.88,Previous,0.0
0_3_True_0.78_3_0.38_6_0.88,Stay,0.0
0_3_True_0.78_3_0.38_6_0.88,Go_to_high_level,0.0
0_3_True_0.78_3_0.38_6_0.88,Go_to_low_level,0.0
0_2_True_0.87_3_0.60_5_0.25,Next,1.5
0_2_True_0.87_3_0.60_5_0.25,Previous,0.0
0_2_True_0.87_3_0.60_5_0.25,Stay,0.0
0_2_True_0.87_3_0.60_5_0.25,Go_to_high_level,0.0
0_2_True_0.87_3_0.60_5_0.25,Go_to_low_level,0.0
0_1_False_nan_0_0.27_4_0.38,Next,6.32
0_1_False_nan_0_0.27_4_0.38,Previous,0.0
0_1_False_nan_0_0.27_4_0.38,Stay,0.0
0_1_False_nan_0_0.27_4_0.38,Go_to_high_level,0.0
0_1_False_nan_0_0.27_4_0.38,Go_to_low_level,0.0
0_2_True_0.87_2_0.47_1_0.50,Next,3.0
0_2_True_0.87_2_0.47_1_0.50,Previous,0.0
0_2_True_0.87_2_0.47_1_0.50,Stay,0.0
0_2_True_0.87_2_0.47_1_0.50,Go_to_high_level,0.0
0_2_True_0.87_2_0.47_1_0.50,Go_to_low_level,0.0
0_4_True_0.80_2_0.92_3_0.62,Next,1.02
0_4_True_0.80_2_0.92_3_0.62,Previous,0.0
0_4_True_0.80_2_0.92_3_0.62,Stay,0.0
0_4_True_0.80_2_0.92_3_0.62,Go_to_high_level,0.0
0_4_True_0.80_2_0.92_3_0.62,Go_to_low_level,0.0
0_2_True_0.84_2_0.30_5_0.62,Next,1.5
0_2_True_0.84_2_0.30_5_0.62,Previous,0.0
0_2_True_0.84_2_0.30_5_0.62,Stay,0.0
0_2_True_0.84_2_0.30_5_0.62,Go_to_high_level,0.0
0_2_True_0.84_2_0.30_5_0.62,Go_to_low_level,0.0
0_3_True_0.77_1_0.62_2_0.75,Next,0.0
0_3_True_0.77_1_0.62_2_0.75,Previous,0.0
0_3_True_0.77_1_0.62_2_0.75,Stay,1.7000000000000002
0_3_True_0.77_1_0.62_2_0.75,Go_to_high_level,0.0
0_3_True_0.77_1_0.62_2_0.75,Go_to_low_level,0.0
1_4_True_0.50_1_1.00_3_0.50,Next,0.0
1_4_True_0.50_1_1.00_3_0.50,Previous,0.0
1_4_True_0.50_1_1.00_3_0.50,Stay,0.0
1_4_True_0.50_1_1.00_3_0.50,Go_to_high_level,0.0
1_4_True_0.50_1_1.00_3_0.50,Go_to_low_level,4.135395018729301
1_1_False_nan_0_0.20_0_0.50,Next,5.729657783887001
1_1_False_nan_0_0.20_0_0.50,Previous,0.0
1_1_False_nan_0_0.20_0_0.50,Stay,0.0
1_1_False_nan_0_0.20_0_0.50,Go_to_high_level,0.20735125200000004
1_1_False_nan_0_0.20_0_0.50,Go_to_low_level,0.0
1_4_True_0.34_1_1.00_3_0.50,Next,0.53337700857
1_4_True_0.34_1_1.00_3_0.50,Previous,0.0
1_4_True_0.34_1_1.00_3_0.50,Stay,0.0
1_4_True_0.34_1_1.00_3_0.50,Go_to_high_level,0.0
1_4_True_0.34_1_1.00_3_0.50,Go_to_low_level,4.2525913149
1_3_True_0.49_2_1.00_2_0.50,Next,4.343077873
1_3_True_0.49_2_1.00_2_0.50,Previous,0.0
1_3_True_0.49_2_1.00_2_0.50,Stay,0.0
1_3_True_0.49_2_1.00_2_0.50,Go_to_high_level,0.22573134450000007
1_3_True_0.49_2_1.00_2_0.50,Go_to_low_level,0.047241000000000005
1_4_True_0.41_1_1.00_3_0.50,Next,2.140337756
1_4_True_0.41_1_1.00_3_0.50,Previous,0.0
1_4_True_0.41_1_1.00_3_0.50,Stay,0.0
1_4_True_0.41_1_1.00_3_0.50,Go_to_high_level,0.0
1_4_True_0.41_1_1.00_3_0.50,Go_to_low_level,0.0
0_1_False_nan_0_0.27_0_0.12,Next,3.0
0_1_False_nan_0_0.27_0_0.12,Previous,0.0
0_1_False_nan_0_0.27_0_0.12,Stay,0.0
0_1_False_nan_0_0.27_0_0.12,Go_to_high_level,0.0
0_1_False_nan_0_0.27_0_0.12,Go_to_low_level,0.0
0_4_True_0.32_1_1.00_3_0.25,Next,2.07
0_4_True_0.32_1_1.00_3_0.25,Previous,0.0
0_4_True_0.32_1_1.00_3_0.25,Stay,0.0
0_4_True_0.32_1_1.00_3_0.25,Go_to_high_level,0.0
0_4_True_0.32_1_1.00_3_0.25,Go_to_low_level,0.0
0_2_True_0.46_1_0.25_1_0.38,Next,3.0
0_2_True_0.46_1_0.25_1_0.38,Previous,0.0
0_2_True_0.46_1_0.25_1_0.38,Stay,0.0
0_2_True_0.46_1_0.25_1_0.38,Go_to_high_level,0.0
0_2_True_0.46_1_0.25_1_0.38,Go_to_low_level,0.0
0_3_True_0.37_2_0.40_2_0.50,Next,3.0
0_3_True_0.37_2_0.40_2_0.50,Previous,0.0
0_3_True_0.37_2_0.40_2_0.50,Stay,0.0
0_3_True_0.37_2_0.40_2_0.50,Go_to_high_level,0.0
0_3_True_0.37_2_0.40_2_0.50,Go_to_low_level,0.0
1_2_True_0.48_3_0.63_1_0.12,Next,3.0
1_2_True_0.48_3_0.63_1_0.12,Previous,0.0
1_2_True_0.48_3_0.63_1_0.12,Stay,0.0
1_2_True_0.48_3_0.63_1_0.12,Go_to_high_level,0.0
1_2_True_0.48_3_0.63_1_0.12,Go_to_low_level,0.0
1_3_True_0.34_1_0.37_2_0.25,Next,3.0
1_3_True_0.34_1_0.37_2_0.25,Previous,0.0
1_3_True_0.34_1_0.37_2_0.25,Stay,0.0
1_3_True_0.34_1_0.37_2_0.25,Go_to_high_level,0.0
1_3_True_0.34_1_0.37_2_0.25,Go_to_low_level,0.0
1_4_True_0.28_1_1.00_3_0.38,Next,0.0
1_4_True_0.28_1_1.00_3_0.38,Previous,0.0
1_4_True_0.28_1_1.00_3_0.38,Stay,0.0
1_4_True_0.28_1_1.00_3_0.38,Go_to_high_level,0.0
1_4_True_0.28_1_1.00_3_0.38,Go_to_low_level,0.0
1_4_True_0.27_2_1.00_3_0.38,Next,0.0
1_4_True_0.27_2_1.00_3_0.38,Previous,0.585
1_4_True_0.27_2_1.00_3_0.38,Stay,0.0
1_4_True_0.27_2_1.00_3_0.38,Go_to_high_level,0.0
1_4_True_0.27_2_1.00_3_0.38,Go_to_low_level,0.0
1_3_True_0.44_3_1.00_2_0.38,Next,2.0
1_3_True_0.44_3_1.00_2_0.38,Previous,0.0
1_3_True_0.44_3_1.00_2_0.38,Stay,0.0
1_3_True_0.44_3_1.00_2_0.38,Go_to_high_level,0.0
1_3_True_0.44_3_1.00_2_0.38,Go_to_low_level,0.0
1_1_False_nan_0_0.22_0_0.50,Next,3.5135848000000003
1_1_False_nan_0_0.22_0_0.50,Previous,0.0
1_1_False_nan_0_0.22_0_0.50,Stay,0.0
1_1_False_nan_0_0.22_0_0.50,Go_to_high_level,0.015390000000000001
1_1_False_nan_0_0.22_0_0.50,Go_to_low_level,0.0
1_4_True_0.39_3_0.77_3_0.50,Next,0.09000000000000001
1_4_True_0.39_3_0.77_3_0.50,Previous,0.82828179
1_4_True_0.39_3_0.77_3_0.50,Stay,0.3685590000000001
1_4_True_0.39_3_0.77_3_0.50,Go_to_high_level,0.0
1_4_True_0.39_3_0.77_3_0.50,Go_to_low_level,0.0
1_1_False_nan_0_0.25_0_0.50,Next,6.14774611
1_1_False_nan_0_0.25_0_0.50,Previous,0.0
1_1_False_nan_0_0.25_0_0.50,Stay,0.0
1_1_False_nan_0_0.25_0_0.50,Go_to_high_level,0.0
1_1_False_nan_0_0.25_0_0.50,Go_to_low_level,0.0
1_4_True_0.20_2_0.97_3_0.12,Next,2.035
1_4_True_0.20_2_0.97_3_0.12,Previous,0.0
1_4_True_0.20_2_0.97_3_0.12,Stay,0.0
1_4_True_0.20_2_0.97_3_0.12,Go_to_high_level,0.0
1_4_True_0.20_2_0.97_3_0.12,Go_to_low_level,0.0
1_3_True_0.27_1_1.00_2_0.25,Next,2.035
1_3_True_0.27_1_1.00_2_0.25,Previous,0.0
1_3_True_0.27_1_1.00_2_0.25,Stay,0.0
1_3_True_0.27_1_1.00_2_0.25,Go_to_high_level,0.0
1_3_True_0.27_1_1.00_2_0.25,Go_to_low_level,0.0
1_2_True_0.34_1_0.95_1_0.38,Next,1.0
1_2_True_0.34_1_0.95_1_0.38,Previous,0.0
1_2_True_0.34_1_0.95_1_0.38,Stay,0.0
1_2_True_0.34_1_0.95_1_0.38,Go_to_high_level,0.0
1_2_True_0.34_1_0.95_1_0.38,Go_to_low_level,0.0
1_3_True_0.23_3_0.98_2_0.38,Next,0.05
1_3_True_0.23_3_0.98_2_0.38,Previous,0.0
1_3_True_0.23_3_0.98_2_0.38,Stay,0.0
1_3_True_0.23_3_0.98_2_0.38,Go_to_high_level,0.0
1_3_True_0.23_3_0.98_2_0.38,Go_to_low_level,0.0
1_3_True_0.33_3_0.95_2_0.38,Next,3.0
1_3_True_0.33_3_0.95_2_0.38,Previous,0.0
1_3_True_0.33_3_0.95_2_0.38,Stay,0.0
1_3_True_0.33_3_0.95_2_0.38,Go_to_high_level,0.0
