actions,finalgrade,userid,cluster,group
232.68523504911087,5.766116294661356,10153,1,khá
314.733329965644,5.793350352548685,10154,1,khá
271.3631726420458,5.727404040351461,10155,1,khá
278.8405200007452,4.844791532468766,10156,1,khá
-58.897060231018486,5.789256844436454,10157,1,khá
511.754390234075,4.991181610632568,10158,1,khá
53.571845299440156,4.4484741071823946,10159,1,khá
116.85060343701497,5.584139555023246,10160,1,khá
343.40943633528724,5.221741799291856,10161,1,khá
553.5129335258448,6.335603421260948,10162,1,khá
282.16453383987795,5.699316004341471,10163,1,khá
139.6737557619798,6.004971855712201,10164,1,khá
302.2722110174082,5.34173121542705,10165,1,khá
148.9254523189304,5.714327319325262,10166,1,khá
60.05094730737085,4.883214381453509,10167,1,khá
335.63012427553014,6.045152136882971,10168,1,khá
446.83644007578766,1.7239349283458019,10169,2,yếu
188.07002492785995,-0.05011309230514094,10170,2,yếu
247.96890545831428,0.3023662612820317,10171,2,yếu
-64.85870133544381,-1.4542211170346526,10172,2,yếu
62.74180678960795,-0.7873108610965582,10173,2,yếu
374.1326895860098,0.94442974259601,10174,2,yếu
190.65214513280688,0.031239159615239487,10175,2,yếu
121.62171152820343,-0.30718959901795273,10176,2,yếu
66.01328389097307,-0.7726408887530276,10177,2,yếu
-219.23953698759192,-2.430693287365714,10178,2,yếu
192.96013465060958,0.24494852702283598,10179,2,yếu
-62.420548185995244,-1.290629893566006,10180,2,yếu
149.97368891811368,-0.13843202371579366,10181,2,yếu
361.804188356923,1.1026838036763396,10182,2,yếu
176.58218148522587,-0.3114120393915467,10183,2,yếu
-6.144975269737074,-1.4705247932184253,10184,2,yếu
437.3362686702352,1.4949141206386516,10185,2,yếu
43.12769885945056,-0.7790940559195461,10186,2,yếu
12.21198450586894,-0.892083455363176,10187,2,yếu
32.05241956887005,-1.0026182484186723,10188,2,yếu
154.53305831172776,-0.2905246773579231,10189,2,yếu
103.4474112537464,-0.7126375488671925,10190,2,yếu
87.96836527612095,-0.6612299896596792,10191,2,yếu
95.17776607912629,-0.5660091128025764,10192,2,yếu
532.3195195616404,1.8835696280294707,10193,2,yếu
158.1444873480529,-0.23657806493048383,10194,2,yếu
97.52767805069936,-0.5485692416305188,10195,2,yếu
-99.46771075717447,-1.726816836982425,10196,2,yếu
202.93136391193178,-0.18841247617260226,10197,2,yếu
350.6580474740101,1.0005118860329247,10198,2,yếu
-38.2204795439925,-1.184869257602072,10199,2,yếu
