user_id,total_time,avg_score,completion_rate,avg_attempts,dok_1_time,dok_2_time,dok_3_time,dok_4_time,sessions_count,avg_session_length,video_time,practice_time,quiz_time,project_time,cluster
21,159,46.05388711677515,0.2857142857142857,1.2857142857142858,20,35,104,0,7,22.714285714285715,20,35,104,0,0
22,585,24.036748366824444,0.18181818181818182,1.5454545454545454,93,492,0,0,11,53.18181818181818,93,492,0,0,2
23,269,65.98228397182542,0.75,1.625,16,90,163,0,8,33.625,16,90,34,129,0
24,167,60.859136571301356,0.5714285714285714,1.7142857142857142,15,152,0,0,7,23.857142857142858,15,152,0,0,0
25,347,78.61176547691001,1.0,1.3529411764705883,55,199,93,0,17,20.41176470588235,55,199,40,53,0
26,24,80.45813247002505,1.0,1.3333333333333333,8,11,5,0,3,8.0,8,11,5,0,0
27,387,79.12212850573509,1.0,1.6,68,182,137,0,20,19.35,68,182,97,40,1
28,628,49.409807057695325,0.1111111111111111,1.8333333333333333,30,539,59,0,18,34.888888888888886,30,539,59,0,2
29,114,77.60389220402647,1.0,1.0,31,83,0,0,6,19.0,31,83,0,0,0
30,676,31.93685568093621,0.09090909090909091,1.9090909090909092,28,648,0,0,11,61.45454545454545,28,648,0,0,2
31,368,54.837724060291244,0.36363636363636365,1.7272727272727273,45,323,0,0,11,33.45454545454545,45,323,0,0,2
32,299,63.96623833238026,0.8,1.5,30,121,81,67,10,29.9,30,121,81,67,0
33,551,45.243670208595454,0.18181818181818182,1.2727272727272727,76,475,0,0,11,50.09090909090909,76,475,0,0,2
34,369,47.764465521962116,0.14285714285714285,1.7142857142857142,37,332,0,0,7,52.714285714285715,37,332,0,0,2
35,529,59.336611897921294,0.6428571428571429,1.5,95,187,35,212,14,37.785714285714285,95,187,35,212,1
36,288,43.787736989465735,0.2,1.7,29,259,0,0,10,28.8,29,259,0,0,2
37,172,46.09717832471256,0.42857142857142855,1.0,33,106,33,0,7,24.571428571428573,33,106,33,0,0
38,286,41.208881349631845,0.125,1.25,26,260,0,0,8,35.75,26,260,0,0,2
39,65,79.97897489895647,1.0,1.6,10,45,10,0,5,13.0,10,45,10,0,0
40,38,65.44760690481809,1.0,1.0,10,10,18,0,3,12.666666666666666,10,10,18,0,0
41,104,69.60831329189438,0.75,1.5,17,50,37,0,4,26.0,17,50,0,37,0
42,354,54.26617714402837,0.4,2.2,32,322,0,0,10,35.4,32,322,0,0,2
43,748,38.18399959465915,0.06666666666666667,1.8666666666666667,46,702,0,0,15,49.86666666666667,46,702,0,0,2
44,296,57.88845741757081,0.5555555555555556,1.6666666666666667,22,109,165,0,9,32.888888888888886,22,109,0,165,0
45,166,65.1704739482413,0.7777777777777778,1.2222222222222223,69,78,19,0,9,18.444444444444443,69,78,19,0,0
46,80,57.172463848462904,0.5,1.0,16,64,0,0,4,20.0,16,64,0,0,0
47,349,67.27014225589241,0.9285714285714286,1.0,107,201,41,0,14,24.928571428571427,107,201,8,33,0
48,399,51.154272163193,0.2727272727272727,1.7272727272727273,11,200,188,0,11,36.27272727272727,11,200,0,188,1
49,75,61.14165603215696,0.75,2.0,11,40,24,0,4,18.75,11,40,24,0,0
50,241,75.08759014937748,1.0,1.6,54,187,0,0,10,24.1,54,187,0,0,0
51,55,93.80491996782257,1.0,0.6666666666666666,12,28,15,0,3,18.333333333333332,12,28,15,0,0
52,267,68.8073149314694,0.9090909090909091,0.8181818181818182,61,154,52,0,11,24.272727272727273,61,154,52,0,0
53,596,46.7476674002012,0.0625,1.8125,35,561,0,0,16,37.25,35,561,0,0,2
54,229,52.43071088442311,0.2222222222222222,1.8888888888888888,21,173,35,0,9,25.444444444444443,21,173,35,0,0
55,302,44.552818908324156,0.1111111111111111,1.7777777777777777,22,280,0,0,9,33.55555555555556,22,280,0,0,2
56,386,65.07465901663508,0.7692307692307693,1.3076923076923077,116,234,36,0,13,29.692307692307693,116,234,36,0,0
57,304,45.57764310109649,0.15384615384615385,2.3846153846153846,22,28,254,0,13,23.384615384615383,22,28,254,0,1
58,47,80.13528278140568,1.0,1.3333333333333333,7,23,17,0,3,15.666666666666666,7,23,17,0,0
59,656,49.7592127949332,0.17647058823529413,1.588235294117647,23,47,586,0,17,38.588235294117645,23,47,0,586,1
60,151,75.97144452081034,0.875,1.625,28,48,35,40,8,18.875,28,48,35,40,0
61,50,0.0,1.0,0.0,50,0,0,0,2,25.0,50,0,0,0,0
62,332,79.29012080852578,1.0,1.2142857142857142,89,146,97,0,14,23.714285714285715,89,146,64,33,0
63,169,66.16065616363115,0.875,1.75,27,103,39,0,8,21.125,27,103,39,0,0
64,998,48.27237464079058,0.05555555555555555,2.2222222222222223,54,944,0,0,18,55.44444444444444,54,944,0,0,2
65,41,71.23562715441608,1.0,1.6666666666666667,9,14,18,0,3,13.666666666666666,9,14,18,0,0
66,124,67.03937917157283,0.6666666666666666,1.6666666666666667,18,51,55,0,6,20.666666666666668,18,51,0,55,0
67,37,69.48363785899751,1.0,0.5,10,27,0,0,2,18.5,10,27,0,0,0
68,118,55.941003980041046,0.375,1.625,27,60,31,0,8,14.75,27,60,31,0,0
69,386,37.27363264753761,0.1111111111111111,1.6666666666666667,23,363,0,0,9,42.888888888888886,23,363,0,0,2
70,522,50.226908818427255,0.11764705882352941,2.0588235294117645,15,507,0,0,17,30.705882352941178,15,507,0,0,2
71,344,55.18662423771379,0.4444444444444444,1.5555555555555556,25,319,0,0,9,38.22222222222222,25,319,0,0,2
72,213,66.72743168834025,0.9,1.2,40,144,29,0,10,21.3,40,144,29,0,0
73,43,71.24344277217658,1.0,0.6666666666666666,9,21,13,0,3,14.333333333333334,9,21,13,0,0
74,156,57.8046056291707,0.6,2.0,11,101,44,0,10,15.6,11,101,44,0,0
75,223,51.15324066863155,0.3333333333333333,1.6666666666666667,13,210,0,0,6,37.166666666666664,13,210,0,0,0
76,1054,44.84836333348973,0.045454545454545456,2.0454545454545454,20,1034,0,0,22,47.90909090909091,20,1034,0,0,2
77,104,48.03484054627701,0.3333333333333333,2.0,13,39,52,0,6,17.333333333333332,13,39,52,0,0
78,66,76.21744579109685,1.0,1.5,17,36,13,0,4,16.5,17,36,13,0,0
79,109,59.53371623268722,0.6,1.0,39,70,0,0,5,21.8,39,70,0,0,0
80,61,38.341395787465046,0.5,0.5,39,22,0,0,2,30.5,39,22,0,0,0
81,867,50.945324540543005,0.16666666666666666,2.111111111111111,23,117,727,0,18,48.166666666666664,23,117,0,727,1
82,288,40.90836519640941,0.2727272727272727,2.1818181818181817,47,65,176,0,11,26.181818181818183,47,65,176,0,1
83,86,65.59941470078911,1.0,0.6,53,33,0,0,5,17.2,53,33,0,0,0
84,58,67.92855511057655,1.0,1.6666666666666667,17,33,8,0,3,19.333333333333332,17,33,8,0,0
85,108,72.35943375382955,1.0,1.6,14,58,36,0,5,21.6,14,58,0,36,0
86,79,63.91905525630679,1.0,1.25,9,50,20,0,4,19.75,9,50,0,20,0
87,364,36.73671103617883,0.1111111111111111,2.2222222222222223,15,349,0,0,9,40.44444444444444,15,349,0,0,2
88,267,53.61030863119272,0.2857142857142857,2.142857142857143,13,38,216,0,14,19.071428571428573,13,38,216,0,1
89,256,68.01609321759186,0.8888888888888888,1.1111111111111112,79,116,61,0,9,28.444444444444443,79,116,61,0,0
90,90,67.22508083767332,0.6666666666666666,1.5,15,18,57,0,6,15.0,15,18,57,0,0
91,509,61.14488669730351,0.5833333333333334,1.75,32,370,107,0,12,42.416666666666664,32,370,0,107,2
92,271,50.40256049291791,0.25,1.625,20,251,0,0,8,33.875,20,251,0,0,0
93,115,45.10755499172599,0.2,1.8,23,92,0,0,5,23.0,23,92,0,0,0
94,607,42.00110631889008,0.07142857142857142,1.9285714285714286,38,569,0,0,14,43.357142857142854,38,569,0,0,2
95,107,75.14749533986348,0.8333333333333334,1.0,41,66,0,0,6,17.833333333333332,41,66,0,0,0
96,221,49.11568763165962,0.5,1.0,92,129,0,0,6,36.833333333333336,92,129,0,0,0
97,268,67.68006652462824,0.8333333333333334,1.5833333333333333,23,129,116,0,12,22.333333333333332,23,129,116,0,0
98,861,36.070072053376194,0.07142857142857142,2.0714285714285716,48,813,0,0,14,61.5,48,813,0,0,2
99,430,64.11635194729074,0.7333333333333333,1.6,78,234,48,70,15,28.666666666666668,78,234,48,70,1
100,113,56.43215658363347,0.4,1.4,10,33,70,0,5,22.6,10,33,70,0,0
101,61,70.90635638285467,1.0,1.6666666666666667,10,38,13,0,3,20.333333333333332,10,38,13,0,0
102,513,41.14841720388339,0.07692307692307693,1.7692307692307692,45,468,0,0,13,39.46153846153846,45,468,0,0,2
103,141,55.24550545421616,0.4,1.9,21,28,92,0,10,14.1,21,28,92,0,0
104,192,56.10387326022758,0.5,1.625,48,98,46,0,8,24.0,48,98,46,0,0
105,99,58.72886445092195,0.42857142857142855,1.8571428571428572,21,23,55,0,7,14.142857142857142,21,23,55,0,0
106,348,40.49176036426087,0.2222222222222222,1.6666666666666667,58,290,0,0,9,38.666666666666664,58,290,0,0,2
107,213,52.23085345381471,0.2857142857142857,2.0,25,188,0,0,7,30.428571428571427,25,188,0,0,0
108,299,51.703256313342514,0.4444444444444444,1.6666666666666667,49,250,0,0,9,33.22222222222222,49,250,0,0,0
109,354,65.43404992613817,0.8125,1.5625,56,154,144,0,16,22.125,56,154,86,58,1
110,54,76.01496315432988,1.0,0.5,32,22,0,0,4,13.5,32,22,0,0,0
111,96,70.9151258390037,1.0,1.2,29,67,0,0,5,19.2,29,67,0,0,0
112,269,79.416831519129,1.0,0.8571428571428571,85,145,39,0,14,19.214285714285715,85,145,39,0,0
113,298,63.441038762855705,0.8181818181818182,1.2727272727272727,81,160,57,0,11,27.09090909090909,81,160,57,0,0
114,347,75.1122170999435,0.9375,1.6875,39,168,90,50,16,21.6875,39,168,90,50,1
115,82,59.230748624183384,0.5,1.5,7,75,0,0,4,20.5,7,75,0,0,0
116,265,62.20097165649012,0.8,1.6,81,163,21,0,10,26.5,81,163,21,0,0
117,221,48.867036490449955,0.2222222222222222,1.4444444444444444,23,157,41,0,9,24.555555555555557,23,157,41,0,0
118,475,32.16401708207579,0.1,1.9,35,440,0,0,10,47.5,35,440,0,0,2
119,71,56.66123965156809,0.3333333333333333,1.8333333333333333,20,13,38,0,6,11.833333333333334,20,13,38,0,0
120,95,77.39442713926208,0.8333333333333334,1.3333333333333333,8,56,31,0,6,15.833333333333334,8,56,31,0,0
121,150,31.42224950935531,0.25,1.0,24,126,0,0,4,37.5,24,126,0,0,0
122,498,55.54178074833039,0.5384615384615384,1.8461538461538463,38,460,0,0,13,38.30769230769231,38,460,0,0,2
123,224,36.01962504906087,0.16666666666666666,1.8333333333333333,18,206,0,0,6,37.333333333333336,18,206,0,0,0
124,204,68.26890433262702,1.0,0.5,93,78,33,0,10,20.4,93,78,0,33,0
125,326,54.078485071707384,0.5714285714285714,1.7142857142857142,20,306,0,0,7,46.57142857142857,20,306,0,0,2
126,179,52.96471157737858,0.2,1.8,35,144,0,0,5,35.8,35,144,0,0,0
127,291,67.46437391500714,0.8333333333333334,1.6666666666666667,29,93,79,90,12,24.25,29,93,25,144,0
128,181,58.246372266537854,0.625,1.5,59,69,53,0,8,22.625,59,69,53,0,0
129,41,72.48038486362513,1.0,1.6666666666666667,9,14,18,0,3,13.666666666666666,9,14,18,0,0
130,358,71.88946683412645,0.9375,1.5625,95,132,131,0,16,22.375,95,132,58,73,1
131,125,47.89791936148318,0.25,1.25,32,93,0,0,4,31.25,32,93,0,0,0
132,149,55.07688360702317,0.6,1.6,24,43,82,0,5,29.8,24,43,0,82,0
133,230,36.21927352586643,0.2,1.6,20,210,0,0,5,46.0,20,210,0,0,2
134,252,47.98220134119756,0.125,1.625,28,224,0,0,8,31.5,28,224,0,0,0
135,96,56.91561624459604,0.5,1.25,28,50,18,0,4,24.0,28,50,18,0,0
136,252,54.17277251433156,0.4444444444444444,1.6666666666666667,10,242,0,0,9,28.0,10,242,0,0,0
137,233,50.15007266511183,0.23076923076923078,2.0,23,16,194,0,13,17.923076923076923,23,16,194,0,1
138,172,68.21653120682062,0.7777777777777778,1.6666666666666667,12,105,55,0,9,19.11111111111111,12,105,32,23,0
139,131,56.43175307435126,0.42857142857142855,1.4285714285714286,6,125,0,0,7,18.714285714285715,6,125,0,0,0
140,547,45.46699004259241,0.16666666666666666,1.4166666666666667,71,476,0,0,12,45.583333333333336,71,476,0,0,2
141,555,47.12700581949949,0.07142857142857142,1.9285714285714286,29,526,0,0,14,39.642857142857146,29,526,0,0,2
142,69,68.19796223034075,1.0,0.6666666666666666,11,58,0,0,3,23.0,11,58,0,0,0
143,56,71.7913100724106,1.0,1.6666666666666667,19,28,9,0,3,18.666666666666668,19,28,9,0,0
144,424,47.905935378854224,0.15384615384615385,1.7692307692307692,32,392,0,0,13,32.61538461538461,32,392,0,0,2
145,616,44.4043854203683,0.058823529411764705,2.0588235294117645,28,588,0,0,17,36.23529411764706,28,588,0,0,2
146,272,40.829849210629625,0.2,1.7,24,60,188,0,10,27.2,24,60,188,0,1
147,122,56.80946856854829,0.4,1.8,26,96,0,0,5,24.4,26,96,0,0,0
148,291,56.80076705054423,0.375,1.75,9,109,173,0,16,18.1875,9,109,173,0,1
149,102,42.64243227799855,0.3333333333333333,1.3333333333333333,18,84,0,0,3,34.0,18,84,0,0,0
150,208,45.44729230156874,0.25,1.75,28,108,72,0,8,26.0,28,108,72,0,0
151,975,35.083090993808106,0.11764705882352941,1.588235294117647,65,910,0,0,17,57.35294117647059,65,910,0,0,2
152,412,41.80863653427522,0.15384615384615385,2.3846153846153846,10,345,57,0,13,31.692307692307693,10,345,57,0,2
153,341,37.60938926929339,0.16666666666666666,1.5,18,323,0,0,6,56.833333333333336,18,323,0,0,2
154,157,65.80851735561409,1.0,0.75,42,92,23,0,8,19.625,42,92,0,23,0
155,44,44.53184089291575,0.5,1.5,11,33,0,0,2,22.0,11,33,0,0,0
156,170,67.20419140603357,0.7777777777777778,1.6666666666666667,25,110,35,0,9,18.88888888888889,25,110,7,28,0
157,129,63.417205150655334,1.0,0.5,49,80,0,0,6,21.5,49,80,0,0,0
158,327,67.98007173032629,0.75,1.8333333333333333,38,102,102,85,12,27.25,38,102,102,85,1
159,1009,31.574996065574325,0.13333333333333333,1.7333333333333334,82,927,0,0,15,67.26666666666667,82,927,0,0,2
160,637,44.988705219931845,0.058823529411764705,1.8235294117647058,39,598,0,0,17,37.470588235294116,39,598,0,0,2
161,120,61.136870158344024,0.5714285714285714,1.2857142857142858,21,99,0,0,7,17.142857142857142,21,99,0,0,0
162,555,48.17317533226695,0.38461538461538464,1.6153846153846154,126,429,0,0,13,42.69230769230769,126,429,0,0,2
163,97,57.604931105870484,0.75,0.75,54,43,0,0,4,24.25,54,43,0,0,0
164,442,46.054489258424034,0.07692307692307693,1.9230769230769231,38,404,0,0,13,34.0,38,404,0,0,2
165,163,76.81229744621596,1.0,1.7142857142857142,11,97,55,0,7,23.285714285714285,11,97,14,41,0
166,525,55.44094390554138,0.35294117647058826,2.1176470588235294,27,210,288,0,17,30.88235294117647,27,210,43,245,1
167,499,49.8595173680608,0.375,1.75,30,121,348,0,16,31.1875,30,121,348,0,1
168,1007,45.239410287806415,0.1,2.05,35,972,0,0,20,50.35,35,972,0,0,2
169,268,65.92472764026282,0.9230769230769231,1.0769230769230769,113,112,43,0,13,20.615384615384617,113,112,43,0,0
170,277,50.584917436124265,0.3333333333333333,1.7777777777777777,57,220,0,0,9,30.77777777777778,57,220,0,0,0
171,110,46.10490836064903,0.5,1.0,18,92,0,0,4,27.5,18,92,0,0,0
172,323,56.771625610174205,0.5454545454545454,1.7272727272727273,40,245,38,0,11,29.363636363636363,40,245,38,0,0
173,170,0.0,1.0,0.0,170,0,0,0,4,42.5,170,0,0,0,0
174,198,47.71904663254287,0.2222222222222222,1.6666666666666667,29,31,138,0,9,22.0,29,31,138,0,0
175,292,32.85267470361614,0.14285714285714285,1.8571428571428572,40,252,0,0,7,41.714285714285715,40,252,0,0,2
176,661,57.05719275201959,0.3684210526315789,1.9473684210526316,28,495,138,0,19,34.78947368421053,28,495,138,0,1
177,171,36.5385841094021,0.4,1.0,63,108,0,0,5,34.2,63,108,0,0,0
178,156,70.44691505274415,0.8571428571428571,1.5714285714285714,8,63,85,0,7,22.285714285714285,8,63,0,85,0
179,143,30.278089581017326,0.25,1.0,32,111,0,0,4,35.75,32,111,0,0,0
180,247,58.773414206660796,0.6,1.6,53,194,0,0,10,24.7,53,194,0,0,0
181,493,53.73043833005635,0.23529411764705882,2.1176470588235294,35,240,218,0,17,29.0,35,240,218,0,1
182,46,62.34998405571889,0.6666666666666666,1.3333333333333333,17,29,0,0,3,15.333333333333334,17,29,0,0,0
183,66,62.3191946574444,0.6666666666666666,1.3333333333333333,6,60,0,0,3,22.0,6,60,0,0,0
184,86,61.23539442093279,0.6,2.0,9,26,51,0,5,17.2,9,26,51,0,0
185,212,44.47892927299199,0.2727272727272727,1.3636363636363635,16,92,104,0,11,19.272727272727273,16,92,104,0,0
186,392,58.38052207773611,0.6428571428571429,1.5714285714285714,89,303,0,0,14,28.0,89,303,0,0,2
187,500,32.05725480916704,0.2222222222222222,1.5555555555555556,104,396,0,0,9,55.55555555555556,104,396,0,0,2
188,274,31.025766689116896,0.14285714285714285,0.8571428571428571,39,235,0,0,7,39.142857142857146,39,235,0,0,2
189,465,50.106634565731255,0.25,2.0833333333333335,40,425,0,0,12,38.75,40,425,0,0,2
190,394,58.62729563746582,0.35714285714285715,2.0,25,218,151,0,14,28.142857142857142,25,218,89,62,1
191,470,45.972730120661396,0.08333333333333333,2.0833333333333335,18,452,0,0,12,39.166666666666664,18,452,0,0,2
192,796,46.69191739756829,0.058823529411764705,2.1176470588235294,25,771,0,0,17,46.8235294117647,25,771,0,0,2
193,386,43.45804802859632,0.08333333333333333,1.75,18,368,0,0,12,32.166666666666664,18,368,0,0,2
194,88,70.47764325223729,1.0,1.5,13,45,30,0,4,22.0,13,45,0,30,0
195,456,50.8080747799971,0.2727272727272727,1.8181818181818181,10,446,0,0,11,41.45454545454545,10,446,0,0,2
196,434,58.4461848770225,0.625,1.4375,108,226,100,0,16,27.125,108,226,100,0,1
197,292,57.65299708289599,0.46153846153846156,1.6923076923076923,26,160,106,0,13,22.46153846153846,26,160,61,45,0
198,57,76.86548312484769,1.0,1.0,22,12,23,0,4,14.25,22,12,23,0,0
199,198,75.442179859557,1.0,1.0,66,116,16,0,10,19.8,66,116,16,0,0
200,99,61.094528143840286,0.8333333333333334,1.0,26,73,0,0,6,16.5,26,73,0,0,0
201,297,32.962862064078664,0.3,1.5,55,242,0,0,10,29.7,55,242,0,0,2
202,219,38.524540554533864,0.125,1.625,17,202,0,0,8,27.375,17,202,0,0,0
203,705,54.20878902434238,0.3684210526315789,1.736842105263158,54,426,225,0,19,37.10526315789474,54,426,225,0,1
204,168,42.65651975435228,0.16666666666666666,1.6666666666666667,11,157,0,0,6,28.0,11,157,0,0,0
205,157,51.2470254272266,0.2222222222222222,2.0,14,79,64,0,9,17.444444444444443,14,79,64,0,0
206,305,51.475207559726826,0.375,1.75,23,51,231,0,8,38.125,23,51,0,231,1
207,226,44.649283677715886,0.2,1.2,34,192,0,0,5,45.2,34,192,0,0,0
208,189,90.27457080162421,1.0,0.8,81,84,24,0,10,18.9,81,84,24,0,0
209,363,43.80052559028412,0.2857142857142857,1.1428571428571428,53,310,0,0,7,51.857142857142854,53,310,0,0,2
210,306,54.596150566103425,0.5,1.5,23,94,189,0,8,38.25,23,94,0,189,0
211,314,45.610870987044336,0.1,1.7,29,285,0,0,10,31.4,29,285,0,0,2
212,154,53.096599658041995,0.3333333333333333,1.6666666666666667,10,144,0,0,6,25.666666666666668,10,144,0,0,0
213,116,72.43164218137274,0.8333333333333334,1.5,25,57,34,0,6,19.333333333333332,25,57,34,0,0
214,152,48.65740222029664,0.25,1.25,33,119,0,0,4,38.0,33,119,0,0,0
215,77,61.64407128717399,0.6,1.6,21,28,28,0,5,15.4,21,28,28,0,0
216,538,66.40598620079321,0.9444444444444444,1.0,162,257,119,0,18,29.88888888888889,162,257,48,71,1
217,151,67.31103663809954,1.0,1.0,26,99,26,0,9,16.77777777777778,26,99,26,0,0
218,69,58.33057655867332,0.75,1.0,20,49,0,0,4,17.25,20,49,0,0,0
219,211,68.30704464829398,0.8,1.0,71,140,0,0,10,21.1,71,140,0,0,0
220,177,55.590825985314524,0.3333333333333333,1.6666666666666667,19,28,130,0,9,19.666666666666668,19,28,130,0,0
221,140,75.71080821527691,1.0,0.14285714285714285,115,25,0,0,7,20.0,115,25,0,0,0
222,194,67.96082201796007,0.6666666666666666,1.5555555555555556,30,81,83,0,9,21.555555555555557,30,81,83,0,0
223,138,50.36047207802777,0.2222222222222222,2.0,11,23,104,0,9,15.333333333333334,11,23,104,0,0
224,384,39.48608845796785,0.2857142857142857,1.4285714285714286,86,298,0,0,7,54.857142857142854,86,298,0,0,2
225,761,25.162665854547157,0.07692307692307693,1.4615384615384615,36,725,0,0,13,58.53846153846154,36,725,0,0,2
226,400,32.67392526071408,0.3333333333333333,1.3333333333333333,91,309,0,0,9,44.44444444444444,91,309,0,0,2
227,171,66.61252939946175,0.6666666666666666,2.1666666666666665,20,63,88,0,6,28.5,20,63,0,88,0
228,547,58.33188674115686,0.5714285714285714,1.5714285714285714,55,130,18,344,14,39.07142857142857,55,130,18,344,1
229,258,55.84268459050202,0.46153846153846156,1.4615384615384615,36,192,30,0,13,19.846153846153847,36,192,30,0,0
230,98,55.32955878657135,0.4,1.8,22,76,0,0,5,19.6,22,76,0,0,0
231,493,39.61614816580502,0.09090909090909091,2.0,12,481,0,0,11,44.81818181818182,12,481,0,0,2
232,290,45.79823812317866,0.15384615384615385,2.0,10,104,176,0,13,22.307692307692307,10,104,176,0,1
233,68,62.720982346842405,0.6666666666666666,1.0,15,53,0,0,3,22.666666666666668,15,53,0,0,0
234,227,46.63995833684882,0.5,0.75,66,161,0,0,8,28.375,66,161,0,0,0
235,56,65.94998122079463,0.6666666666666666,1.6666666666666667,15,41,0,0,3,18.666666666666668,15,41,0,0,0
236,471,26.331235715411754,0.1,1.8,17,454,0,0,10,47.1,17,454,0,0,2
237,51,72.00234329135665,1.0,1.0,10,35,6,0,3,17.0,10,35,6,0,0
238,289,60.33562392784912,0.5555555555555556,2.0,33,118,138,0,9,32.111111111111114,33,118,0,138,0
239,237,64.6545366449013,0.9090909090909091,1.6363636363636365,40,76,121,0,11,21.545454545454547,40,76,69,52,0
240,218,28.992373194879885,0.4,1.2,34,184,0,0,5,43.6,34,184,0,0,0
241,435,35.70288696225384,0.2222222222222222,1.4444444444444444,66,369,0,0,9,48.333333333333336,66,369,0,0,2
242,276,37.46805389045439,0.6666666666666666,0.8333333333333334,167,109,0,0,6,46.0,167,109,0,0,2
243,249,65.2008226428251,0.9,0.9,68,124,57,0,10,24.9,68,124,0,57,0
244,263,61.61441755841653,0.6666666666666666,1.4166666666666667,51,158,54,0,12,21.916666666666668,51,158,54,0,0
245,101,0.0,1.0,0.0,101,0,0,0,3,33.666666666666664,101,0,0,0,0
246,369,34.115189675026954,0.125,1.75,35,334,0,0,8,46.125,35,334,0,0,2
247,35,57.731033739649085,0.5,0.5,7,28,0,0,2,17.5,7,28,0,0,0
248,248,49.65126508251507,0.16666666666666666,1.8333333333333333,30,218,0,0,6,41.333333333333336,30,218,0,0,2
249,312,49.793588441751744,0.3,1.5,56,256,0,0,10,31.2,56,256,0,0,2
250,316,45.10211590495681,0.14285714285714285,1.5714285714285714,27,289,0,0,7,45.142857142857146,27,289,0,0,2
251,91,79.09195041370172,1.0,1.8,12,79,0,0,5,18.2,12,79,0,0,0
252,402,36.37289939379866,0.2,1.4,52,350,0,0,10,40.2,52,350,0,0,2
253,259,49.13196581392087,0.23076923076923078,1.7692307692307692,46,47,166,0,13,19.923076923076923,46,47,166,0,1
254,105,56.66963860226647,0.5,2.1666666666666665,16,89,0,0,6,17.5,16,89,0,0,0
255,251,30.483382549108512,0.16666666666666666,1.8333333333333333,38,213,0,0,6,41.833333333333336,38,213,0,0,2
256,270,53.42856000251067,0.46153846153846156,1.8461538461538463,14,73,183,0,13,20.76923076923077,14,73,119,64,1
257,521,46.67746007809838,0.14285714285714285,1.9285714285714286,26,495,0,0,14,37.214285714285715,26,495,0,0,2
258,133,38.061510954886536,0.25,1.0,20,113,0,0,4,33.25,20,113,0,0,0
259,64,84.20368823254468,1.0,1.3333333333333333,15,29,20,0,3,21.333333333333332,15,29,20,0,0
260,334,73.98526992619081,0.875,1.5625,53,161,74,46,16,20.875,53,161,74,46,1
261,289,46.16167535798335,0.2222222222222222,1.2222222222222223,40,249,0,0,9,32.111111111111114,40,249,0,0,0
262,222,49.770129099129456,0.5,1.1666666666666667,38,184,0,0,6,37.0,38,184,0,0,0
263,289,42.374157733109755,0.125,1.625,32,257,0,0,8,36.125,32,257,0,0,2
264,47,79.24787729700351,1.0,1.3333333333333333,11,30,6,0,3,15.666666666666666,11,30,6,0,0
265,268,52.613720351482314,0.2222222222222222,2.111111111111111,28,240,0,0,9,29.77777777777778,28,240,0,0,0
266,249,50.7345299355239,0.2857142857142857,2.142857142857143,36,213,0,0,7,35.57142857142857,36,213,0,0,0
267,365,30.110268749546695,0.125,1.125,35,330,0,0,8,45.625,35,330,0,0,2
268,472,45.9509183055588,0.09090909090909091,1.6363636363636365,19,453,0,0,11,42.90909090909091,19,453,0,0,2
269,255,42.66255274873621,0.125,1.75,18,237,0,0,8,31.875,18,237,0,0,0
