grade_id,userid,timestamp,timemodified,finalgrade,knowledge_at_time
24,10000,2024-01-01 22:12:00,1704147120,7.291526493306511,0.6981385787672368
25,10000,2024-01-01 23:24:00,1704151440,7.837484537716431,0.6946495828172575
26,10000,2024-01-02 00:00:00,1704153600,6.063189299076873,0.7032263203712898
27,10000,2024-01-02 00:36:00,1704155760,9.880507784815013,0.7129013751821452
28,10000,2024-01-02 01:12:00,1704157920,6.904027671533783,0.7246608211706507
29,10000,2024-01-02 01:48:00,1704160080,7.88632684978383,0.7243069380700042
30,10000,2024-01-02 04:48:00,1704170880,10.0,0.7226608850514974
31,10000,2024-01-02 06:00:00,1704175200,6.83264624262606,0.7139698394268459
32,10000,2024-01-02 06:36:00,1704177360,8.374780375608026,0.7087555016350834
33,10000,2024-01-02 07:48:00,1704181680,6.770684942172529,0.7224336463193707
34,10000,2024-01-02 08:24:00,1704183840,7.206594708432489,0.719239034643635
35,10000,2024-01-02 10:48:00,1704192480,8.687324892982703,0.707444353538642
36,10000,2024-01-02 12:36:00,1704198960,7.342674124857339,0.7306340234940402
37,10000,2024-01-02 15:00:00,1704207600,8.618006805961965,0.718001492586351
38,10000,2024-01-02 16:12:00,1704211920,7.858398160762493,0.7405261242319473
39,10000,2024-01-02 16:48:00,1704214080,7.129323531465836,0.7346700586442906
40,10000,2024-01-02 17:24:00,1704216240,8.201830526087436,0.7361639558537356
41,10000,2024-01-02 20:24:00,1704227040,9.592147639679885,0.7711744350412587
42,10000,2024-01-02 21:36:00,1704231360,8.517982646013072,0.7648875702171325
43,10001,2024-01-01 00:00:00,1704067200,7.936002222141233,0.578428537562627
44,10001,2024-01-01 00:20:00,1704068400,8.2292697290024,0.5970467665526211
45,10001,2024-01-01 01:20:00,1704072000,7.225058719312583,0.6175196687635233
46,10001,2024-01-01 01:40:00,1704073200,6.079936805265836,0.6254331080483658
47,10001,2024-01-01 03:20:00,1704079200,8.383026538225717,0.6011609361815948
48,10001,2024-01-01 05:40:00,1704087600,6.434449930988948,0.6053779777804472
49,10001,2024-01-01 06:00:00,1704088800,4.216770010564838,0.6131496735668798
50,10001,2024-01-01 06:40:00,1704091200,5.942324073741957,0.634309860584454
51,10001,2024-01-01 07:20:00,1704093600,7.600804223009309,0.6540691149057574
52,10001,2024-01-01 07:40:00,1704094800,7.8801348315713335,0.6597104862094554
53,10001,2024-01-01 08:00:00,1704096000,7.006403374663114,0.6615571053597272
54,10001,2024-01-01 08:40:00,1704098400,8.14630391561617,0.6813476350320216
55,10001,2024-01-01 09:00:00,1704099600,7.84065864646419,0.6838516847371778
56,10001,2024-01-01 10:40:00,1704105600,5.688507436786877,0.7167816963475789
57,10001,2024-01-01 11:00:00,1704106800,7.59832948090383,0.7245058439363451
58,10001,2024-01-01 12:20:00,1704111600,6.030984904934202,0.6978584385997499
59,10001,2024-01-01 12:40:00,1704112800,8.697317681680305,0.7013611122724105
60,10001,2024-01-01 13:00:00,1704114000,10.0,0.7052863387762058
61,10001,2024-01-01 14:00:00,1704117600,7.247207016875149,0.7142534776027564
62,10001,2024-01-01 14:20:00,1704118800,9.300664562571042,0.7049879132820662
63,10001,2024-01-01 14:40:00,1704120000,7.974444268646197,0.6915786751107391
64,10001,2024-01-01 15:20:00,1704122400,6.261897437595797,0.6988790387451682
65,10001,2024-01-01 15:40:00,1704123600,6.146098088359074,0.7071208353983415
66,10001,2024-01-01 16:20:00,1704126000,8.131736715712211,0.7100877413806354
67,10001,2024-01-01 17:20:00,1704129600,10.0,0.7211685931057871
68,10001,2024-01-01 17:40:00,1704130800,8.034839353116055,0.7252476549323048
69,10001,2024-01-01 21:00:00,1704142800,8.10980883873415,0.6736318967803487
70,10001,2024-01-01 21:20:00,1704144000,6.24330435883588,0.6700715215208207
71,10001,2024-01-01 22:00:00,1704146400,5.9291177226276455,0.6655432216692133
72,10001,2024-01-01 23:00:00,1704150000,7.498506028171603,0.6820426285950169
73,10001,2024-01-02 01:00:00,1704157200,8.23420737468179,0.6696414801137693
74,10001,2024-01-02 01:40:00,1704159600,7.1579633354923775,0.6983982674761444
75,10001,2024-01-02 02:00:00,1704160800,7.278502214870441,0.7100263622904002
76,10001,2024-01-02 02:20:00,1704162000,6.691111577269888,0.6957610476482251
77,10001,2024-01-02 03:00:00,1704164400,6.792968171591331,0.6996236604240941
78,10001,2024-01-02 03:40:00,1704166800,10.0,0.695330445192387
79,10001,2024-01-02 05:40:00,1704174000,7.535036094928062,0.6706656803518223
80,10001,2024-01-02 06:20:00,1704176400,7.065766241079668,0.654897290861262
81,10001,2024-01-02 07:00:00,1704178800,8.508194345468308,0.6642947441519402
82,10001,2024-01-02 07:40:00,1704181200,9.532296563692963,0.6806544216197333
83,10001,2024-01-02 08:00:00,1704182400,9.494754220950838,0.6829346903793118
84,10001,2024-01-02 09:20:00,1704187200,9.160799615968674,0.6545668637844826
85,10001,2024-01-02 10:40:00,1704192000,10.0,0.6572765235860368
86,10001,2024-01-02 11:00:00,1704193200,8.613001692395287,0.663919727681333
87,10001,2024-01-02 11:40:00,1704195600,6.993858824244848,0.6521091009426269
88,10001,2024-01-02 12:00:00,1704196800,8.083238334337231,0.6474292809108542
89,10001,2024-01-02 12:20:00,1704198000,6.208511520030191,0.65318519799226
90,10001,2024-01-02 13:00:00,1704200400,6.9908792135221836,0.6651635535799703
91,10001,2024-01-02 13:20:00,1704201600,7.463050694979562,0.6777905284844498
92,10001,2024-01-02 13:40:00,1704202800,6.021307235559007,0.6847243857858399
93,10001,2024-01-02 14:00:00,1704204000,7.822612179836166,0.6780877912138716
94,10001,2024-01-02 14:20:00,1704205200,8.130043285896937,0.6679258735383578
95,10001,2024-01-02 15:00:00,1704207600,8.636217874333262,0.6735780260552138
96,10001,2024-01-02 15:20:00,1704208800,9.2103066667463,0.6851640046187208
97,10001,2024-01-02 15:40:00,1704210000,7.048630512864767,0.6918757812695262
98,10001,2024-01-02 16:00:00,1704211200,7.749571156212432,0.6895684730384789
99,10001,2024-01-02 16:20:00,1704212400,7.63385338688003,0.6886170734873558
100,10001,2024-01-02 18:20:00,1704219600,8.816510548002826,0.6678909806717487
101,10002,2024-01-01 00:00:00,1704067200,6.858860651245124,0.686451299794601
102,10002,2024-01-01 04:36:00,1704083760,7.468008007021456,0.6685187719950176
103,10002,2024-01-01 06:08:00,1704089280,7.6795789360881885,0.646641000595307
104,10002,2024-01-01 08:26:00,1704097560,9.042590596648196,0.6298310748969104
105,10002,2024-01-01 11:30:00,1704108600,7.618235126419222,0.6379831882403687
106,10002,2024-01-01 13:02:00,1704114120,7.607771575988381,0.6286168886953483
107,10002,2024-01-01 17:38:00,1704130680,7.043338259154459,0.6073746730013906
108,10002,2024-01-01 19:56:00,1704138960,9.334678631509863,0.5755697886294298
109,10002,2024-01-01 20:42:00,1704141720,6.238915183550352,0.5767002117415447
110,10002,2024-01-02 01:18:00,1704158280,6.433737220963844,0.5360484731362202
111,10002,2024-01-02 03:36:00,1704166560,7.4053149536337095,0.5089385210877968
112,10002,2024-01-02 05:08:00,1704172080,6.616418447844613,0.4778598948121311
113,10002,2024-01-02 05:54:00,1704174840,7.565306027653813,0.4853031339395844
114,10002,2024-01-02 07:26:00,1704180360,6.073701557410329,0.4849322189094797
115,10002,2024-01-02 08:58:00,1704185880,6.052236730649781,0.47815848683162643
116,10002,2024-01-02 09:44:00,1704188640,8.524107486997123,0.4794867601886734
117,10002,2024-01-02 10:30:00,1704191400,8.593233107914376,0.49569731508841797
118,10002,2024-01-02 11:16:00,1704194160,7.943581529546902,0.4816772832204706
119,10002,2024-01-02 14:20:00,1704205200,7.307595116116168,0.4651514224866815
120,10002,2024-01-02 15:06:00,1704207960,7.043179778218331,0.4666289993889691
121,10002,2024-01-02 15:52:00,1704210720,6.786399760270203,0.4646627219532659
122,10002,2024-01-02 22:00:00,1704232800,6.532517962792148,0.47356456152965737
123,10002,2024-01-02 22:46:00,1704235560,5.184231890541121,0.4872367514828145
124,10002,2024-01-02 23:32:00,1704238320,6.208640703415559,0.4852672932865335
125,10002,2024-01-03 01:50:00,1704246600,7.592281861175641,0.5162012716225105
126,10002,2024-01-03 04:54:00,1704257640,6.703383393370423,0.4939647551581206
127,10002,2024-01-03 06:26:00,1704263160,8.402860354207451,0.48758625294215985
128,10002,2024-01-03 09:30:00,1704274200,7.168770558622454,0.5189429143031172
129,10002,2024-01-03 11:02:00,1704279720,7.479285941630356,0.5284351310998116
130,10002,2024-01-03 12:34:00,1704285240,6.29227956556844,0.5202044766312364
131,10002,2024-01-03 13:20:00,1704288000,6.085695794929398,0.5401689131175886
132,10002,2024-01-03 14:52:00,1704293520,8.104778768027673,0.5416250212407041
133,10002,2024-01-03 15:38:00,1704296280,9.552316244888992,0.5409438618636635
134,10002,2024-01-03 16:24:00,1704299040,8.786323721956883,0.5312503088177665
135,10002,2024-01-03 17:56:00,1704304560,8.970914164675653,0.5247125815607363
136,10002,2024-01-03 18:42:00,1704307320,7.1717639092090275,0.536910839025799
137,10002,2024-01-03 20:14:00,1704312840,9.442688870575239,0.5350156779791262
138,10002,2024-01-03 21:46:00,1704318360,6.698038173321613,0.5320581966968355
139,10002,2024-01-03 22:32:00,1704321120,7.8744158405037705,0.5302540690266635
140,10002,2024-01-04 00:04:00,1704326640,6.128255432820781,0.5424601300901464
141,10002,2024-01-04 02:22:00,1704334920,6.264957646794495,0.5487725815500395
142,10002,2024-01-04 03:54:00,1704340440,8.025201473324259,0.5344385873693751
143,10002,2024-01-04 05:26:00,1704345960,9.914075711433588,0.5442366043808767
144,10003,2024-01-01 00:00:00,1704067200,9.31524781076283,0.6793991074087496
145,10003,2024-01-01 06:18:00,1704089880,7.140437897506438,0.5597089262325196
146,10003,2024-01-01 09:00:00,1704099600,7.389311718982105,0.5424802092300293
147,10003,2024-01-01 13:30:00,1704115800,7.204386746058689,0.4759479003740003
148,10003,2024-01-01 15:18:00,1704122280,6.380432659759855,0.4514103562138059
149,10003,2024-01-01 17:06:00,1704128760,5.549895675015094,0.46671788020582083
150,10003,2024-01-01 18:00:00,1704132000,5.801287418585172,0.45655805689952034
151,10003,2024-01-01 18:54:00,1704135240,8.266427108697135,0.46294100297364577
152,10003,2024-01-01 19:48:00,1704138480,6.616473964487298,0.4685431066576603
153,10003,2024-01-02 00:18:00,1704154680,5.796213805336727,0.4455481306561166
154,10003,2024-01-02 03:00:00,1704164400,7.596182908792278,0.4406506490768773
155,10003,2024-01-02 03:54:00,1704167640,7.380723087664124,0.43880612604327307
156,10003,2024-01-02 04:48:00,1704170880,7.406768961772419,0.4348701053516582
157,10003,2024-01-02 05:42:00,1704174120,7.88650977907889,0.4404131605058528
158,10003,2024-01-02 07:30:00,1704180600,6.332624528772364,0.4267915345047934
159,10003,2024-01-02 10:12:00,1704190320,6.249283034356248,0.4175522233839644
160,10003,2024-01-02 12:54:00,1704200040,8.35639133135125,0.4065159644214075
161,10003,2024-01-02 13:48:00,1704203280,5.759163086323642,0.3997504285176695
162,10003,2024-01-02 14:42:00,1704206520,8.35673530536508,0.40930700965780975
163,10003,2024-01-02 19:12:00,1704222720,5.604528919369696,0.3917533318331803
164,10003,2024-01-02 21:54:00,1704232440,8.197076114335928,0.4004289096413653
165,10003,2024-01-03 05:06:00,1704258360,6.502740489689518,0.3766130769017216
166,10003,2024-01-03 06:00:00,1704261600,7.8584524407864915,0.36561750352983463
167,10003,2024-01-03 07:48:00,1704268080,6.7583812754479275,0.36769315814691167
168,10003,2024-01-03 10:30:00,1704277800,5.768504466202296,0.36368813582975235
169,10003,2024-01-03 12:18:00,1704284280,7.615395295164615,0.3620495535086285
170,10003,2024-01-03 15:54:00,1704297240,6.033061807472757,0.35709359283106995
171,10003,2024-01-03 18:36:00,1704306960,6.364212319513198,0.3532295471982489
172,10003,2024-01-03 20:24:00,1704313440,7.08424631416247,0.36402394800017407
173,10003,2024-01-03 22:12:00,1704319920,7.4715171260435,0.3811657738384413
174,10003,2024-01-04 00:00:00,1704326400,6.620628623703374,0.3774334290540807
175,10003,2024-01-04 01:48:00,1704332880,7.9146041078088665,0.36590161726500303
176,10003,2024-01-04 04:30:00,1704342600,4.882905728005219,0.3884498087295633
177,10003,2024-01-04 05:24:00,1704345840,5.4774972730176295,0.39136774806833613
178,10003,2024-01-04 06:18:00,1704349080,5.0804026845103225,0.38585816567342224
179,10004,2024-01-01 00:38:00,1704069480,8.187254280205734,0.525231629175538
180,10004,2024-01-01 02:32:00,1704076320,7.122261903613345,0.5204269780647688
181,10004,2024-01-01 05:04:00,1704085440,4.380605595942727,0.523271271216865
182,10004,2024-01-01 07:36:00,1704094560,8.120515041606257,0.5404465862841871
183,10004,2024-01-01 09:30:00,1704101400,7.28190612371822,0.5311412240544559
184,10004,2024-01-01 10:46:00,1704105960,6.531034610016758,0.5347836653583967
185,10004,2024-01-01 11:24:00,1704108240,6.518735056717414,0.5637837955616972
186,10004,2024-01-01 12:02:00,1704110520,8.069813528389084,0.5830037431629248
187,10004,2024-01-01 12:40:00,1704112800,7.216401908758155,0.5863448452063377
188,10004,2024-01-01 13:18:00,1704115080,9.546678099260976,0.5962065158120271
189,10004,2024-01-01 14:34:00,1704119640,9.414437610049234,0.6137263596971011
190,10004,2024-01-01 15:12:00,1704121920,8.41308309797464,0.6325799342770895
191,10004,2024-01-01 15:50:00,1704124200,7.099773936615042,0.6216405227495029
192,10004,2024-01-01 17:06:00,1704128760,6.5687377727814775,0.6373514945828032
193,10004,2024-01-01 17:44:00,1704131040,6.498028183929585,0.6605197924492832
194,10004,2024-01-01 18:22:00,1704133320,7.407207529929814,0.6548078443131082
195,10004,2024-01-01 19:00:00,1704135600,8.487826912994963,0.6692517328602199
196,10004,2024-01-01 19:38:00,1704137880,9.615395143337288,0.6724007440922241
197,10004,2024-01-01 20:54:00,1704142440,10.0,0.6809196714894142
198,10004,2024-01-01 21:32:00,1704144720,6.64172386283096,0.6888820205455979
199,10004,2024-01-01 22:10:00,1704147000,8.054274472318307,0.6938297143332066
200,10004,2024-01-01 22:48:00,1704149280,7.253158742640706,0.6878070705210244
201,10004,2024-01-02 00:04:00,1704153840,9.956635351619465,0.687872426922968
202,10004,2024-01-02 02:36:00,1704162960,7.078731851278599,0.6574790886807448
203,10004,2024-01-02 03:14:00,1704165240,7.453546408685524,0.6587450709921309
204,10004,2024-01-02 04:30:00,1704169800,9.076135020829446,0.680775754822325
205,10004,2024-01-02 05:08:00,1704172080,10.0,0.682041190180782
206,10004,2024-01-02 06:24:00,1704176640,8.21272654284102,0.6841923577627751
207,10004,2024-01-02 07:02:00,1704178920,7.604085563363203,0.6808200255760762
208,10004,2024-01-02 11:28:00,1704194880,8.835822150742398,0.6643467293771971
209,10004,2024-01-02 15:16:00,1704208560,8.344899353383271,0.6667733844432447
210,10004,2024-01-02 15:54:00,1704210840,7.332470114233466,0.6688083450633338
211,10004,2024-01-02 16:32:00,1704213120,6.826307585707645,0.6717993070046335
212,10004,2024-01-02 20:20:00,1704226800,6.277697904186321,0.6585008375950966
213,10004,2024-01-02 20:58:00,1704229080,9.139468062220045,0.6602545433159409
214,10004,2024-01-02 22:52:00,1704235920,7.9631006050509185,0.6491747649065743
215,10004,2024-01-03 00:08:00,1704240480,8.721007222155153,0.6586794405402997
216,10004,2024-01-03 00:46:00,1704242760,7.830676074978327,0.669882816615352
217,10004,2024-01-03 01:24:00,1704245040,9.002865451118259,0.6926880452786123
218,10005,2024-01-01 00:00:00,1704067200,8.055138936828714,0.6451682662988033
219,10005,2024-01-01 00:48:00,1704070080,8.291015084785819,0.5928442622943743
220,10005,2024-01-01 01:20:00,1704072000,9.586199565138381,0.600428410660675
221,10005,2024-01-01 01:36:00,1704072960,5.831495107214762,0.5983306559406566
222,10005,2024-01-01 04:00:00,1704081600,7.240063512613352,0.5355766943805883
223,10005,2024-01-01 04:32:00,1704083520,5.328999292283294,0.5242557829081541
224,10005,2024-01-01 05:04:00,1704085440,7.488946409486341,0.5124452429668088
225,10005,2024-01-01 05:20:00,1704086400,7.647542944746449,0.5098334069665611
226,10005,2024-01-01 06:08:00,1704089280,6.836056370368695,0.476631076926638
227,10005,2024-01-01 06:24:00,1704090240,6.994321603159461,0.47906572261238023
228,10005,2024-01-01 07:28:00,1704094080,4.503811824208242,0.4677876583312319
229,10005,2024-01-01 08:00:00,1704096000,4.883305171119705,0.4705748795305178
230,10005,2024-01-01 08:16:00,1704096960,4.5257342253907265,0.46877080705705004
231,10005,2024-01-01 08:32:00,1704097920,7.096940139155646,0.47562450206878054
232,10005,2024-01-01 08:48:00,1704098880,4.867837387236575,0.47557954035550476
233,10005,2024-01-01 09:04:00,1704099840,6.460097878677161,0.4885567794997011
234,10005,2024-01-01 11:44:00,1704109440,7.987300136200967,0.4005167798709845
235,10005,2024-01-01 13:04:00,1704114240,6.509296279879925,0.377783891117873
236,10005,2024-01-01 14:08:00,1704118080,6.142931597206978,0.3578365073810303
237,10005,2024-01-01 15:28:00,1704122880,4.284412290221152,0.3653296502899402
238,10005,2024-01-01 16:00:00,1704124800,5.609579371622972,0.3610910368462923
239,10005,2024-01-01 17:36:00,1704130560,4.997114328327493,0.34806866857150315
240,10005,2024-01-01 18:40:00,1704134400,4.91230891872176,0.3594598589536781
241,10005,2024-01-01 19:44:00,1704138240,6.825380147767575,0.3417946258003142
242,10005,2024-01-01 20:00:00,1704139200,4.94633558135115,0.3439824039617735
243,10005,2024-01-01 21:04:00,1704143040,5.909254003969426,0.35668023130771903
244,10005,2024-01-01 21:36:00,1704144960,5.080973403140141,0.3643673162015485
245,10005,2024-01-01 21:52:00,1704145920,6.884048848455535,0.36422623024145356
246,10005,2024-01-01 22:08:00,1704146880,5.985556380752005,0.35716017818312823
247,10005,2024-01-01 22:56:00,1704149760,4.824101767283028,0.37972904133720237
248,10005,2024-01-01 23:12:00,1704150720,7.1895724715609735,0.3922881153860297
249,10005,2024-01-01 23:44:00,1704152640,5.240310528877616,0.39444402703696446
250,10005,2024-01-02 00:00:00,1704153600,6.359827971199294,0.39812447224901765
251,10005,2024-01-02 00:16:00,1704154560,7.0799515092831244,0.40349405628261215
252,10005,2024-01-02 01:20:00,1704158400,5.0802749726423535,0.37303158825869
253,10005,2024-01-02 01:36:00,1704159360,7.527067224799947,0.36777678622417753
254,10006,2024-01-01 00:00:00,1704067200,7.6568674966391335,0.5756272169431541
255,10006,2024-01-01 02:04:00,1704074640,7.007157431903245,0.5705684419526118
256,10006,2024-01-01 04:08:00,1704082080,6.535929746245665,0.5607710769912626
257,10006,2024-01-01 05:41:00,1704087660,8.33824550873127,0.5480674842537525
258,10006,2024-01-01 06:12:00,1704089520,6.148889214961261,0.5464028385339962
259,10006,2024-01-01 07:45:00,1704095100,4.253907759750245,0.5709772696968484
260,10006,2024-01-01 08:16:00,1704096960,7.2426702348027385,0.5567778436107323
261,10006,2024-01-01 11:22:00,1704108120,8.761772021400718,0.5317336963194704
262,10006,2024-01-01 11:53:00,1704109980,5.882611017837936,0.5490948339413517
263,10006,2024-01-01 12:24:00,1704111840,9.066475248715408,0.5390495212197763
264,10006,2024-01-01 12:55:00,1704113700,5.675833767868445,0.5497303050880381
265,10006,2024-01-01 13:26:00,1704115560,7.323751741662279,0.5660027218820473
266,10006,2024-01-01 14:28:00,1704119280,5.008808600065935,0.5939940512907673
267,10006,2024-01-01 15:30:00,1704123000,7.168388327674686,0.5881583919167225
268,10006,2024-01-01 16:32:00,1704126720,7.296622268701467,0.6005513543598315
269,10006,2024-01-01 18:05:00,1704132300,5.485746720257579,0.6203481313642004
270,10006,2024-01-01 19:38:00,1704137880,7.5134832079768055,0.6232084607901878
271,10006,2024-01-01 20:40:00,1704141600,6.927256522585622,0.6255527050529398
272,10006,2024-01-01 21:42:00,1704145320,8.03855859406051,0.6223134193859636
273,10006,2024-01-01 23:15:00,1704150900,7.842145043286522,0.6474057926724113
274,10006,2024-01-01 23:46:00,1704152760,6.38803457166113,0.645276880377596
275,10006,2024-01-02 00:17:00,1704154620,6.953696990817559,0.6400523377707021
276,10006,2024-01-02 01:50:00,1704160200,7.279876236630329,0.6075632308983206
277,10006,2024-01-02 02:21:00,1704162060,6.014097705908992,0.6289685310430948
278,10006,2024-01-02 03:23:00,1704165780,7.616555661061953,0.621391726235321
279,10006,2024-01-02 03:54:00,1704167640,7.178163407636839,0.6299471504548524
280,10006,2024-01-02 04:25:00,1704169500,8.61662207672036,0.6414869651229554
281,10006,2024-01-02 04:56:00,1704171360,6.45690057502795,0.6414694662846936
282,10006,2024-01-02 09:04:00,1704186240,7.2466222300171905,0.6198811019023664
283,10006,2024-01-02 12:41:00,1704199260,9.714030021138369,0.585826132143193
284,10006,2024-01-02 13:43:00,1704202980,5.50387180982146,0.5888517374322925
285,10006,2024-01-02 14:45:00,1704206700,8.143395044127754,0.5793629168128364
286,10006,2024-01-02 16:49:00,1704214140,6.569677361607047,0.6032593647029382
287,10006,2024-01-02 17:51:00,1704217860,6.2811793646721235,0.6139323113320722
288,10006,2024-01-02 18:53:00,1704221580,4.948161012666346,0.625598397006776
289,10006,2024-01-02 21:28:00,1704230880,6.219014473669585,0.5959356229524111
290,10006,2024-01-02 22:30:00,1704234600,8.542198288600604,0.595473826020258
291,10006,2024-01-02 23:32:00,1704238320,7.013913775155306,0.5845311926784457
292,10006,2024-01-03 00:03:00,1704240180,9.864516201896821,0.5998937743647453
293,10006,2024-01-03 04:11:00,1704255060,6.540071954263673,0.5710441857178771
294,10006,2024-01-03 05:13:00,1704258780,5.652666855703065,0.570011927837497
295,10006,2024-01-03 06:46:00,1704264360,5.085663005995009,0.5784665483566258
296,10006,2024-01-03 08:19:00,1704269940,7.093415516449687,0.5692085094877841
297,10006,2024-01-03 09:52:00,1704275520,6.487805366699053,0.5878908420919564
298,10006,2024-01-03 10:23:00,1704277380,8.167113034663574,0.596389142033118
299,10006,2024-01-03 11:25:00,1704281100,7.764819939228437,0.5767955927917571
300,10006,2024-01-03 12:27:00,1704284820,6.367631119778908,0.5816919047376825
301,10006,2024-01-03 12:58:00,1704286680,6.1182905712317,0.5785269882534583
302,10006,2024-01-03 13:29:00,1704288540,4.692732183107914,0.5729545538192319
303,10007,2024-01-01 00:27:00,1704068820,7.124925499637995,0.3856588940253467
304,10007,2024-01-01 01:03:00,1704070980,1.8071036452832656,0.4135108299091597
305,10007,2024-01-01 01:12:00,1704071520,5.883439777229032,0.42246583357242135
306,10007,2024-01-01 01:21:00,1704072060,8.439169132682649,0.43725216755433427
307,10007,2024-01-01 01:39:00,1704073140,8.069812788413813,0.4199790172009365
308,10007,2024-01-01 01:48:00,1704073680,8.256697837435254,0.44813227419255547
309,10007,2024-01-01 01:57:00,1704074220,6.082198180940938,0.44014367664916115
310,10007,2024-01-01 02:15:00,1704075300,6.165675035947153,0.4365863145779181
311,10007,2024-01-01 02:24:00,1704075840,8.145540471560235,0.4417573847127078
312,10007,2024-01-01 03:00:00,1704078000,7.460619582077355,0.469604275917999
313,10007,2024-01-01 03:09:00,1704078540,7.580206468856025,0.46392868696292483
314,10007,2024-01-01 03:36:00,1704080160,6.5648856825302175,0.4435119293570495
315,10007,2024-01-01 03:45:00,1704080700,5.153947282654277,0.43843997816623764
316,10007,2024-01-01 03:54:00,1704081240,4.621341751449947,0.43442060933748616
317,10007,2024-01-01 04:30:00,1704083400,9.056584442010607,0.43161966029327536
318,10007,2024-01-01 04:39:00,1704083940,5.339339833536072,0.4324221240323985
319,10007,2024-01-01 04:48:00,1704084480,8.926439722112054,0.44130657922872263
320,10007,2024-01-01 04:57:00,1704085020,5.949142834650905,0.4643837043932315
321,10007,2024-01-01 05:24:00,1704086640,5.720518170827315,0.46418524929335253
322,10007,2024-01-01 05:33:00,1704087180,6.714623195474164,0.4737207205403121
323,10007,2024-01-01 06:09:00,1704089340,5.754245763549558,0.48670774812980744
324,10007,2024-01-01 06:54:00,1704092040,7.033741618427024,0.4694528940187753
325,10007,2024-01-01 07:48:00,1704095280,4.971871600550303,0.47261928293381433
326,10007,2024-01-01 07:57:00,1704095820,4.690945047064375,0.47044065438870675
327,10007,2024-01-01 08:06:00,1704096360,6.864304956504483,0.4880528634329496
328,10007,2024-01-01 08:33:00,1704097980,5.749907595447648,0.5053009113890723
329,10007,2024-01-01 08:51:00,1704099060,7.736116220369905,0.5059456048203416
330,10007,2024-01-01 09:00:00,1704099600,7.029690735189616,0.5345721534996427
331,10007,2024-01-01 09:09:00,1704100140,5.624134035255239,0.5361401573712439
332,10007,2024-01-01 09:27:00,1704101220,7.730006824400652,0.5276542440745391
333,10007,2024-01-01 09:36:00,1704101760,6.74914272163537,0.5341098380398892
334,10007,2024-01-01 09:45:00,1704102300,8.520640258345548,0.5404515862104903
335,10007,2024-01-01 10:03:00,1704103380,4.756700479553011,0.5387026184597214
336,10007,2024-01-01 10:12:00,1704103920,7.470992878632586,0.542108735582304
337,10007,2024-01-01 10:39:00,1704105540,6.591570649464808,0.5611756166634935
338,10007,2024-01-01 11:06:00,1704107160,5.756593044455948,0.5633218485124228
339,10007,2024-01-01 11:15:00,1704107700,4.567177460346008,0.555513575183255
340,10007,2024-01-01 11:33:00,1704108780,9.02248216656413,0.5489243648776154
341,10007,2024-01-01 11:42:00,1704109320,6.251244959790867,0.5579511015282426
342,10007,2024-01-01 12:45:00,1704113100,7.9342807955179655,0.493960410090808
343,10007,2024-01-01 12:54:00,1704113640,6.414730198065931,0.506919223697606
344,10007,2024-01-01 13:03:00,1704114180,5.737062518169054,0.5113108947140481
345,10008,2024-01-01 00:00:00,1704067200,9.074353546241511,0.702570171562404
346,10008,2024-01-01 01:06:00,1704071160,6.436851718778618,0.6306047200351624
347,10008,2024-01-01 01:17:00,1704071820,7.789573498076862,0.632694807614896
348,10008,2024-01-01 01:39:00,1704073140,7.809036962083574,0.611206038683787
