id,user_id,courseid,grade_item,itemtype,finalgrade,timemodified
129,7,2,bài kiểm tra bài 2 - hard,mod,,0
128,7,2,bài kiểm tra bài 2 - medium,mod,,0
133,7,2,bài kiểm tra bài 3 - hard,mod,,0
132,7,2,bài kiểm tra bài 3 - medium,mod,,0
137,7,2,Bài kiểm tra bài 4 - hard,mod,,0
136,7,2,Bài kiểm tra bài 4 - medium,mod,,0
141,7,2,Bài kiểm tra bài 5 - hard,mod,,0
140,7,2,Bài kiểm tra bài 5 - medium,mod,,0
145,7,2,Bài kiểm tra bài 6 - hard,mod,,0
144,7,2,Bài kiểm tra bài 6 - medium,mod,,0
119,7,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
120,7,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
121,7,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
122,7,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
131,7,2,Trắc nghiệm bài 3 - easy,mod,,0
135,7,2,Trắc nghiệm bài 4 - easy,mod,,0
139,7,2,Trắc nghiệm bài 5 - easy,mod,,0
143,7,2,Trắc nghiệm bài 6 - easy,mod,,0
123,7,2,Video bài giảng bài 1,mod,,0
126,7,2,Video bài giảng bài 2,mod,,0
130,7,2,Video bài giảng bài 3,mod,,0
134,7,2,Video bài giảng bài 4,mod,,0
138,7,2,Video bài giảng bài 5,mod,,0
142,7,2,Video bài giảng bài 6,mod,,0
263,8,2,,course,0,1761576416
262,8,2,bài kiểm tra bài 1 - easy,mod,0,1761705347
270,8,2,bài kiểm tra bài 1 - hard,mod,,0
269,8,2,bài kiểm tra bài 1 - medium,mod,,0
272,8,2,bài kiểm tra bài 2 - easy,mod,,0
274,8,2,bài kiểm tra bài 2 - hard,mod,,0
273,8,2,bài kiểm tra bài 2 - medium,mod,,0
278,8,2,bài kiểm tra bài 3 - hard,mod,,0
277,8,2,bài kiểm tra bài 3 - medium,mod,,0
282,8,2,Bài kiểm tra bài 4 - hard,mod,,0
281,8,2,Bài kiểm tra bài 4 - medium,mod,,0
286,8,2,Bài kiểm tra bài 5 - hard,mod,,0
285,8,2,Bài kiểm tra bài 5 - medium,mod,,0
290,8,2,Bài kiểm tra bài 6 - hard,mod,,0
289,8,2,Bài kiểm tra bài 6 - medium,mod,,0
264,8,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
265,8,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
266,8,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
267,8,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
276,8,2,Trắc nghiệm bài 3 - easy,mod,,0
280,8,2,Trắc nghiệm bài 4 - easy,mod,,0
284,8,2,Trắc nghiệm bài 5 - easy,mod,,0
288,8,2,Trắc nghiệm bài 6 - easy,mod,,0
268,8,2,Video bài giảng bài 1,mod,,0
271,8,2,Video bài giảng bài 2,mod,,0
275,8,2,Video bài giảng bài 3,mod,,0
279,8,2,Video bài giảng bài 4,mod,,0
283,8,2,Video bài giảng bài 5,mod,,0
287,8,2,Video bài giảng bài 6,mod,,0
147,9,2,,course,0,1761576249
146,9,2,bài kiểm tra bài 1 - easy,mod,0,1761663671
154,9,2,bài kiểm tra bài 1 - hard,mod,,0
153,9,2,bài kiểm tra bài 1 - medium,mod,,0
156,9,2,bài kiểm tra bài 2 - easy,mod,0,1761705596
158,9,2,bài kiểm tra bài 2 - hard,mod,,0
157,9,2,bài kiểm tra bài 2 - medium,mod,,0
162,9,2,bài kiểm tra bài 3 - hard,mod,,0
161,9,2,bài kiểm tra bài 3 - medium,mod,,0
166,9,2,Bài kiểm tra bài 4 - hard,mod,,0
165,9,2,Bài kiểm tra bài 4 - medium,mod,,0
170,9,2,Bài kiểm tra bài 5 - hard,mod,,0
169,9,2,Bài kiểm tra bài 5 - medium,mod,,0
174,9,2,Bài kiểm tra bài 6 - hard,mod,,0
173,9,2,Bài kiểm tra bài 6 - medium,mod,,0
148,9,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
149,9,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
150,9,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
151,9,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
160,9,2,Trắc nghiệm bài 3 - easy,mod,,0
164,9,2,Trắc nghiệm bài 4 - easy,mod,,0
168,9,2,Trắc nghiệm bài 5 - easy,mod,,0
172,9,2,Trắc nghiệm bài 6 - easy,mod,,0
152,9,2,Video bài giảng bài 1,mod,,0
155,9,2,Video bài giảng bài 2,mod,,0
159,9,2,Video bài giảng bài 3,mod,,0
163,9,2,Video bài giảng bài 4,mod,,0
167,9,2,Video bài giảng bài 5,mod,,0
171,9,2,Video bài giảng bài 6,mod,,0
176,10,2,,course,0,1761576314
175,10,2,bài kiểm tra bài 1 - easy,mod,0,1761663841
183,10,2,bài kiểm tra bài 1 - hard,mod,,0
182,10,2,bài kiểm tra bài 1 - medium,mod,,0
185,10,2,bài kiểm tra bài 2 - easy,mod,,0
187,10,2,bài kiểm tra bài 2 - hard,mod,0,1761705301
186,10,2,bài kiểm tra bài 2 - medium,mod,0,1761705090
191,10,2,bài kiểm tra bài 3 - hard,mod,,0
190,10,2,bài kiểm tra bài 3 - medium,mod,,0
195,10,2,Bài kiểm tra bài 4 - hard,mod,,0
194,10,2,Bài kiểm tra bài 4 - medium,mod,,0
199,10,2,Bài kiểm tra bài 5 - hard,mod,,0
198,10,2,Bài kiểm tra bài 5 - medium,mod,,0
203,10,2,Bài kiểm tra bài 6 - hard,mod,,0
202,10,2,Bài kiểm tra bài 6 - medium,mod,,0
177,10,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
178,10,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
179,10,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
180,10,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
189,10,2,Trắc nghiệm bài 3 - easy,mod,,0
193,10,2,Trắc nghiệm bài 4 - easy,mod,,0
197,10,2,Trắc nghiệm bài 5 - easy,mod,,0
201,10,2,Trắc nghiệm bài 6 - easy,mod,,0
181,10,2,Video bài giảng bài 1,mod,,0
184,10,2,Video bài giảng bài 2,mod,,0
188,10,2,Video bài giảng bài 3,mod,,0
192,10,2,Video bài giảng bài 4,mod,,0
196,10,2,Video bài giảng bài 5,mod,,0
200,10,2,Video bài giảng bài 6,mod,,0
292,11,2,,course,0,1761576417
291,11,2,bài kiểm tra bài 1 - easy,mod,0,1761705659
299,11,2,bài kiểm tra bài 1 - hard,mod,,0
298,11,2,bài kiểm tra bài 1 - medium,mod,,0
301,11,2,bài kiểm tra bài 2 - easy,mod,,0
303,11,2,bài kiểm tra bài 2 - hard,mod,,0
302,11,2,bài kiểm tra bài 2 - medium,mod,,0
307,11,2,bài kiểm tra bài 3 - hard,mod,,0
306,11,2,bài kiểm tra bài 3 - medium,mod,,0
311,11,2,Bài kiểm tra bài 4 - hard,mod,,0
310,11,2,Bài kiểm tra bài 4 - medium,mod,,0
315,11,2,Bài kiểm tra bài 5 - hard,mod,,0
314,11,2,Bài kiểm tra bài 5 - medium,mod,,0
319,11,2,Bài kiểm tra bài 6 - hard,mod,,0
318,11,2,Bài kiểm tra bài 6 - medium,mod,,0
293,11,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
294,11,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
295,11,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
296,11,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
305,11,2,Trắc nghiệm bài 3 - easy,mod,,0
309,11,2,Trắc nghiệm bài 4 - easy,mod,,0
313,11,2,Trắc nghiệm bài 5 - easy,mod,,0
317,11,2,Trắc nghiệm bài 6 - easy,mod,,0
297,11,2,Video bài giảng bài 1,mod,,0
300,11,2,Video bài giảng bài 2,mod,,0
304,11,2,Video bài giảng bài 3,mod,,0
308,11,2,Video bài giảng bài 4,mod,,0
312,11,2,Video bài giảng bài 5,mod,,0
316,11,2,Video bài giảng bài 6,mod,,0
205,12,2,,course,0,1761576252
204,12,2,bài kiểm tra bài 1 - easy,mod,0,1761663720
212,12,2,bài kiểm tra bài 1 - hard,mod,,0
211,12,2,bài kiểm tra bài 1 - medium,mod,,0
214,12,2,bài kiểm tra bài 2 - easy,mod,0,1761705607
216,12,2,bài kiểm tra bài 2 - hard,mod,,0
215,12,2,bài kiểm tra bài 2 - medium,mod,,0
220,12,2,bài kiểm tra bài 3 - hard,mod,,0
219,12,2,bài kiểm tra bài 3 - medium,mod,,0
224,12,2,Bài kiểm tra bài 4 - hard,mod,,0
223,12,2,Bài kiểm tra bài 4 - medium,mod,,0
228,12,2,Bài kiểm tra bài 5 - hard,mod,,0
227,12,2,Bài kiểm tra bài 5 - medium,mod,,0
232,12,2,Bài kiểm tra bài 6 - hard,mod,,0
231,12,2,Bài kiểm tra bài 6 - medium,mod,,0
206,12,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
207,12,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
208,12,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
209,12,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
218,12,2,Trắc nghiệm bài 3 - easy,mod,,0
222,12,2,Trắc nghiệm bài 4 - easy,mod,,0
226,12,2,Trắc nghiệm bài 5 - easy,mod,,0
230,12,2,Trắc nghiệm bài 6 - easy,mod,,0
210,12,2,Video bài giảng bài 1,mod,,0
213,12,2,Video bài giảng bài 2,mod,,0
217,12,2,Video bài giảng bài 3,mod,,0
221,12,2,Video bài giảng bài 4,mod,,0
225,12,2,Video bài giảng bài 5,mod,,0
229,12,2,Video bài giảng bài 6,mod,,0
321,13,2,,course,0,1761576423
320,13,2,bài kiểm tra bài 1 - easy,mod,0,1761705545
328,13,2,bài kiểm tra bài 1 - hard,mod,,0
327,13,2,bài kiểm tra bài 1 - medium,mod,,0
330,13,2,bài kiểm tra bài 2 - easy,mod,,0
332,13,2,bài kiểm tra bài 2 - hard,mod,,0
331,13,2,bài kiểm tra bài 2 - medium,mod,,0
336,13,2,bài kiểm tra bài 3 - hard,mod,,0
335,13,2,bài kiểm tra bài 3 - medium,mod,,0
340,13,2,Bài kiểm tra bài 4 - hard,mod,,0
339,13,2,Bài kiểm tra bài 4 - medium,mod,,0
344,13,2,Bài kiểm tra bài 5 - hard,mod,,0
343,13,2,Bài kiểm tra bài 5 - medium,mod,,0
348,13,2,Bài kiểm tra bài 6 - hard,mod,,0
347,13,2,Bài kiểm tra bài 6 - medium,mod,,0
322,13,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
323,13,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
324,13,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
325,13,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
334,13,2,Trắc nghiệm bài 3 - easy,mod,,0
338,13,2,Trắc nghiệm bài 4 - easy,mod,,0
342,13,2,Trắc nghiệm bài 5 - easy,mod,,0
346,13,2,Trắc nghiệm bài 6 - easy,mod,,0
326,13,2,Video bài giảng bài 1,mod,,0
329,13,2,Video bài giảng bài 2,mod,,0
333,13,2,Video bài giảng bài 3,mod,,0
337,13,2,Video bài giảng bài 4,mod,,0
341,13,2,Video bài giảng bài 5,mod,,0
345,13,2,Video bài giảng bài 6,mod,,0
814,14,2,,course,,0
820,14,2,bài kiểm tra bài 1 - easy,mod,,0
822,14,2,bài kiểm tra bài 1 - hard,mod,,0
821,14,2,bài kiểm tra bài 1 - medium,mod,,0
813,14,2,bài kiểm tra bài 2 - easy,mod,,0
825,14,2,bài kiểm tra bài 2 - hard,mod,,0
824,14,2,bài kiểm tra bài 2 - medium,mod,,0
829,14,2,bài kiểm tra bài 3 - hard,mod,,0
828,14,2,bài kiểm tra bài 3 - medium,mod,,0
833,14,2,Bài kiểm tra bài 4 - hard,mod,,0
832,14,2,Bài kiểm tra bài 4 - medium,mod,,0
837,14,2,Bài kiểm tra bài 5 - hard,mod,,0
836,14,2,Bài kiểm tra bài 5 - medium,mod,,0
841,14,2,Bài kiểm tra bài 6 - hard,mod,,0
840,14,2,Bài kiểm tra bài 6 - medium,mod,,0
815,14,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
816,14,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
817,14,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
818,14,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
827,14,2,Trắc nghiệm bài 3 - easy,mod,,0
831,14,2,Trắc nghiệm bài 4 - easy,mod,,0
835,14,2,Trắc nghiệm bài 5 - easy,mod,,0
839,14,2,Trắc nghiệm bài 6 - easy,mod,,0
819,14,2,Video bài giảng bài 1,mod,,0
823,14,2,Video bài giảng bài 2,mod,,0
826,14,2,Video bài giảng bài 3,mod,,0
830,14,2,Video bài giảng bài 4,mod,,0
834,14,2,Video bài giảng bài 5,mod,,0
838,14,2,Video bài giảng bài 6,mod,,0
669,15,2,,course,,0
668,15,2,bài kiểm tra bài 1 - easy,mod,,0
676,15,2,bài kiểm tra bài 1 - hard,mod,,0
675,15,2,bài kiểm tra bài 1 - medium,mod,,0
678,15,2,bài kiểm tra bài 2 - easy,mod,,0
680,15,2,bài kiểm tra bài 2 - hard,mod,,0
679,15,2,bài kiểm tra bài 2 - medium,mod,,0
684,15,2,bài kiểm tra bài 3 - hard,mod,,0
683,15,2,bài kiểm tra bài 3 - medium,mod,,0
688,15,2,Bài kiểm tra bài 4 - hard,mod,,0
687,15,2,Bài kiểm tra bài 4 - medium,mod,,0
692,15,2,Bài kiểm tra bài 5 - hard,mod,,0
691,15,2,Bài kiểm tra bài 5 - medium,mod,,0
696,15,2,Bài kiểm tra bài 6 - hard,mod,,0
695,15,2,Bài kiểm tra bài 6 - medium,mod,,0
670,15,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
671,15,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
672,15,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
673,15,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
682,15,2,Trắc nghiệm bài 3 - easy,mod,,0
686,15,2,Trắc nghiệm bài 4 - easy,mod,,0
690,15,2,Trắc nghiệm bài 5 - easy,mod,,0
694,15,2,Trắc nghiệm bài 6 - easy,mod,,0
674,15,2,Video bài giảng bài 1,mod,,0
677,15,2,Video bài giảng bài 2,mod,,0
681,15,2,Video bài giảng bài 3,mod,,0
685,15,2,Video bài giảng bài 4,mod,,0
689,15,2,Video bài giảng bài 5,mod,,0
693,15,2,Video bài giảng bài 6,mod,,0
698,16,2,,course,,0
704,16,2,bài kiểm tra bài 1 - easy,mod,,0
706,16,2,bài kiểm tra bài 1 - hard,mod,,0
705,16,2,bài kiểm tra bài 1 - medium,mod,,0
697,16,2,bài kiểm tra bài 2 - easy,mod,,0
709,16,2,bài kiểm tra bài 2 - hard,mod,,0
708,16,2,bài kiểm tra bài 2 - medium,mod,,0
713,16,2,bài kiểm tra bài 3 - hard,mod,,0
712,16,2,bài kiểm tra bài 3 - medium,mod,,0
717,16,2,Bài kiểm tra bài 4 - hard,mod,,0
716,16,2,Bài kiểm tra bài 4 - medium,mod,,0
721,16,2,Bài kiểm tra bài 5 - hard,mod,,0
720,16,2,Bài kiểm tra bài 5 - medium,mod,,0
725,16,2,Bài kiểm tra bài 6 - hard,mod,,0
724,16,2,Bài kiểm tra bài 6 - medium,mod,,0
699,16,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
700,16,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
701,16,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
702,16,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
711,16,2,Trắc nghiệm bài 3 - easy,mod,,0
715,16,2,Trắc nghiệm bài 4 - easy,mod,,0
719,16,2,Trắc nghiệm bài 5 - easy,mod,,0
723,16,2,Trắc nghiệm bài 6 - easy,mod,,0
703,16,2,Video bài giảng bài 1,mod,,0
707,16,2,Video bài giảng bài 2,mod,,0
710,16,2,Video bài giảng bài 3,mod,,0
714,16,2,Video bài giảng bài 4,mod,,0
718,16,2,Video bài giảng bài 5,mod,,0
722,16,2,Video bài giảng bài 6,mod,,0
727,17,2,,course,,0
733,17,2,bài kiểm tra bài 1 - easy,mod,,0
735,17,2,bài kiểm tra bài 1 - hard,mod,,0
734,17,2,bài kiểm tra bài 1 - medium,mod,,0
726,17,2,bài kiểm tra bài 2 - easy,mod,,0
738,17,2,bài kiểm tra bài 2 - hard,mod,,0
737,17,2,bài kiểm tra bài 2 - medium,mod,,0
742,17,2,bài kiểm tra bài 3 - hard,mod,,0
741,17,2,bài kiểm tra bài 3 - medium,mod,,0
746,17,2,Bài kiểm tra bài 4 - hard,mod,,0
745,17,2,Bài kiểm tra bài 4 - medium,mod,,0
750,17,2,Bài kiểm tra bài 5 - hard,mod,,0
749,17,2,Bài kiểm tra bài 5 - medium,mod,,0
754,17,2,Bài kiểm tra bài 6 - hard,mod,,0
753,17,2,Bài kiểm tra bài 6 - medium,mod,,0
728,17,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
729,17,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
730,17,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
731,17,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
740,17,2,Trắc nghiệm bài 3 - easy,mod,,0
744,17,2,Trắc nghiệm bài 4 - easy,mod,,0
748,17,2,Trắc nghiệm bài 5 - easy,mod,,0
752,17,2,Trắc nghiệm bài 6 - easy,mod,,0
732,17,2,Video bài giảng bài 1,mod,,0
736,17,2,Video bài giảng bài 2,mod,,0
739,17,2,Video bài giảng bài 3,mod,,0
743,17,2,Video bài giảng bài 4,mod,,0
747,17,2,Video bài giảng bài 5,mod,,0
751,17,2,Video bài giảng bài 6,mod,,0
843,18,2,,course,,0
849,18,2,bài kiểm tra bài 1 - easy,mod,,0
851,18,2,bài kiểm tra bài 1 - hard,mod,,0
850,18,2,bài kiểm tra bài 1 - medium,mod,,0
842,18,2,bài kiểm tra bài 2 - easy,mod,,0
854,18,2,bài kiểm tra bài 2 - hard,mod,,0
853,18,2,bài kiểm tra bài 2 - medium,mod,,0
858,18,2,bài kiểm tra bài 3 - hard,mod,,0
857,18,2,bài kiểm tra bài 3 - medium,mod,,0
862,18,2,Bài kiểm tra bài 4 - hard,mod,,0
861,18,2,Bài kiểm tra bài 4 - medium,mod,,0
866,18,2,Bài kiểm tra bài 5 - hard,mod,,0
865,18,2,Bài kiểm tra bài 5 - medium,mod,,0
870,18,2,Bài kiểm tra bài 6 - hard,mod,,0
869,18,2,Bài kiểm tra bài 6 - medium,mod,,0
844,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
845,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
846,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
847,18,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
856,18,2,Trắc nghiệm bài 3 - easy,mod,,0
860,18,2,Trắc nghiệm bài 4 - easy,mod,,0
864,18,2,Trắc nghiệm bài 5 - easy,mod,,0
868,18,2,Trắc nghiệm bài 6 - easy,mod,,0
848,18,2,Video bài giảng bài 1,mod,,0
852,18,2,Video bài giảng bài 2,mod,,0
855,18,2,Video bài giảng bài 3,mod,,0
859,18,2,Video bài giảng bài 4,mod,,0
863,18,2,Video bài giảng bài 5,mod,,0
867,18,2,Video bài giảng bài 6,mod,,0
872,19,2,,course,,0
878,19,2,bài kiểm tra bài 1 - easy,mod,,0
880,19,2,bài kiểm tra bài 1 - hard,mod,,0
879,19,2,bài kiểm tra bài 1 - medium,mod,,0
871,19,2,bài kiểm tra bài 2 - easy,mod,,0
883,19,2,bài kiểm tra bài 2 - hard,mod,,0
882,19,2,bài kiểm tra bài 2 - medium,mod,,0
887,19,2,bài kiểm tra bài 3 - hard,mod,,0
886,19,2,bài kiểm tra bài 3 - medium,mod,,0
891,19,2,Bài kiểm tra bài 4 - hard,mod,,0
890,19,2,Bài kiểm tra bài 4 - medium,mod,,0
895,19,2,Bài kiểm tra bài 5 - hard,mod,,0
894,19,2,Bài kiểm tra bài 5 - medium,mod,,0
899,19,2,Bài kiểm tra bài 6 - hard,mod,,0
898,19,2,Bài kiểm tra bài 6 - medium,mod,,0
873,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
874,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
875,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
876,19,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
885,19,2,Trắc nghiệm bài 3 - easy,mod,,0
889,19,2,Trắc nghiệm bài 4 - easy,mod,,0
893,19,2,Trắc nghiệm bài 5 - easy,mod,,0
897,19,2,Trắc nghiệm bài 6 - easy,mod,,0
877,19,2,Video bài giảng bài 1,mod,,0
881,19,2,Video bài giảng bài 2,mod,,0
884,19,2,Video bài giảng bài 3,mod,,0
888,19,2,Video bài giảng bài 4,mod,,0
892,19,2,Video bài giảng bài 5,mod,,0
896,19,2,Video bài giảng bài 6,mod,,0
785,20,2,,course,,0
784,20,2,bài kiểm tra bài 1 - easy,mod,,0
792,20,2,bài kiểm tra bài 1 - hard,mod,,0
791,20,2,bài kiểm tra bài 1 - medium,mod,,0
794,20,2,bài kiểm tra bài 2 - easy,mod,,0
796,20,2,bài kiểm tra bài 2 - hard,mod,,0
795,20,2,bài kiểm tra bài 2 - medium,mod,,0
800,20,2,bài kiểm tra bài 3 - hard,mod,,0
799,20,2,bài kiểm tra bài 3 - medium,mod,,0
804,20,2,Bài kiểm tra bài 4 - hard,mod,,0
803,20,2,Bài kiểm tra bài 4 - medium,mod,,0
808,20,2,Bài kiểm tra bài 5 - hard,mod,,0
807,20,2,Bài kiểm tra bài 5 - medium,mod,,0
812,20,2,Bài kiểm tra bài 6 - hard,mod,,0
811,20,2,Bài kiểm tra bài 6 - medium,mod,,0
786,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 10,mod,,0
787,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 11,mod,,0
788,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 20,mod,,0
789,20,2,Bài kiểm tra cuối kỳ môn Tin học - 120825 - 200,mod,,0
798,20,2,Trắc nghiệm bài 3 - easy,mod,,0
802,20,2,Trắc nghiệm bài 4 - easy,mod,,0
806,20,2,Trắc nghiệm bài 5 - easy,mod,,0
810,20,2,Trắc nghiệm bài 6 - easy,mod,,0
790,20,2,Video bài giảng bài 1,mod,,0
793,20,2,Video bài giảng bài 2,mod,,0
797,20,2,Video bài giảng bài 3,mod,,0
801,20,2,Video bài giảng bài 4,mod,,0
805,20,2,Video bài giảng bài 5,mod,,0
809,20,2,Video bài giảng bài 6,mod,,0
611,21,2,,course,,0
617,21,2,bài kiểm tra bài 1 - easy,mod,,0
619,21,2,bài kiểm tra bài 1 - hard,mod,,0
